sr
0.43000000000000005
0.5
0.43000000000000005
0.45999999999999996
0.49
0.44999999999999996
0.43999999999999995
0.43000000000000005
0.43000000000000005
0.42000000000000004
0.48
0.45999999999999996
0.51
0.41000000000000003
0.43999999999999995
0.51
0.51
0.27
0.48
0.5
0.48
0.42000000000000004
0.44999999999999996
0.43999999999999995
0.45999999999999996
0.45999999999999996
0.49
0.44999999999999996
0.47
0.52
