sr
0.8200000000000001
0.84
0.8200000000000001
0.8
0.86
0.88
0.81
0.74
0.89
0.89
0.85
0.8
0.91
0.83
0.88
0.84
0.86
0.91
0.83
0.88
0.91
0.83
0.86
0.87
0.84
0.86
0.86
0.87
0.81
0.89
