0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
24.89294110242008,35137367.14517317,2561043.999999996,22237230064.526367,2561044.000000018,1296443675.2194228,2561043.9999999944,365475769.9770168,2561043.9999999944,2069535354.9673824,2561043.999999999,10248.516189618904,2561043.999999979,506906.94634208264,2561043.9999999767,7069326.633425934,2561044.000000002,1818164.761992038,2561043.999999996,2072416.2106625147,2561044.0000000126,628165665.7175894,2561044.0000003185,19834215739.461983,2561043.9999999055,4752258234.320348,2561043.999999921,132494856.94326404,2561043.9999999865,37027557.259850696,2561043.9999997597,748404408.6975077,2561044.0000001015,616131364.950621,2561044.0000000955,25391276374.060028,2561044.0000002515,7714519125.915051,2561043.999999532,3653796462.1525364,2561044.00000023,28748368365.093758,2561044.0000001253,94334633565.96613,2561044.000001112,14898666354.725365,2561043.9999993974,54506749201.522606,2561044.000000235,1354370749.1191802,2561044.0000000363,429911745.6460482,2561043.9999999027,87085348.84193009,2561043.999999876,2403619.4822318116,2561043.9999999567,128420.64662691843,2561044.0,718947848.1231649,2561044.000000243,19252399.97386663,2561044.0000000317,1489784445.9776835,2561044.000000042,10348.230109710397,,,
26.62318328171422,35137367.14517317,2561043.999999996,22237230064.526367,2561044.000000018,1296443675.2194228,2561043.9999999944,365475769.9770168,2561043.9999999944,2069535354.9673824,2561043.999999999,10248.516189618904,2561043.999999979,506906.94634208264,2561043.9999999767,7069326.633425934,2561044.000000002,1818164.761992038,2561043.999999996,2072416.2106625147,2561044.0000000126,628165665.7175894,2561044.0000003185,19834215739.461983,2561043.9999999055,4752258234.320348,2561043.999999921,132494856.94326404,2561043.9999999865,37027557.259850696,2561043.9999997597,748404408.6975077,2561044.0000001015,616131364.950621,2561044.0000000955,25391276374.060028,2561044.0000002515,7714519125.915051,2561043.999999532,3653796462.1525364,2561044.00000023,28748368365.093758,2561044.0000001253,94334633565.96613,2561044.000001112,14898666354.725365,2561043.9999993974,54506749201.522606,2561044.000000235,1354370749.1191802,2561044.0000000363,429911745.6460482,2561043.9999999027,87085348.84193009,2561043.999999876,2403619.4822318116,2561043.9999999567,128420.64662691843,2561044.0,718947848.1231649,2561044.000000243,19252399.97386663,2561044.0000000317,1489784445.9776835,2561044.000000042,10348.230109710397,2561044.00000001,,
26.758739006047268,35965357.88327798,1519546.1330346414,14203334509.468058,686929.9868707411,1973218055.9685254,2191377.286991977,292463522.8267738,2190872.6111938087,1540815122.5298824,2002457.128542462,7107328.257317815,1934255.5733436344,1610488.5504019787,1934255.5733436337,4512393.978642045,1934255.5733436446,38872233.00125155,1934255.5733436416,1723075.5995264412,1934361.8496060509,454654743.43474185,2003802.286172459,25579513000.21845,2003802.2861722813,3742399663.1552944,2003802.2861722873,389147111.3837416,2003802.286172316,171520500.48314077,2003802.2861722182,545358746.9291711,2003802.2861723648,1229955401.5148568,2003802.2861997792,21339457143.621986,2003802.28617243,10754654903.27571,2003802.2861721197,2839204479.8472137,2003802.2861724205,36156730289.48795,2003802.2861723762,82677562654.08133,2003802.2861728012,19616042537.26534,2003802.2861720617,46991594446.66745,2003802.2861724223,2344703767.903129,2003802.2861723367,306667825.27023715,2003802.2861722792,292827359.3363727,2003802.2861722675,46915568.52180896,2003802.286172302,20890649.686418984,2003802.2861723215,523080633.17032844,2003802.286538011,12426727.08668284,2003802.2861723355,1116560092.1651952,2003802.6964282333,9526018.346371438,2003802.2861723253,,
26.384166110570803,35137367.14517371,2561040.61397778,22172998989.176476,1761481.6708774439,1296443675.2194228,2561043.9999999944,365475769.9770168,2561043.9999999944,2069535354.9673824,2561043.999999999,10248.516189618904,2561043.999999979,506906.94634208264,2561043.9999999767,7069326.633425934,2561044.000000002,1818164.761992038,2561043.999999996,2072416.2106625147,2561044.0000000126,628165665.7175894,2561044.0000003185,19834215739.461983,2561043.9999999055,4752258234.320348,2561043.999999921,132494856.94326404,2561043.9999999865,37027557.259850696,2561043.9999997597,748404408.6975077,2561044.0000001015,616131364.950621,2561044.0000000955,25391276374.060028,2561044.0000002515,7714519125.915051,2561043.999999532,3653796462.1525364,2561044.00000023,28748368365.093758,2561044.0000001253,94334633565.96613,2561044.000001112,14898666354.725365,2561043.9999993974,54506749201.522606,2561044.000000235,1354370749.1191802,2561044.0000000363,429911745.6460482,2561043.9999999027,87085348.84193009,2561043.999999876,2403619.4822318116,2561043.9999999567,128420.64662691843,2561044.0,718947848.1231649,2561044.000000243,19252399.97386663,2561044.0000000317,1489784445.9776835,2561044.000000042,10348.230109710397,2561044.00000001,25006200.237009283,
27.00947418067537,35137367.14517317,2561043.999999996,22237230064.526367,2561044.000000018,1296443675.2194228,2561043.9999999944,365475769.9770168,2561043.9999999944,2069535354.9673824,2561043.999999999,10248.516189618904,2561043.999999979,506906.94634208264,2561043.9999999767,7069326.633425934,2561044.000000002,1818164.761992038,2561043.999999996,2072416.2106625147,2561044.0000000126,628165665.7175894,2561044.0000003185,19834215739.461983,2561043.9999999055,4752258234.320348,2561043.999999921,132494856.94326404,2561043.9999999865,37027557.259850696,2561043.9999997597,748404408.6975077,2561044.0000001015,616131364.950621,2561044.0000000955,25391276374.060028,2561044.0000002515,7714519125.915051,2561043.999999532,3653796462.1525364,2561044.00000023,28748368365.093758,2561044.0000001253,94334633565.96613,2561044.000001112,14898666354.725365,2561043.9999993974,54506749201.522606,2561044.000000235,1354370749.1191802,2561044.0000000363,429911745.6460482,2561043.9999999027,87085348.84193009,2561043.999999876,2403619.4822318116,2561043.9999999567,128420.64662691843,2561044.0,718947848.1231649,2561044.000000243,19252399.97386663,2561044.0000000317,1489784445.9776835,2561044.000000042,10348.230109710397,2561044.00000001,25006200.237009283,
27.69905524672879,35137367.14517317,2561043.999999996,22237230064.526367,2561044.000000018,1296443675.2194228,2561043.9999999944,365475769.9770168,2561043.9999999944,2069535354.9673824,2561043.999999999,10248.516189618904,2561043.999999979,506906.94634208264,2561043.9999999767,7069326.633425934,2561044.000000002,1818164.761992038,2561043.999999996,2072416.2106625147,2561044.0000000126,628165665.7175894,2561044.0000003185,19834215739.461983,2561043.9999999055,4752258234.320348,2561043.999999921,132494856.94326404,2561043.9999999865,37027557.259850696,2561043.9999997597,748404408.6975077,2561044.0000001015,616131364.950621,2561044.0000000955,25391276374.060028,2561044.0000002515,7714519125.915051,2561043.999999532,3653796462.1525364,2561044.00000023,28748368365.093758,2561044.0000001253,94334633565.96613,2561044.000001112,14898666354.725365,2561043.9999993974,54506749201.522606,2561044.000000235,1354370749.1191802,2561044.0000000363,429911745.6460482,2561043.9999999027,87085348.84193009,2561043.999999876,2403619.4822318116,2561043.9999999567,128420.64662691843,2561044.0,718947848.1231649,2561044.000000243,19252399.97386663,2561044.0000000317,1489784445.9776835,2561044.000000042,10348.230109710397,2561044.00000001,25006200.237009283,2561044.000000023
28.326049530415496,35137367.14517317,2561043.999999996,22237230064.526367,2561044.000000018,1296443675.2194228,2561043.9999999944,365475769.9770168,2561043.9999999944,2069535354.9673824,2561043.999999999,10248.516189618904,2561043.999999979,506906.94634208264,2561043.9999999767,7069326.633425934,2561044.000000002,1818164.761992038,2561043.999999996,2072416.2106625147,2561044.0000000126,628165665.7175894,2561044.0000003185,19834215739.461983,2561043.9999999055,4752258234.320348,2561043.999999921,132494856.94326404,2561043.9999999865,37027557.259850696,2561043.9999997597,748404408.6975077,2561044.0000001015,616131364.950621,2561044.0000000955,25391276374.060028,2561044.0000002515,7714519125.915051,2561043.999999532,3653796462.1525364,2561044.00000023,28748368365.093758,2561044.0000001253,94334633565.96613,2561044.000001112,14898666354.725365,2561043.9999993974,54506749201.522606,2561044.000000235,1354370749.1191802,2561044.0000000363,429911745.6460482,2561043.9999999027,87085348.84193009,2561043.999999876,2403619.4822318116,2561043.9999999567,128420.64662691843,2561044.0,718947848.1231649,2561044.000000243,19252399.97386663,2561044.0000000317,1489784445.9776835,2561044.000000042,10348.230109710397,2561044.00000001,25006200.237009283,
25.584762920372892,35137367.14517318,2561043.9662813176,22211186493.56637,1908807.7182445663,1316504079.128679,2441477.2871713163,354860213.48839426,2441477.2871713163,2023278323.7594333,2441477.2871713215,212897.68813184416,2441477.287171303,496709.18038347934,2441477.2871713,6765832.022829916,2441477.2871713242,3713128.056348797,2441477.287171318,1974887.7741196966,2441477.2871713345,611238917.4990652,2441477.2871716265,20260260981.69678,2441477.287171232,4660579314.729577,2441477.287171247,148442797.63075867,2441477.2871713093,44783828.409364045,2441477.287171093,728751232.7513754,2441477.2871766845,657178192.4089632,2441477.2871714137,25038000467.149323,2441477.2871715627,7935432649.86844,2441477.287170875,3579871258.0645576,2441477.287171542,29301826136.893944,2441477.287171442,93340721777.13591,2441477.287172385,15203734415.669704,2441477.2871707464,53860404242.3944,2441477.287171547,1422736620.2773502,2441477.287171357,417694218.1308148,2441477.2884898363,99575358.00001666,2441477.287171204,4533321.033595659,2441477.287171281,951257.6340188287,2441477.2871713224,699955575.6367397,2441477.2871715548,18495724.392191276,2441477.2871713527,1454633818.4024816,2441477.2871713624,305039.98069912544,2441477.2871713317,,
33.052790980121245,35137367.14517317,2561043.999999996,22237230064.526367,2561044.000000018,1296443675.2194228,2561043.9999999944,365475769.9770168,2561043.9999999944,2069535354.9673824,2561043.999999999,10248.516189618904,2561043.999999979,506906.94634208264,2561043.9999999767,7069326.633425934,2561044.000000002,1818164.761992038,2561043.999999996,2072416.2106625147,2561044.0000000126,628165665.7175894,2561044.0000003185,19834215739.461983,2561043.9999999055,4752258234.320348,2561043.999999921,132494856.94326404,2561043.9999999865,37027557.259850696,2561043.9999997597,748404408.6975077,2561044.0000001015,616131364.950621,2561044.0000000955,25391276374.060028,2561044.0000002515,7714519125.915051,2561043.999999532,3653796462.1525364,2561044.00000023,28748368365.093758,2561044.0000001253,94334633565.96613,2561044.000001112,14898666354.725365,2561043.9999993974,54506749201.522606,2561044.000000235,1354370749.1191802,2561044.0000000363,429911745.6460482,2561043.9999999027,87085348.84193009,2561043.999999876,2403619.4822318116,2561043.9999999567,128420.64662691843,2561044.0,718947848.1231649,2561044.000000243,19252399.97386663,2561044.0000000317,1489784445.9776835,2561044.000000042,10348.230109710397,2561044.00000001,,
27.104811358334402,35137367.14517317,2561043.999999996,22237230064.526367,2561044.000000018,1296443675.2194228,2561043.9999999944,365475769.9770168,2561043.9999999944,2069535354.9673824,2561043.999999999,10248.516189618904,2561043.999999979,506906.94634208264,2561043.9999999767,7069326.633425934,2561044.000000002,1818164.761992038,2561043.999999996,2072416.2106625147,2561044.0000000126,628165665.7175894,2561044.0000003185,19834215739.461983,2561043.9999999055,4752258234.320348,2561043.999999921,132494856.94326404,2561043.9999999865,37027557.259850696,2561043.9999997597,748404408.6975077,2561044.0000001015,616131364.950621,2561044.0000000955,25391276374.060028,2561044.0000002515,7714519125.915051,2561043.999999532,3653796462.1525364,2561044.00000023,28748368365.093758,2561044.0000001253,94334633565.96613,2561044.000001112,14898666354.725365,2561043.9999993974,54506749201.522606,2561044.000000235,1354370749.1191802,2561044.0000000363,429911745.6460482,2561043.9999999027,87085348.84193009,2561043.999999876,2403619.4822318116,2561043.9999999567,128420.64662691843,2561044.0,718947848.1231649,2561044.000000243,19252399.97386663,2561044.0000000317,1489784445.9776835,2561044.000000042,10348.230109710397,2561044.00000001,,
