sr
0.88
0.88
0.87
0.89
0.84
0.83
0.85
0.9
0.94
0.89
0.85
0.91
0.89
0.87
0.89
0.9
0.9299999999999999
0.83
0.89
0.86
0.77
0.95
0.92
0.85
0.86
0.92
0.84
0.88
0.8200000000000001
0.84
