0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
455.7401341128716,477.1434085692023,702.2487175907116,749.5949468353269,749.9984994113495,749.9999975421568,749.9996282474443,749.9978208667956,749.9876462363288,749.9422976535427,749.681166308095,749.1805936891873,748.7759521445746,748.5254177276528,748.4796601609036,748.4671236894962,748.434205815191,748.3779280443994,748.3102106304618,748.2113474557009,748.0669893755571,747.9438606167599,747.8575290434494,747.8450337346505,747.8372637991225,747.8310745443123,747.8276507092664,747.8063907100795,747.6818768780677,747.609200353351,747.6007372579454,747.6007357721542,747.6007357564797,747.600735756305,747.6007357757746,747.6007370461091,747.6009072590455,747.6100333029917,747.9670528284471,748.9408409813052,749.7644583969734,749.9509692542617,749.9999998354018,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0
228.10098869477508,468.3083579664791,714.4747011937282,749.7125587703463,749.9998273903035,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,
223.81205487026998,474.67320235577495,693.8085525718293,749.7145034639092,749.9990251915846,749.9999999507334,749.9999912853427,749.9999170868349,749.9996551760764,749.9974984667047,749.9848536411907,749.9204004223359,749.7355540809713,749.4196800613568,749.2674677873962,749.2359603322386,749.2151239845698,749.1528500005677,749.0520598148282,749.0127891658755,749.0081818821052,749.0041129758024,748.9995822910046,748.9964196317688,748.990839256571,748.9899419927658,748.9897834763378,748.9897834763378,748.9897834763378,748.9897834763378,748.9897834763378,748.9897834763378,748.9897834763378,748.9897834763378,748.9897834765372,748.9897834817137,748.9897837372714,748.9897893806656,748.9899195014674,748.9926567162786,749.0429997384869,749.5028472284687,749.8834240558081,749.9888041657924,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,
247.73565212006594,457.91185107860315,692.8638144548033,749.7246114026227,749.9993213806194,749.9999996215181,749.9998815292454,749.9986908085957,749.9609592432596,749.8678916765109,749.8120257067574,749.6052028888173,749.2855158273445,749.0359359034501,748.7648626526002,748.6903287470741,748.6505912170401,748.6326235229506,748.5629242351781,748.4754858449523,748.2837986076295,748.078263638002,747.9801468476206,747.9795658289581,747.979424175236,747.9790106870352,747.9785237820124,747.9779001763163,747.9766040110725,747.9752603294319,747.9738280040357,747.9710164804459,747.9683204650466,747.9594856358267,748.0498317896547,748.6969130530795,749.4580222987177,749.70081007146,749.7974857463657,749.8598439798493,749.8703817690765,749.88502457975,749.9213797583341,750.0,749.9999999999998,750.0,750.0,749.9999999999999,750.0,750.0,750.0,749.9999999999895,749.999999999964,749.9999999998785,749.9999999996347,749.9999999977083,749.9999999947021,749.9999999929851,749.9999999908582,749.9999999828984,749.9999999585772,749.9999999095035,749.9999998622116,749.9999997515938,749.9999992523102,749.9999986704108,749.9999926687791,749.999975866117,749.9998426986456,749.9986082990206,749.9938992399129,749.9868639587667,749.9707761507582,749.9276363770664,749.850578314433,749.7248834350902,749.6219566590836,749.6211688036284,749.6211688036267,749.6211688036267,749.6211688036267,749.6211688036267,
244.18443501078173,456.0192540872131,684.5317425001618,749.8830959549944,749.9999397082472,750.0,749.9999999972733,749.9999999920917,749.9999999827829,749.9999999691356,749.9999999548261,749.9999999355975,749.9999999279872,749.9999999248131,749.9999999236783,749.9999999233804,749.9999999229336,749.9999999226302,749.9999999214723,749.9999999180684,749.9999999172542,749.9999999156133,749.9999999119226,749.9999999072297,749.9999999035812,749.9999999020971,749.9999998971999,749.9999998934104,749.9999998922152,749.9999998917439,749.9999998913459,749.9999998903637,749.9999998895946,749.9999998811383,749.9999998934018,749.9999999040513,749.9999999251141,749.9999999850099,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,
234.70472772328705,474.2189919392582,690.1118835394874,749.8952430235363,749.9999730449642,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,
235.0484176051486,465.8588403350781,692.4644973733949,749.7854902248389,749.9998991731403,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,
250.66741688722493,421.67294162886117,697.4115263469652,749.9156784979052,749.9999826359463,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,
232.66545032474363,467.9878931334819,694.6437925687055,749.6447991455725,749.999785707046,750.0,749.9999997347973,749.9999995334693,749.9999992822435,749.9999947628543,749.9999614550036,749.9999040086248,749.9994958796726,749.9985862947873,749.994143953451,749.9850234452446,749.9251106776776,749.8750905956265,749.7908531961691,749.5923984008786,749.4915585547072,749.4610616886582,749.4085962774411,749.3934922520646,749.3897549188803,749.3880386618887,749.3851730971131,749.3828214286443,749.381602291937,749.3783015526549,749.3773123095951,749.374902396446,749.3725038410932,749.3710739831482,749.377117014006,749.379584267537,749.3814350184283,749.3854234304553,749.4012355752761,749.486340021064,749.6911282946751,749.7643502662195,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,
221.26465848647288,486.90799942851606,691.3830580798874,749.9145391094885,749.9999829770607,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,
