fitness,sum_constraints
9.190760993518984e-76,0.0
256.7461162200665,0.0
635.9315700044539,0.0
750.0,19.741872124741693
750.0,12.138872124741692
750.0,3.982872124741693
74.42825060771614,0.0
178.50309322402282,0.0
3.514116606943082e-77,0.0
2.6076288936261754e-76,0.0
0.9984325336475239,0.0
2.6729408399291814e-76,0.0
1.4315793943945312e-77,0.0
3.245044006216598,0.0
205.58766945890426,0.0
2.4534384744896793,0.0
1.4697014318628012,0.0
111.47718363372867,0.0
5.825766214724479,0.0
2.2084799526376427e-75,0.0
25.433471451856335,0.0
3.306739423941279e-78,0.0
1.844375684941623e-76,0.0
2.521630067901734e-76,0.0
7.485410189208517e-76,0.0
2.0100206512460042e-76,0.0
4.077417079782211e-77,0.0
2.656526129919338e-78,0.0
2.3004612443104933e-76,0.0
261.12754282333805,0.0
556.6061768725874,0.0
290.8935585748159,0.0
729.2736091205736,0.0
728.1359066356553,0.0
750.0,6.821872124741692
750.0,21.515872124741694
750.0,32.59887212474169
750.0,18.506872124741694
750.0,14.834872124741697
750.0,0.6258721247416901
750.0,22.213872124741695
750.0,34.230872124741694
750.0,40.972872124741684
750.0,42.638872124741695
750.0,32.57187212474169
750.0,25.728872124741695
750.0,22.667872124741688
750.0,32.96187212474169
750.0,14.506872124741694
750.0,4.266872124741695
750.0,9.916872124741698
199.93129730921748,0.0
175.04712751016072,0.0
349.3291625123354,0.0
92.40711128918653,0.0
4.353599170094201e-77,0.0
6.400464961382365e-77,0.0
66.3520454457628,0.0
96.76098081018287,0.0
283.26985210993246,0.0
143.1651810208497,0.0
1.828309667525573e-76,0.0
5.714936437751111e-76,0.0
453.15393700406497,0.0
32.72109220667567,0.0
33.96025164847803,0.0
1.892944591821572e-76,0.0
1.4582634700085495e-76,0.0
7.77957872960336e-76,0.0
2.718027537230781e-76,0.0
197.35955218967916,0.0
122.7161307967413,0.0
33.26895331302824,0.0
6.962332325870627e-77,0.0
5.581538726014292e-76,0.0
1.1985581075280573e-77,0.0
4.926989278600489e-76,0.0
3.875314983047453e-76,0.0
1.4999792974822522e-76,0.0
3.002653324924405e-76,0.0
4.010613005044329e-76,0.0
2.0012387390468232e-76,0.0
1.6989359972797512e-76,0.0
2.864150115795006e-76,0.0
1.920929689444216e-77,0.0
3.12752885483608e-77,0.0
2.608625912653127e-77,0.0
2.3885483135234274e-78,0.0
1.9922672072363752e-75,0.0
6.313563991626487e-77,0.0
2.595205594530228e-75,0.0
6.772234594003315e-77,0.0
1.8377906885001372e-76,0.0
7.983574691014816e-75,0.0
9.404979538813278e-76,0.0
3.5309708145746566e-76,0.0
8.422108829935391e-76,0.0
5.706950762373906e-77,0.0
43.549891311627285,0.0
7.709310158207794e-77,0.0
