sr
0.5
0.55
0.72
0.52
0.62
0.69
0.64
0.53
0.61
0.64
0.62
0.61
0.53
0.64
0.6599999999999999
0.71
0.7
0.6599999999999999
0.5700000000000001
0.5800000000000001
0.6
0.61
0.7
0.71
0.6699999999999999
0.7
0.75
0.6799999999999999
0.64
0.7
