sr
0.9299999999999999
0.9299999999999999
0.98
0.97
0.98
0.99
0.97
0.95
0.99
0.98
0.98
0.97
0.98
0.96
0.96
0.96
1.0
0.96
0.96
0.96
0.96
0.98
0.88
0.98
0.96
0.96
0.98
0.97
0.97
0.94
