sr
0.0
0.0
0.0
0.30000000000000004
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.12
0.56
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.08999999999999997
0.0
0.0
0.0
0.0
0.18999999999999995
