sr
0.39
0.74
0.77
0.69
0.74
0.75
0.78
0.63
0.53
0.75
0.43000000000000005
0.74
0.71
0.76
0.75
0.72
0.75
0.79
0.6
0.76
0.44999999999999996
0.5700000000000001
0.72
0.6699999999999999
0.77
0.6799999999999999
0.43000000000000005
0.76
0.43999999999999995
0.64
