sr
0.52
0.5900000000000001
0.52
0.52
0.54
0.5800000000000001
0.53
0.56
0.52
0.53
0.53
0.6
0.54
0.51
0.52
0.53
0.53
0.53
0.55
0.53
0.62
0.52
0.52
0.54
0.52
0.54
0.53
0.52
0.53
0.52
