0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
450.58752200472753,3656.2511450362767,721.8271120596261,80768.18955514455,704.109293273116,21115.177794320676,704.9254201751561,9902.119831179169,704.1547774816581,24059.538432212692,695.6202914647449,9.6732109727688,695.8250425587788,275.515933054115,695.0152734115511,1217.0851275566083,694.8615627440174,1003.4235895150846,695.0233953243423,617.2372403318082,694.8428034929423,13053.11639421436,694.8213230793817,80540.46912784317,704.1863836926539,36887.75979193806,704.7721699519309,7029.977021234055,705.1925230542433,3849.8585068289617,706.6554477334984,14345.339684212337,704.669720138631,14714.277135883287,705.2452400309421,86061.90360807818,683.8090156304179,50954.96428843383,693.0330913619532,32042.17853096198,692.4038912901749,97112.31464386622,693.4410270680321,167237.93584218615,663.0557625560102,70685.71602774785,666.1710104293713,125854.8470661141,642.1651360952379,22189.61388957418,642.9832562203542,10402.681671069164,642.0526402874871,6105.01727996602,642.4424677921132,1291.2464604098348,642.5572136032448,450.1331871273354,642.9080221580905,13618.34756041687,642.3477352423922,1971.1919137770635,641.8619211591065,19882.881530199407,641.8941328392052,100.72635002127348,642.4145948926034,3475.4073775253773,642.8315262582487,3798.1099343558035,641.795010224761,7267.846153071304,642.0417524604303,1817.7890647682987,641.6684783281606,
228.2473631376668,3774.810597574014,561.5784634161,71589.73090177192,651.9151638120153,26768.56779591121,674.9617080670662,7314.269248991588,675.5615185925587,19593.818268811425,675.2008392623184,957.4807005956579,674.4811770695135,595.4259286182526,674.2175468709304,900.2780705728718,674.2173759611153,2979.455311082794,674.2857330180357,649.3209389908212,674.2123273822324,10002.120353520697,674.2138951774289,91341.98447606244,674.365399271845,30956.610932980777,656.5526730581639,10907.012634468989,657.1266231589625,6949.577156096066,658.718118770842,10961.383908118882,656.8415123975858,19913.8557332838,657.0538468245736,76817.87368011056,656.769261063002,59357.508029317134,647.810268131889,26791.60972400435,647.9913737026036,108179.67193027578,641.2604281252809,154128.23086155334,596.195397800429,78910.94462794664,612.5135650539664,115434.91076483218,595.9490723039497,26900.70274003286,611.7861225780205,8200.855279621557,611.4179479789559,8937.837634270836,611.4910049665066,2934.6215133753844,611.2121544247154,1668.4093054943612,611.6507747533226,10999.728007719177,611.3245507767017,1393.648610141773,610.9320553526869,16590.271318818886,611.1841824719836,964.098401204065,611.3712434369922,5770.242412865967,611.68493176005,2734.100590608531,611.2683109344397,5537.730839903916,611.0593865771627,1290.635323730625,610.8556206136964,16100.53837371027
210.43310592297183,3784.7366776094646,571.0974247298034,71808.23384632183,604.6629814959906,23886.20433059944,737.917992635585,8758.954780777252,738.146562139111,22058.565610223788,729.9334017018219,491.56924251728475,729.1947988009013,466.95324197903574,728.7038745759717,1113.7921063608833,728.6938290178928,1960.2482587682007,729.0130790396372,675.4586130632692,728.6820740947915,11688.2814495244,728.6880898576485,85601.62340105671,729.024058501306,34189.65883988904,720.1388026417424,8888.305374416643,720.7434258651942,5343.618494123109,721.0654413160472,12790.76889236651,720.2241895598481,17194.436811600855,720.7101353872918,81852.91059463992,695.5072308416802,54890.407900254126,688.5754625638281,29592.24022166494,688.3950389449626,102375.90078260002,692.6259858999234,160920.08140236908,614.2717560450379,74669.94265716127,699.2847757384525,121559.11978882349,620.6398909114471,24219.12217197925,708.2196952872928,9582.464552220712,708.4772576969976,7325.282115491407,708.7611853878217,2030.8807046638008,709.035428087744,1019.2109963328351,709.252761310402,12640.364933880765,708.780873464561,1817.405919119334,708.4312310919149,18627.69184567005,708.3939630679472,526.6207273542641,708.549065922482,4477.525812720399,709.3616018281315,3449.834250856199,708.4468022666558,6650.165240024378,708.5400738475356,1684.5000899946353,708.2301731391494,13942.212068983652
262.50051057023165,3952.87844792249,596.0047966536495,73361.29296671337,596.1645967392149,24459.943645340027,626.9983204037479,8245.6900697891,698.4800456095884,21228.852034459414,698.5098852352205,633.8273019357099,698.1408676940771,497.03707467041824,697.9911328434538,1030.1975790087881,697.9728773388663,2287.0671751692457,698.0296411903412,654.1716911330159,697.9772717743892,11113.099509662698,697.9755988714021,87510.99026577345,698.4390786225351,33167.31565798189,698.512365308547,9509.175376230098,698.9287127161577,5833.765828790901,699.9279042179443,12230.647150736542,698.886727783969,18052.890291288502,699.1199469470246,80294.56378994005,680.6280119662707,56154.48441705892,649.1075211817467,28478.619941904828,624.6174069846744,104109.63052551345,622.5461784026902,157641.9121573186,623.5328779634158,76918.1467403754,593.2768504188919,119039.13494502554,574.0892866588651,25630.31294212716,574.647911821814,8748.642973409836,574.1424409146524,8112.036909255101,574.6267113940447,2438.094463004568,574.7680388134174,1289.6558212362324,574.7208904660511,11668.24463466885,574.2721801828549,1506.188632830609,574.1018053078409,17436.21069014054,574.3430708732434,682.6042689261235,574.2337887147414,5094.405897698506,574.6273170249603,2976.7817141643905,573.9383378765449,5963.725775109814,574.0073407098641,1389.2813159195148,573.9158935390153,
228.00997234426612,3787.097077273873,599.7857427701556,72606.56434436324,624.7053318361444,24600.204054849768,746.5681038093298,8470.610425913015,746.6929569329586,21578.341482334017,746.9616996278179,611.2041796345225,746.8702848288028,520.7568195365411,746.3699975110097,1099.9527769923943,746.3476702875605,2190.251764446784,746.564319703741,698.7184520072248,746.3385951257542,11380.731932035122,746.5843020884683,86741.25364717335,746.7528815002615,33481.1726105562,722.0352769712592,9370.827518963908,722.8047804734349,5732.703260100397,722.4199121383392,12376.048621968946,722.2560670641194,17852.16142969201,722.3678224075959,80754.27130476177,722.3723172116473,55886.600853674856,722.6017065750399,29014.19263305688,713.0732026618796,103755.23760215894,713.0058931761448,159781.7551894112,703.9864187360761,75635.78163924057,683.3584217170969,120683.77032796056,656.3974045101626,24844.575778543942,641.8601147664106,9208.422449221802,641.6563497702041,7665.828431426737,642.172272252519,2205.037819362785,642.3426838144592,1132.299613923203,642.0699352586246,12194.265685734026,642.0799173066832,1670.9799289986267,641.1245947291824,18083.169595189505,641.2546602383952,588.6353119669127,641.3662932672478,4743.881421384018,641.7507369036335,3229.4626657663707,641.2568657442791,6333.506912332985,641.3501522105018,1545.26636643055,640.9596050487213,
200.2953715900735,3804.715644906343,564.2266475292938,71182.1747243068,701.745809854983,27484.18141486373,717.7066895919265,7223.939717867345,717.354203086654,19410.581611943857,717.2319395352774,1050.049224338673,717.1583521962864,656.1144505669783,717.0444503635466,927.465967827463,717.0007382006511,3126.3979473850545,717.1569551512384,694.8817588749288,716.9949022428125,9884.872029310149,716.9965112053674,91966.13196835949,717.0866762345372,30836.310724567556,717.0892886464444,11092.111743302568,717.2312770046258,7110.7272494151475,717.9680583772135,10916.923550801073,717.547246817421,20157.519322458404,717.7478738241767,76610.84996061787,714.5262297646875,59627.39067944433,707.4503243650447,26755.22765644583,707.560080131427,108860.11040897043,707.381652283108,153712.38467316757,680.6047021649368,80538.5505286178,675.7320398176878,114896.12282615912,678.854943960919,27928.495886505232,670.0689764870142,7887.812647340951,669.7154772576802,9480.603989595003,670.1546821379636,3275.59544158836,670.0784817439531,1937.9334733438782,670.2015206043011,10624.572564640504,670.196434440824,1360.452243854425,669.6747820298283,16092.532825319353,669.7368679480485,1173.2281777318794,669.7757549581066,6219.99753852939,670.1511101295398,2617.264551698893,669.9488629542998,5312.278822690006,669.899264217868,1266.040173192765,669.5345354924095,
200.25761833096783,3896.5640228953807,549.8474825056701,70712.19063310164,592.1241591259994,26082.525613597114,692.9065129076789,7763.3930689018825,692.8893176782092,20379.01205515249,693.0312892616614,811.1497417170592,692.6226863518518,555.7274325557325,692.3922937929096,968.7832760362068,692.3777575307194,2659.971655773168,692.4036763681779,658.5147121492612,692.3738736931649,10538.111845555803,692.377499292023,89548.30804496749,692.505007696163,32068.250014574627,683.6058643932299,10249.606805759544,684.097232868907,6430.1777102655715,684.3891048999149,11570.124148223285,684.2821409946528,19048.686529002203,684.2059184305652,78227.59251458256,667.1035334637918,58081.21390966888,667.0480528883926,27521.43226629874,660.1761905522367,106950.19300776534,663.0879387060932,156077.86299065553,642.6997461128674,78765.13044999624,644.0050017579122,116657.47130204747,611.3696557619487,27080.318719056057,599.9067215424675,8076.468762143946,599.6696690383142,9082.768509336065,599.4664817110033,3008.3725759826807,599.7010874046655,1720.7866512490587,599.419233029281,10857.142645099057,599.3413451068122,1354.0445998417345,599.1945926850265,16407.244844257435,599.4915201437177,997.3089441427026,599.4281135874978,5875.39254659792,599.9656106772845,2669.2000853736013,599.4851752941145,5441.902263416175,599.4353918261652,1253.9790518399207,599.1962080557439,
231.3238036936022,3720.065661789166,565.9703188434781,71183.9932176864,641.524180952968,26954.588878210365,708.15705232441,7452.2546542027585,708.2950383848986,19813.240607424894,708.624433801017,949.7913113896032,708.4982715942699,614.6942943775236,707.8217325396568,946.2863605228798,707.8052993203264,2929.3241507860344,707.8844619607261,680.690249202702,707.7893381386889,10158.265197448587,707.8304558188769,90830.4760329656,699.4850894896003,31414.38762466731,699.8887528197497,10670.49249648561,699.4280174383168,6770.552316004647,699.9018631185838,11234.66372964337,699.278947039955,19530.107598349303,690.757292983674,77399.76141390322,675.7158278162754,59035.813471499896,663.8734848568206,26991.69767690611,654.681761398363,107876.38023841898,650.8183027347459,154472.0282821927,621.6653615510025,79616.65904123912,591.3713339028369,114433.25998585283,559.7676229717208,27293.393069438895,625.9622487418294,8009.647906811556,626.2105959379749,9210.466109390403,627.2739943565998,3099.387746130127,626.2102271842841,1795.9879131644047,626.6339417694974,10782.54796337898,626.1936953819757,1359.117542582723,625.8308686083333,16298.482798388042,625.9883764310575,1060.193295930587,625.9568091235525,5994.458916022162,626.4030177491701,2653.492835361676,625.9748437523346,5398.0499390262885,626.0310676714896,1260.5230825449548,625.6555297638826,
200.29928958650754,3793.7706489332422,581.472786759565,73526.18217585194,671.3469591215321,25953.019985722967,668.6933056383687,7782.4787658850955,668.3484364484952,20433.02870518861,668.6599855725669,767.0183737602554,668.1536068189935,524.7884130830581,667.9106726737472,949.7695975538974,667.8681384615604,2595.9990911579494,668.0896981548931,633.0233413126937,667.864124386346,10566.775684010212,667.8684121909484,89310.88210928711,668.0548796946596,32112.06745350257,645.804770745048,10216.86009965776,645.6562513130056,6395.135426754363,646.3127531150576,11523.166487935741,645.5780121811806,18998.244010326427,645.8278324081912,78372.83404140921,631.8836163185942,57817.76156137657,631.8227111942774,27675.96316505519,631.8970027627258,106496.41490540149,636.9200777343997,156419.1543388715,625.1342379976777,78272.94328154589,623.1017357627622,117250.59578502015,607.3429134322116,26750.359820666155,608.111137587432,8303.32478230874,606.9562522848742,8786.791209134968,607.2971435660602,2843.938268186991,607.638459395938,1600.5547117173044,607.4595097655201,11123.925961684881,606.8710902637549,1416.1276981192216,606.3996762696577,16740.400586584325,606.4827712899389,914.2859109666983,606.5439251686687,5647.417633717017,606.809128473466,2778.53281863412,606.4565964891785,5614.171768034206,606.7203155070414,1310.7274161365103,606.5022792909438,
198.18943323588377,3852.1568979092226,545.8820903636856,70257.05344997927,622.0743415101144,26918.26978736886,721.9950237065361,7463.864156195712,722.206195761054,19827.331268601964,722.652986281749,963.2576868081301,722.2001956753435,628.8008658622442,721.8701677864426,960.2658748484102,721.863792684926,2942.5228335814136,721.9714514398765,694.7465067724825,721.843523931454,10175.385895430378,721.8512165733875,90919.12823941257,721.9935065033958,31235.986667908415,704.6252434161684,10794.992966311665,705.1238253082222,6873.160280774588,705.1281655781357,11142.080458727738,704.5411256616419,19761.06354144125,704.8424199561543,77253.8315675007,704.5056946148316,59119.78188884776,705.1218899027707,26965.474565151824,695.774277883859,108230.48469896603,705.2568274315352,154456.24363145736,686.7198915776696,79985.66280350873,686.826202379646,115247.45590287213,662.9562509967041,27823.587845592512,663.3800685975016,7912.294093504898,663.0446926481959,9434.232465780633,663.3437123652574,3245.931702114928,663.5815338078218,1914.6113400694003,663.413601464726,10648.807109984607,662.644129182579,1359.2559641386797,662.3094611501372,16118.84285473975,662.7448638993719,1154.9904239435932,663.0309466345459,6184.104948644054,663.3741062598709,2622.826170678483,662.580242404582,5324.236120554725,662.9145086574727,1265.15293221068,662.6389295680709,16746.78564264435
