sr
0.6
0.5700000000000001
0.5900000000000001
0.5900000000000001
0.61
0.6
0.61
0.6
0.6
0.6
0.61
0.61
0.61
0.6
0.6
0.5900000000000001
0.62
0.61
0.6
0.5900000000000001
