sr
0.51
0.35
0.4
0.41000000000000003
0.42000000000000004
0.43999999999999995
0.5
0.44999999999999996
0.41000000000000003
0.41000000000000003
0.42000000000000004
0.4
0.38
0.4
0.37
0.38
0.42000000000000004
0.54
0.55
0.43999999999999995
0.41000000000000003
0.37
0.6
0.4
0.42000000000000004
0.51
0.36
0.39
0.48
0.4
