0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
128.23576981769938,387.07048722501327,652.3650724557363,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,
111.21095420599426,380.93133950317423,683.5300741363778,762.0646597649768,749.9999999999998,749.9999999999999,749.9999974547986,749.5218642840314,749.2285897084623,749.2258421671456,749.1160605417956,749.1160605417956,749.1160605417956,749.1160605417956,749.1160605417956,749.1160605417956,749.1160605417956,749.1160605417956,749.1160605417956,749.1160605417956,749.1160605417956,749.1160605417956,749.1160605417956,749.1160605417956,749.1160605417956,749.1160605417956,749.1160605417956,749.1160605417956,749.1160605417956,749.1160605417956,749.1160605417956,749.1160605417956,749.1160605417956,749.1160605417956,749.2296994769926,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0
102.31620680385407,382.7374104150258,651.9947888595577,740.9498865489829,740.9498865494447,740.949886549445,740.9498854493061,740.8701961899249,740.4447782876139,740.4447782876139,740.4447782876139,740.4447782876139,740.4447782876139,740.4447782876139,740.4447782876139,740.4447782876139,740.4447782876139,740.4447782876139,740.4447782876139,740.4447782876139,740.4447782876139,740.4447782876139,740.4447782876139,740.4447782876139,740.4447782876139,740.4447782876139,740.4447782876139,740.4447782876139,740.4447782876139,740.4447782876139,740.4447782876139,740.4447782876139,740.4447782876139,740.4447782876139,740.503810019006,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,740.949886549445,
89.93146610289412,384.5502169917647,661.9439097625798,749.9999999999998,749.9999999999999,750.0,749.9999999797317,749.9999503983023,749.9656514750438,749.6481813568711,749.6211688036267,749.6211688036267,749.6211688036267,749.6211688036267,749.6211688036267,749.6211688036267,749.6211688036267,749.6211688036267,749.6211688036267,749.6211688036267,749.6211688036267,749.6211688036267,749.6211688036267,749.6211688036267,749.6211688036267,749.6211688036267,749.6211688036267,749.6211688036267,749.6211688036267,749.6211688036267,749.6211688036267,749.6211688036267,749.6211688036267,749.6211688036267,749.6215028950741,749.9341970145982,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,
118.89051373596521,373.80370188781563,651.8241669474278,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,
106.13150647163997,366.54894936289276,661.7686678056456,749.9999999961581,749.9999999999999,749.9999999999999,749.9999999822464,749.9999560123206,749.4953702062382,749.4948917381689,749.4948917381689,749.4948917381689,749.4948917381689,749.4948917381689,749.4948917381689,749.4948917381689,749.4948917381689,749.4948917381689,749.4948917381689,749.4948917381689,749.4948917381689,749.4948917381689,749.4948917381689,749.4948917381689,749.4948917381689,749.4948917381689,749.4948917381689,749.4948917381689,749.4948917381689,749.4948917381689,749.4948917381689,749.4948917381689,749.4948917381689,749.4948917381689,749.5096970192061,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,
102.86911917432798,379.9737305486893,679.9290128237017,749.9999999962774,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,
115.31272662476786,388.6760415967432,677.8131476234405,749.9999999564341,749.9999999999999,749.9999999999999,749.9999999994186,749.9999999988013,749.9999999768874,749.9999996230231,749.9999993441351,749.9999987435882,749.9999977724722,749.9999968979816,749.999995061831,749.9999609502721,749.9977661408354,749.9797893529496,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737276330062,749.8737556112789,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,
104.56252209109005,381.13130166994057,651.0723267795859,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,,
100.07530912911767,383.3067621400116,654.6876322027255,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,
98.54050227934823,385.0348927622771,653.0008892741612,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,
109.14301524297784,381.7561667280995,655.4452115365239,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,
85.30972345079923,392.79990075823093,696.7167962984166,708.8273659766126,750.0,750.0,749.9999999995855,749.9999999678016,749.9999933612494,749.9999647062086,749.8812903688768,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229345422,749.8737229364714,749.8737236048606,749.8756298611404,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,
96.29840314762885,388.4688495352102,650.6401426459786,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,
