sr
0.77
0.8
0.8
0.81
0.78
0.77
0.8
0.76
0.74
0.81
0.78
0.76
0.78
0.79
0.78
0.78
0.74
0.75
0.77
0.72
0.77
0.74
0.76
0.77
0.76
0.78
0.77
0.79
0.77
0.83
