mof
84143.75742432318
82156.85023973843
86357.4160274223
86281.14750835473
81068.1405807831
86412.0017250439
81794.19190485556
86340.4937375355
83793.02036903574
83683.15230080343
86155.84115524688
82396.46561971323
83564.48259979105
86382.34549893149
83664.55246734113
82319.52018835118
82763.4747839737
83466.9220180318
80811.11364843865
86259.47000779014
83575.53347482932
80473.5050569346
81926.14905057424
86143.87997598296
82121.67022859391
83741.35819775761
86264.52503143447
86116.6517591467
81857.27619462204
83118.23670918871
