0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
1.41640172038326e-08,3665.3274870085534,346.2760799568114,59333.3468655363,520.4739330053679,27695.246279008374,567.1602281379272,6367.139636840449,747.2798048824113,17877.803522828293,747.0623888336784,1431.5893365577,746.466796608201,806.2254937815819,737.0637326888531,811.7783240000001,727.4491060118247,3997.7820939729454,727.3504501296455,727.6862172581922,727.26222256681,8592.086431033618,725.0000000000016,96418.23066118281,724.9999999999993,28546.731939987734,724.9999999999998,12692.171464916388,725.0000000000001,8394.733785709992,724.9999999999987,9618.641051213684,725.0000000000005,22297.638197943794,725.0000000000007,72956.16515781613,725.0000000000013,63451.0932715201,724.9999999999976,24545.284122769375,725.0000000000011,114008.43839263788,725.0000000000007,148530.1558897267,725.0000001445111,84829.74389111446,724.9999999999968,110584.9107369509,725.0000000000013,30465.83792207471,725.0000000000001,6862.009481688956,725.0000000152736,11013.14249238297,725.0000000115903,4189.958021700939,724.9999999999998,2633.298681770521,725.0,9387.707554851731,725.0000000000015,1140.355622432852
6.819962409391161e-10,3745.921855844067,46.515859970872484,53243.051520000015,749.999999999997,39681.12483000001,750.0000000000009,2095.183470000001,750.0000000000009,10350.918749999997,750.0000000000002,3066.96963,750.0000000000032,1387.6080299999994,750.0000000000036,353.77067999999997,749.9999999999998,7259.674080000001,750.0000000000007,836.03523,749.9999999999978,3687.6470700000004,749.9999999999495,114003.18075000001,750.0000000000147,19182.971069999992,750.0000000000127,18960.588,750.0000000000024,13428.55947,750.000000000038,4357.521119999999,749.9999999999839,30687.36867,749.9999999999852,57821.56812000002,749.9999999999601,77702.92346999997,750.0000000000746,15886.564319999994,749.9999999999634,133134.74066999997,749.99999999998,126847.51875000002,749.9999999998234,101320.59675,750.0000000000957,91902.03312000002,749.9999999999629,40303.27227000003,749.9999999999942,2504.543070000001,750.0000000000158,16830.79788,750.0000000000199,7598.616749999999,750.0000000000069,5182.942080000001,750.0,4196.337870000002,749.9999999999616,
7.823507821481556e-10,3695.4259674984414,140.30766409620628,53243.051520000015,749.999999999997,39681.12483000001,750.0000000000009,2095.183470000001,750.0000000000009,10350.918749999997,750.0000000000002,3066.96963,750.0000000000032,1387.6080299999994,750.0000000000036,353.77067999999997,749.9999999999998,7259.674080000001,750.0000000000007,836.03523,749.9999999999978,3687.6470700000004,749.9999999999495,114003.18075000001,750.0000000000147,19182.971069999992,750.0000000000127,18960.588,750.0000000000024,13428.55947,750.000000000038,4357.521119999999,749.9999999999839,30687.36867,749.9999999999852,57821.56812000002,749.9999999999601,77702.92346999997,750.0000000000746,15886.564319999994,749.9999999999634,133134.74066999997,749.99999999998,126847.51875000002,749.9999999998234,101320.59675,750.0000000000957,91902.03312000002,749.9999999999629,40303.27227000003,749.9999999999942,2504.543070000001,750.0000000000158,16830.79788,750.0000000000199,7598.616749999999,750.0000000000069,5182.942080000001,750.0,4196.337870000002,749.9999999999616,
1.2802757177033062e-09,3737.478133995775,230.02454187991117,57558.67566814115,533.9813703499007,27659.60472788493,467.3741790614681,4432.428844028756,657.232740729332,13651.418749999997,750.0000000000002,2351.42963,750.0000000000018,1135.4680299999995,750.000000000002,573.01068,750.0,5781.83408,750.0000000000003,796.9752299999999,749.9999999999989,5939.827069999999,749.999999999973,106072.88075000003,750.0000000000077,23423.151069999993,750.0000000000068,16140.988,750.0000000000014,11166.57947,750.0000000000202,6744.801120000001,749.9999999999914,26909.748669999997,749.999999999992,64667.84812000002,749.9999999999786,71277.90346999999,750.0000000000398,19808.24432,749.9999999999804,124508.36067,749.9999999999893,136651.01875,749.9999999999058,93884.49675,750.0000000000509,100350.75312000002,749.9999999999802,35871.85227000001,749.9999999999968,4483.723070000001,750.0000000000084,14214.75788,750.0000000000106,6070.51675,750.0000000000036,4042.782080000001,750.0,6552.117870000003,749.9999999999795,
7.997588132256655e-10,3696.2542487726214,204.68430458024434,56070.683980931426,556.3246281042383,29978.801379317698,624.4834170643232,5568.003470000001,750.0000000000002,16480.418749999997,750.0,1738.1096299999997,750.0000000000005,919.3480300000001,750.0000000000005,760.93068,750.0,4515.11408,750.0000000000001,763.4952299999999,749.9999999999998,7870.26707,749.9999999999933,99275.48075000003,750.000000000002,27057.591069999995,750.0000000000017,13724.188000000002,750.0000000000002,9227.739470000002,750.0000000000051,8791.04112,749.999999999998,23671.788669999998,749.999999999998,70536.08812000001,749.9999999999948,65770.74347,750.00000000001,23169.68432,749.9999999999952,117114.32067000002,749.9999999999973,145054.01875,749.9999999999765,87510.69674999999,750.0000000000127,107592.51312,749.999999999995,32073.49227000001,749.9999999999993,6180.163070000001,750.000000000002,11972.43788,750.0000000000026,4760.716749999999,750.0000000000009,3065.50208,750.0,8571.357870000002,749.9999999999949,
5.222335986325233e-10,3750.143333326377,76.4756885965036,55128.17152000002,749.9999915136224,38426.05720178854,650.0000000000007,3061.9963987207057,650.0000000000007,12131.653683614088,650.0000000000002,2556.2702528839404,650.0000000000024,1131.648057618625,650.0000000000027,378.4036119192781,649.9999999999998,6307.667743981264,650.0000000000006,713.7046108882168,649.9999999999985,4861.742552963554,649.999999999963,108441.29037951768,656.84765864725,21292.115580570135,650.0000000000093,17101.252006147224,650.0000000000017,12024.317159597405,650.0000000000279,5547.247007173544,649.9999999999882,28380.35490469499,649.9999999999891,61232.43160333339,649.9999999999708,73872.09520600254,650.0000000000546,18026.38155747054,649.9999999999732,128092.63475625445,649.9999999999853,131688.61388835753,649.9999999998705,96961.74856050778,650.0000000015975,96480.26634805811,649.9999999999728,37641.330168108594,649.9999999999958,3533.7291115165312,650.0000000000115,15234.948621127809,650.0000000000146,6476.563159713122,675.0000000000048,4371.407184883667,675.0,5633.525266114813,674.999999999973,
1.915569544082515e-09,3775.0991944783873,150.24928398889514,57148.55549952352,718.3405403516475,29555.728888209032,512.5324784998247,5033.723470000001,750.0000000000001,15537.418749999997,750.0,1942.5496299999998,750.0000000000009,991.3880300000001,750.0000000000009,698.2906800000002,750.0,4937.35408,750.0000000000001,774.65523,749.9999999999993,7226.78707,749.9999999999865,101541.28075000002,750.0000000000039,25846.11106999999,750.0000000000035,14529.787999999999,750.0000000000007,9874.019470000001,750.0000000000101,8108.961120000001,749.9999999999956,24751.108669999998,749.9999999999961,68580.00812000001,749.9999999999893,67606.46347,750.0000000000199,22049.20432,749.9999999999901,119579.00067000001,749.9999999999945,142253.01875,749.9999999999528,89635.29675,750.0000000000255,105178.59312000002,749.99999999999,33339.612270000005,749.9999999999984,5614.68307,750.0000000000043,12719.87788,750.0000000000053,5197.316749999999,750.0000000000018,3391.2620800000004,750.0,7898.277870000003,749.9999999999899,
1.4491721337349465e-09,3666.156991718759,191.13701674161132,56970.76623616931,689.244661980724,30910.15395914223,508.71408522133703,4988.034038056359,725.0000000000005,15276.665521066552,725.0000000003295,1968.659191720772,725.000000001213,984.3978137829496,725.0000000031532,657.6308528551349,725.0000000020939,5017.883549380981,725.0000000000005,752.4447259773324,724.9999999999998,7040.901473947591,724.999999999985,102082.7217648465,725.0000000000047,25518.240202403158,725.0000000000036,14706.144348759968,725.0000000000005,10010.586397137362,725.0000000000116,7913.332672326207,724.9999999999953,24995.938276956713,724.9999999999952,68065.98437445433,725.0000000003847,68039.53197740417,725.0000000000223,21743.5837184751,724.9999999999892,120170.11650087294,724.9999999999941,141527.76223956887,724.9999999999472,90141.28495919045,725.0000000000288,104550.11088018512,724.999999999989,33631.13359355482,724.9999999999985,5448.309068992291,725.0000000057232,12881.70477791998,725.0000000000058,5281.464153268291,725.000000000002,3447.683155797374,725.0,7704.854170517606,725.0000054154201,
1.8704593550140096e-10,3644.7384452172864,143.26868398164896,54185.61169978837,546.6148195899573,26472.01196180049,400.60472783739755,4162.409750354808,724.9993682664851,13854.502307168716,725.0000000000002,2275.3166934328374,725.0000000000016,1092.4547166409375,725.0000000000018,563.670069038535,725.0,5651.258839763609,725.0000000000002,769.1852216471503,724.9999999999989,6075.695918082654,724.9999999999748,105481.42871345655,725.0000000001492,23700.985533960473,725.0000000000064,15914.587324419452,725.0000000000235,10980.00776359089,725.000000000019,6889.223916648644,724.9999999999918,26614.862701573675,724.9999999999926,65131.80981692244,725.0000001557294,70794.00959083145,725.0000000764198,20061.842029841646,724.9999999999816,123867.16631827987,724.99999999999,137326.23267493892,725.0000000113196,93328.35330062492,725.0000000010384,100929.20608801153,725.0000000264512,35528.23516030179,724.999999999997,4600.092957294083,725.000000000008,14002.890832189803,725.00000000001,5936.296043709578,725.0000000000034,3936.341827819381,725.0,6695.38759621701,724.9999999999809,
6.925675483978001e-10,3643.353987566735,143.0855362116973,56916.122391117424,670.1392696640811,30673.628997991753,449.03334462505825,4498.525573192099,717.4167281915425,13651.418749999997,750.0000000000002,2351.4296300000005,750.0000000000018,1135.4680299999995,750.000000000002,573.01068,750.0,5781.8340800000005,750.0000000000005,796.9752299999999,749.999999999999,5939.827069999999,749.9999999999732,106072.88075000004,750.0000000000078,23423.151069999993,750.0000000000068,16140.988000000001,750.0000000000013,11166.57947,750.0000000000202,6744.80112,749.9999999999914,26909.748669999997,749.999999999992,64667.84812000001,749.9999999999787,71277.90346999999,750.0000000000398,19808.244319999998,749.9999999999806,124508.36067,749.9999999999893,136651.01875000002,749.9999999999059,93884.49674999999,750.0000000000512,100350.75312000001,749.9999999999802,35871.85227000001,749.9999999999969,4483.723070000002,750.0000000000083,14214.75788,750.0000000000105,6070.516749999999,750.0000000000036,4042.78208,750.0,6552.117870000003,749.9999999999795,
