sr
0.84
0.65
0.87
0.8200000000000001
0.81
0.81
0.98
0.77
0.98
0.86
0.79
0.85
0.83
0.81
0.9
0.86
0.84
0.96
0.79
0.72
0.78
0.36
0.84
0.79
0.84
0.81
0.84
0.83
0.8
0.79
