fitness,sum_constraints
4.9453575142897387e-76,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.9721522630525295e-31,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.30000000000000326,0
1.200000000000002,0
2.700000000000012,0
4.800000000000008,0
7.5,0
10.800000000000022,0
14.700000000000008,0
19.20000000000003,0
24.30000000000003,0
30.0,0
36.30000000000003,0
43.199999999999996,0
50.700000000000074,0
58.80000000000003,0
67.5,0
76.80000000000005,0
86.70000000000002,0
97.20000000000012,0
108.30000000000003,0
120.0,0
132.30000000000004,0
145.20000000000005,0
158.70000000000005,0
172.79999999999998,0
187.5,0
202.8,0
218.7,0
235.20000000000013,0
252.3,0
270.0,0
288.29999999999995,0
307.2000000000002,0
326.70000000000005,0
346.80000000000007,0
367.5,0
388.79999999999984,0
410.70000000000016,0
433.2000000000001,0
456.29999999999995,0
480.0,0
504.29999999999995,0
529.2000000000002,0
554.7000000000002,0
580.8000000000002,0
607.5,0
634.8000000000002,0
662.7000000000005,0
691.1999999999999,0
720.3000000000001,0
