0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
5.122923168704693,3.46239209915665,2.9974808843314973,3.272017851415442,3.698032989001761,3.3516014593552854,3.8883465471564,5.188323396000304,5.035882727780303,5.432120879812787,5.2237783806389135,6.699592490375915,5.845661244295174,6.010516370725075,4.915952060538649,8.086572077810832,6.797126170263704,5.623877044733311,4.375031414244914,4.9768921374780275,2.727589433251375,3.213029735343587,3.8839834154473936,4.3211308917917455,3.7350400011141183,4.099736670539532,4.1530129694572775,4.174838432273882,4.14609668279657,4.1085316742025215,3.606670464906032,4.9543017253102875,4.597974481252905,5.0125357485253135,5.284097401326213,5.664417946120035,5.79156783434152,6.554018476272498,4.583728117067214,4.634950503470364,5.304021478520704,4.858516814846277,4.862686766114168,5.19023046027357,5.060908712967099,5.024421673377317,5.469054488865611,6.045939866753092,4.9174953838629305,5.580817135301548,5.312838283591681,5.581807428636438,5.192482256394652,5.33476468031498,5.389166461506807,5.301836956052407,4.4836204404922855,4.1812559298211385,4.560514168896593,4.963540066449431,5.558755688471116,5.703578467390171,4.925800650868618,5.388131940284649,6.080476716704368,5.9184115630749785,6.425433460346417,6.159888404187229,6.049913268301276,3.742985913031575,2.7733118387371762,3.1921567060202305,3.2499034247037435,3.914110021780398,3.622090459096017,3.558540365802955,3.5610620117812024,3.9261692373389154,3.7651859628152295,3.7778437009174413,4.703871418563919,4.458310329995916,4.83071548237002,3.7815187149503524,6.244787303297936,6.040348462764005,6.799783432284809,4.422212537190832,4.329639010919243,4.309194645240666,3.633120672265865,6.026972587894012
4.044733739120021,3.6800831577298383,4.035268428368045,4.11684882825629,2.560792373249879,2.9432968760770772,3.97226516309768,5.169310646326612,4.0295270089843225,4.655894080496763,6.910888120638594,6.527436848856686,8.92177773287087,6.304651464027276,5.9173597111076806,5.618249790692343,5.673883069405726,5.3166016104157565,4.078916665165705,4.297148396517973,3.8022706836193585,3.6682810011846754,2.908928206637488,3.1471144321665245,2.4831804278812735,2.4656513584856414,2.429386694831518,2.322487179696136,2.618116036063594,2.655832378761786,2.1248413669928494,3.966353620609373,4.154909710608073,6.261826855850027,4.941037920753038,6.277081828427983,6.612444034089192,4.541997852853296,4.992832746986419,4.567744919237644,4.281693007601296,4.185135411183128,2.9432171539465997,2.5056756471314765,3.0964925475518217,3.6215891402096276,3.6116669859597947,3.6159383662973346,3.4271010832202804,4.086357751630116,3.751733452714653,3.8774462495271522,3.7794281015775026,3.6675841062731833,3.8368055824131515,4.154441550095317,3.50937547059032,4.040847378026345,5.391428097630262,5.821986329489971,4.539049270950036,5.385924685863169,5.024541495434508,7.469687348899481,6.4589681214087635,7.329556487761882,6.11147798110991,6.262347752553247,5.238596624355108,4.763418422407865,4.423304844120796,3.9912890545003092,2.885730033403468,3.3363405666013364,3.2348103410873383,3.181932282085852,2.941344883601918,3.2944701624127104,3.0190753845866487,3.241876730035357,3.9240592507492025,4.313988168408628,4.337787999630285,4.087447716165553,3.993814120536934,6.563962320949251,5.762099631066507,4.599312650979785,3.8749435722761314,6.184380729027032,5.164098351383325,5.795873287852965
4.884740797288012,4.673194703327111,4.784106521081936,4.604780557964572,4.680324199259685,4.925261819433193,5.2483901392065375,6.144262490827449,5.185973331142657,5.194164889578486,5.480795791537665,6.361057676015234,6.46791633507498,5.536159699747654,5.584293076117268,5.211870567428937,4.786401968584314,7.605576972699187,4.943692666413382,5.222424407492795,4.893333681448219,3.6021372952373456,3.1710919991276016,3.8621980514302963,3.388219721543945,3.09291441657738,3.278420638188289,3.0161475046839477,3.6005738494409365,3.8562037484822214,3.4693140483394713,4.1797293359523,4.487488959208035,5.988143467967116,5.368646998935005,5.448844477982627,4.28684825247658,4.533610890938582,4.021691555741233,3.4789009385670715,4.645488296056871,5.176888231274436,5.155554619418625,5.3881577239527925,5.361128344301312,5.143309745528047,5.0867731435912145,5.536909734093331,5.512598561068186,5.5158145142106605,5.074024317468655,5.120823989710383,4.884698990922261,5.171320322856668,5.097772307880161,4.719126195629528,4.548151959487465,3.7953875251194646,4.488307657647342,4.2547775551312,5.369245994136837,5.220321402914361,6.5003488699841085,4.978976132878207,6.526563294919429,5.338844746365561,4.974193532112787,4.020886481862394,4.479422153940741,4.455086176696864,5.431035252913636,4.892250772721216,4.681679810536365,4.749300352459553,4.529278318308724,4.244115355807669,4.262628617951384,4.397688223630313,4.102386565511962,3.845392287762911,4.699390916767525,4.99997885556834,5.3781227487157235,5.80872686499174,6.874165695634959,6.460557334512709,5.880192703126852,5.087105191660107,6.304804629707663,5.691920109280728,5.232420939376772,6.634423465858856
3.383584880724198,3.4900734984927246,3.3451748649791604,2.96654437090273,2.3280876741055447,3.2720397780327275,4.368683954100704,6.169763000512745,6.941085439668697,4.768875583571692,5.1952559749166065,6.46362389043834,6.140626832523426,5.397611284821683,4.9361464896523986,5.298719909329302,4.336081948058782,5.42781416425737,4.1292366192724925,4.480270106310518,3.266154373675593,3.8425639248974006,3.786601229135427,4.412002967757597,4.168496260999944,3.678070292095762,3.651592539899661,3.2930682999493244,3.6018986443221523,3.4060575947001204,3.377442044117694,3.874788150971208,3.9925078299848513,5.633390636909056,6.8696204976511055,5.469050553222925,4.642160364313777,4.351905155604008,3.6070897408739477,4.766117750793454,9.510892869034558,5.741666487638247,4.511912097572306,3.4296793995937067,3.6443088093158083,3.4912065928198373,3.9483417516167543,4.024101658238526,3.9841963123892667,4.186804641832779,3.9462580851616984,4.38457148914378,3.6784711275781077,4.110187307183861,3.5289746447765276,4.058694854327834,4.0100097626652325,3.533724338520714,4.1853683231776815,4.537866458140341,6.4554683053811415,6.97900403617974,4.6537058434112355,5.289691711467928,4.477839669048939,4.37389359644427,3.501353691692837,3.531006348369451,4.066542585602903,4.381788437270082,4.098161387519481,4.132923606278988,4.3433864659823405,5.0060239338457135,4.396895578712058,4.657517322792399,4.5505618286490845,4.742638714178162,4.403409373866579,4.483950731223753,4.643281410661009,3.6265841563452854,4.568240964580597,4.451046534433576,4.483516552466377,4.713039147076573,6.867326611260699,6.797741781856237,5.126425902440959,4.809140172786163,5.851083950419557,4.427877033893243
3.1611695448973776,4.331063166958693,4.331027078053879,5.122806691704219,4.698357103442184,5.239577600124269,4.818699179098867,6.961038141638039,4.096243294888893,4.930433436387171,8.745591421524711,4.869390663004492,4.20022296111525,3.8823004153724385,4.56908902761836,4.961372156464273,7.631048644458593,6.380573938305007,5.452863997301607,4.744995353877615,5.1073122348989015,3.2358854034786466,3.5128605683436596,3.878701883306662,4.247225979705227,3.417585676997322,3.5988393223775113,3.745514735583476,3.8267204794343144,4.191174519801128,3.6536249502914098,4.085247651170816,4.093298877237792,4.396160365964918,3.9329083470981074,3.610144552145111,3.0360461817057898,3.419634970583155,4.773006282444006,5.780373980904088,5.278580317908888,4.4744630331412,4.809782790926459,4.725270503079659,4.830168117200782,4.912427423100523,5.148509500814049,5.21842725977213,4.8265375292759956,4.877528962164879,4.827742735897227,5.169791187348809,4.975199635262716,4.729430228597421,4.518115846721996,4.449009013437544,3.957127815544589,3.8467903166610773,4.467098647969393,3.6488739331624416,6.61809653729389,5.466933201279355,5.527302551921373,5.401913834404719,6.547116700727493,6.667837966278819,4.686937140243989,3.4077262230894556,4.339978918059982,4.167867315006876,3.8520364457483125,3.604699816529191,3.8021262230554647,4.094100944037843,3.54239421073824,3.6116662918060407,3.3169342023289246,3.7233229833197283,3.4634790053829976,3.7207463631364823,4.167713952945629,3.8624675634202355,4.144078369154103,3.881887850799594,4.791057067993804,4.957048441728455,6.3333699695445285,7.91919846180962,7.053285945868256,6.141568580939778,4.735820491210987,5.361235064776043
4.165526920946924,3.476096292341597,3.626043842731233,4.767086838994173,2.9814171521347985,3.174054420064865,3.868472048494104,5.780089173470405,5.7961037323065,5.605366862393678,7.80266342344076,5.792045776662585,4.668383095083549,6.197567306760356,6.071395468020555,5.7491153266232855,4.337342140634265,5.173714990649605,5.042122766156778,4.981513612077789,6.009001778850703,5.475577816433013,4.61838929411332,4.59869667648144,4.479484789902448,3.8243050188252212,3.840230999083129,3.572687447889222,4.157244531600475,4.146824599820848,3.7400317637215394,4.738204546237978,3.6634797874355294,5.4382023253724485,5.911801816110314,5.344357709348496,5.664338215023738,5.454129254460087,4.618721841490441,5.505664096987081,5.028718179398978,3.8922122005571596,4.465019167412796,4.385628477556603,4.409182852689376,4.644881733394534,4.99867836705265,4.805305717224474,4.717368119550812,4.738811082152902,3.9291538054026693,4.464084675743349,4.744775819336142,4.467827002417231,4.3841100927802605,4.976463855117471,4.065037007791291,5.106438244506077,4.7520377396611035,5.140239496103243,7.329928352539622,6.805064636381159,5.065874844724151,4.6333941451070215,5.993659379447413,6.324786251505314,5.058179995855637,4.821592641054127,4.360732148782473,3.287097316998466,3.3502542669218345,4.45966313990619,5.511514589055479,5.279806729103687,3.1865411259019005,4.34219156424375,2.851345757710882,3.158695368589754,2.8309460674438256,2.86123726251323,3.2446094811395243,4.352240009931679,5.128625186759173,4.589075998773717,5.005665463903736,4.266773110983536,5.017430299961221,5.100136841419909,4.959866671973086,4.933425796183757,4.675860241260302,3.7220650493948497
3.1832932970750654,1.73256640894435,1.8521666390204576,2.650960419935442,1.924031083580655,3.128518039236453,4.080714118536757,4.290746614944721,5.727326851062037,5.952890812623751,6.553247209497333,6.154558710323636,6.294070535727882,7.153872919395605,5.018764403430138,5.519401646277101,5.845895408809403,5.87147175421025,6.4080047060505905,5.593294240124872,3.78886185749123,3.7572738006063267,2.8586108004288637,3.6731904329077656,2.997733308409648,2.5023401461212194,2.636337531150482,2.9972041421505935,3.0104821390903185,3.3060043211659105,2.999835116362763,3.7022845855563262,4.3753740424318455,4.043875218535419,7.988482195320688,7.238216149708658,7.001334979241892,8.250725554417247,5.336596823336526,5.596076043211865,6.686659905659198,5.1766115784738576,4.715717391153328,4.712155375916893,4.260876637249058,3.061599685769683,2.85774866504718,3.7134363527222645,2.8435258598603905,3.3086090182476866,3.2124247215006063,3.3711887705185584,3.4337249625651274,2.9398048244478274,3.247273070750782,3.4478174212454995,3.712745590070765,4.08080475293565,6.771515421898149,7.48899960158672,7.979931703160171,6.2658681396593705,5.251131087495972,6.196815036676481,6.248427484042181,5.828885111975689,6.59504525911517,6.4463972164838,5.712709953053325,4.120592563616706,4.611699791308003,4.543060820440307,3.8092113395700125,3.851109079661138,3.317458983917544,4.014814284292518,3.681705231785563,3.998374668824888,3.888303263475934,3.828783280018251,4.723569259367914,4.518606635641073,5.569917271689775,4.790642640283211,5.828449536712924,5.058097769721231,6.16502482297407,5.650965058725303,4.398352911502231,4.8065622629675335,4.178092763657538,4.832738120868413
4.029350713728514,3.720018865839735,3.858981574803651,2.8530383827906545,2.4726668090137642,3.8032525516423044,4.251696398403831,4.789508401001488,4.812658844015383,5.414242765965232,6.951340261049978,8.063576606274282,8.301411423692455,6.6969458341778445,7.573847141264922,4.71682044841396,5.543050449315329,5.108893886083566,4.877086726847772,3.82645593407769,3.549376858782245,3.816583630851164,3.904604421218284,3.972836356424935,3.9890557458563562,3.581755423313413,3.72013326228585,3.8513595211395413,4.192511757793933,4.039982270206005,4.023097519128592,4.5201671797733525,5.003830930839422,5.390278660775507,6.839044636378382,4.887705651378363,5.018420047821394,4.511516616789947,4.8592686302316945,5.228575249124736,4.79634910844082,3.7689260285337696,3.3183729806743,2.924901515318924,2.9113476369823217,3.1428944015111893,3.3096711162923382,4.077144631013267,3.654045157439061,3.9827527320059035,3.7734977493973174,3.382953067450829,3.678699408459982,3.536074745776152,3.607629981709251,3.9518247446633183,3.7022068733563183,3.759091739784252,6.105694037736806,6.440374770091521,7.030009661228769,4.743554065257149,3.8378492306176106,5.61018958128726,4.4089781583629115,6.702942540187363,6.089236837784809,4.323564097563753,4.728135155328965,5.092088185693704,4.806493596722038,5.856422090041031,4.129830324022751,4.815377467608755,3.837318598731796,3.2623500137053596,2.7776991322091487,3.4201235435655635,3.2476636392577967,2.8810190038767076,3.9639294311377937,4.442921743223338,4.351435980449449,7.010373940230124,4.665214358077224,6.050775520774069,5.074207469840625,6.153915964476136,6.282374119510862,5.668517059784788,5.899701147826527,6.524870994660543
2.948562998122655,3.7722102971373808,3.015801961522286,3.335499818956457,3.234139471928983,3.512420326847387,3.9889066402676754,7.666692376719849,4.670377539596625,4.9744305418759796,4.244718909443036,7.7508048264484515,6.624500532239965,5.551633676730042,5.001866467320712,6.4164392456177834,6.84174232816072,4.812091488669654,6.182456668422951,4.610397398067964,4.051617406896002,3.403318907828718,3.1322040114454253,3.405667061931169,3.1579579989931332,2.9501985820333094,2.8932440158358226,2.967109136863149,3.595709493388153,3.8502225441692906,3.2357469932846934,3.9630560694433776,3.960449033605708,4.856675086555511,4.977499838863898,5.479875043249253,6.843204632509942,5.898260971759356,5.866076868250955,5.02480052115575,6.346538916561808,4.9456820096687375,4.273911414958723,3.150138322331765,3.324482004159537,3.2477896144517104,3.1642219267790175,3.9111734574874633,3.3829274491566417,3.6053550241698056,3.4966616524345318,3.2547695612786427,3.463484069630399,3.4036576659417173,2.950248370588041,3.482925754458651,3.6769103655944875,3.9601159095640868,9.122212032362667,7.708801524608672,7.404278510477593,5.077601891685166,5.294421571276309,3.851064801147529,3.5852716400959075,5.32650144920679,5.337773754325137,4.64647673975781,6.141643728707779,4.839445560265615,3.1712835773930115,3.3802696048494747,2.875662973387519,3.4616346871284307,3.3097480283340355,3.299429123885423,2.906767178599158,3.3750342086166945,3.3213954662282177,3.237800185909601,3.74640155500121,4.166463423484801,5.8804062683252205,5.506098476750291,3.7994741070215383,4.387348631097282,4.152407663217018,5.090119254102272,3.748386487926606,5.801708906497341,5.845522132706876,4.868175719204657
3.69767058330644,4.324647371046959,4.323192039917094,4.618905079362648,4.186144396402424,4.127063992948267,4.652517626407748,5.301727440743663,4.772940774947953,4.127928585729656,6.062971856698506,6.863217947640209,6.1659983310039275,5.08224367980597,6.018195235573009,5.418287746259709,7.751616816457623,6.315406779612282,4.612586110127556,4.199730848636442,4.1382980163828815,3.2550171754257042,3.461621803127153,4.177440598075391,3.9834876812205047,3.6635051945965236,3.380994466385701,3.6925150093853416,3.5417772356979187,3.7922403601027903,3.346035560500276,4.138496431147346,4.176214642172868,4.3835011494677945,4.031036860652721,5.008866111915006,3.743769318672521,4.345929932073167,5.432907906331027,3.922262273047373,6.912378227584964,3.888746723629736,4.076537529468988,4.328989365757795,4.157551184219066,4.440931055254338,4.252605532872133,4.563809007338445,4.423744749029733,4.695706374425869,4.147876570436652,4.540961069116729,4.370860521187835,4.032381363355786,3.9166777296194164,4.244841421083221,3.7866078041551483,4.515214161450466,4.551197942267529,6.171389737238015,7.581659286244705,6.934499276951581,5.681815327155432,5.1980431021588815,7.248998037672107,5.1123217451092895,5.369271771524891,5.744545711539521,3.8935803450837647,4.430846830676323,3.7143587130235347,3.4934953408845395,3.5918492110872022,3.937538291294362,3.2555463164010234,3.5362801729501214,3.3358696391551073,3.7393013199196403,3.4502422663219763,3.356900281239759,3.9074568907832528,4.583143724087006,5.607325437338879,4.835774964584448,5.995219370091807,5.807948950549003,5.8890984121993,6.007670923549209,4.416835217089448,3.5576330109766787,4.34209432924699,5.71351293754119
