fitness,sum_constraints
25.199519292454685,0
35137367.14517317,0
24.849927927459447,0
9573280104.264734,0
25.696016600679908,0
1296443675.2194228,0
29.22045754233804,0
17735124.49502885,0
25.194120215847583,0
383417358.7798829,0
25.47509054238098,0
44.770893805170395,0
24.64637163870654,0
23.275606170901902,0
25.18622714957681,0
7.647341198270472,0
24.962353506309466,0
1818164.761992038,0
23.617901229014556,0
22.394724767780197,0
25.028558711908516,0
52083296.81124151,0
22.944907217370616,0
19834215739.461983,0
24.531833146653668,0
1281390373.8035996,0
25.736920422675336,0
132494856.94326404,0
24.109416456286034,0
37027557.259850696,0
24.937395376518317,0
71762948.27497965,0
23.921001298355353,0
616131364.950621,0
26.405848210481828,0
11269385440.782291,0
25.022650337230004,0
7714519125.915051,0
29.05971768403208,0
885465407.0880886,0
24.444122756306868,0
28748368365.093758,0
25.44336185657794,0
53453551637.15363,0
25.165438332850485,0
14898666354.725365,0
25.424818425283124,0
28207220401.54835,0
24.905354590942306,0
1354370749.1191802,0
24.832845394282753,0
24881477.073100157,0
24.35165328541683,0
87085348.84193009,0
80.11396104805664,0
2403619.4822318116,0
22.914721174632376,0
126664.40584388663,0
25.969133955885162,0
66746489.32633668,0
24.21128039795498,0
23.377968199662927,0
23.893939987985082,0
229679102.95599177,0
24.23067161198632,0
4.747791286104368,0
25.367773737167223,0
25006200.237009283,0
24.784048991012405,0
65393.593533454376,0
25.087842258029934,0
5361999.870244705,0
25.635435970892562,0
24.886912366807877,0
25.11077115334143,0
394652309.67386174,0
24.38227076068194,0
3773972600.305348,0
24.644840539368758,0
1403113904.5862627,0
25.269903961121642,0
709410951.9212772,0
26.49538413805886,0
4429732559.833896,0
25.08647679672002,0
1385636130.6458354,0
22.716178284047736,0
1000961.9369941509,0
22.050348621854667,0
224195249.3891892,0
25.909685150441266,0
1507452525.706479,0
24.536991427956362,0
8268523822.679233,0
24.21095961772926,0
6720308369.646837,0
24.811440386515663,0
34335992.210426,0
24.591801424985213,0
54703333.617881976,0
