0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
206672.52853887947,6104.499529106561,402.1356244403984,140.61565736506577,56.857939797564136,34.133664500760176,27.739439358283057,26.659251808107275,26.361674473801497,26.251155332107484,26.188640283302675,26.143799541982226,26.108498757914784,40.82971396173955,26359.840894203735,11950.306604419517,12620.019159617234,23527.12523050978,17973.676021657597,13054.248842519477,7663.044459935225,5946.707554487281,4718.82607494588,1731.8794137602595,750.1078101787895,229.74360527051246,52.84088917090597,30.394265603858894,27.553803001173257,27.052311944053162,26.82297920641854,26.69648762661726,26.62035866122134,26.5738971118543,26.527572113219502,26.49483971592659,26.44050847502326,26.418537017156932,41.41804533724391,2757.116322649054,35207.984505491855,17968.781512672405,8072.714016574999,9625.065145145534,7727.7912390441725,6995.096264682134,6305.009510766086,2207.832313876551,337.51370057492954,331.43090636715533,101.6600937302008,32.20185524303608,29.624016012656842,28.274996549850428,27.914513039864463,27.74102847271117,27.619674093170868,27.573126941276744,27.549423721844015,27.505958550677864,27.456803707198837,27.429876132056357,27.394406633041626,41.16562003490288,6548.003546337954,10065.435617387153,24492.14304812551,19572.789997733187,13594.609375548018,7311.647932219838,13468.822390781004,5087.429948959671,3167.973549537956,1658.5407110424867,441.0424459713557,55.381250815610805,30.417495666217114,27.74622314915299,27.44858317944228,27.26921014895375,27.205357719883192,27.16412885663806,27.149297002171064,27.134315312149972,27.11758723316637,27.11478152946325,
11459.056747880966,564.8130456988802,213.05712142826405,71.78240587277325,34.47162419312012,28.22733184193592,27.190886387608792,26.7791194990812,26.581387052215742,26.47013817756369,26.396239330683542,26.31655392980535,26.278452315472915,27.584197979793807,4708.854984511392,12077.922709511155,14498.826555320744,27638.702715236814,22905.318399593474,15336.360447158939,9716.560318981361,6961.332209283582,5276.272318390193,1782.7655458817226,707.9847501414197,191.61771570851838,32.30676713655308,28.050888773888897,27.051423503856796,26.720107049957353,26.481655518856293,26.304690092089626,26.12422738766368,26.061043538785327,26.019354903067264,25.986616149308475,25.96770138485814,25.91544516987068,38.197257644999695,2539.530893322608,7313.104876274996,8235.964000468612,6823.191949452621,8670.105577807017,7051.7295336982825,6416.563977375744,5940.369615007683,2209.668303922051,372.0227720033559,362.63496802859214,94.03551248742832,31.15651445044879,28.292224901176475,27.383310794393253,27.19427013487627,27.09412369691369,27.044215954090998,27.01508117012376,26.98037062798359,26.959869439538313,26.952266264481164,26.945722969575417,26.938658064442876,27.401370977077057,66.03291329281409,70624.76915422129,113076.00082607823,80507.3465847516,35791.44683215367,11691.342211933777,21309.234097352954,6640.910871894886,3798.481529855844,1658.6897384753636,373.7422619850886,45.13556536072923,29.987038529711775,28.250320750775405,27.703644106014522,27.464137319962056,27.267819300382424,27.183062078916638,27.13237328331919,27.04548506445532,27.00044298236269,,
8778.108928381338,519.8350557444235,125.2826080083077,44.27115616186313,30.814021542087893,27.69176701519953,27.11208960585417,26.805475955946655,26.49569012290533,26.31974723183768,26.060309412680155,25.897906943378132,25.699610970687463,72.58412966469486,12510.523097994152,5212.650090347697,13132.83775038317,25912.15355152745,18493.72412239447,12762.974062997855,7209.082547405344,5832.540757623236,4777.821055057454,1603.1712584086438,728.8746422421349,170.10896332058945,35.53109067543385,28.284332585910267,27.598740071501865,27.435305079133226,27.359080016992888,27.313067583765147,27.270281585248817,27.184962178604422,27.135442541356795,27.12603542304419,27.11692430044418,27.102676614582354,30.211882651716518,1166.5405749803201,21475.520757388535,19300.82143114052,8748.234248052087,9387.23721818074,7793.560560968983,6886.095058735664,6327.1869931351675,2113.1250620421297,324.60037176260226,333.4710596130908,86.76450642648354,31.208267805166177,28.129033565874735,27.627124401654417,27.45859152740947,27.340285781769833,27.203265685798925,27.17592484010728,27.135413343888004,27.07267010453966,27.035548301555565,26.993415549928688,26.927704485831157,46.19957934414219,89815.81990250558,40388.900835298875,33792.58454773605,31535.34944783937,18808.771157916934,8640.875395200837,13805.90200378914,4674.8762221600355,2755.2099915906197,1468.4993076201758,304.91533830820805,38.460974700188586,30.259174020067597,27.641458368183482,27.180144562446348,27.026326360221116,26.857785444954317,26.787897531126198,26.742268423543027,,,,
4059.463438254311,249.25334554971195,81.01601621504581,62.64764261490956,50.24339668843195,41.052707906693925,31.487154887204998,27.165962128995663,25.307715596516964,24.10769505334662,24.10769505334662,26.134028228879288,24.62187357769861,1596.3461958844418,1738.4609266273817,1656.1846798077208,7024.091818910729,13550.765759215321,13748.50862046175,10809.09731726114,7073.042469168502,5611.454070250795,4720.486174854286,1772.218891531897,767.6528232757096,175.79126133275432,38.37650873117566,28.84924641391202,27.547321388951357,27.053246965815717,26.647993524258123,26.43851409830338,26.226741821032984,26.014990357346246,25.894358614949862,25.718697341938153,25.605679535701952,25.53956017621797,33.74197210038503,38074.92219010487,34492.99985623566,17694.4073561475,9725.045300453236,12135.144345489258,8727.782392672747,6963.303762099891,6144.08989754797,2261.439001060621,442.90186425061324,390.93593003525825,102.80548663213449,33.57022427447184,29.902505379984923,29.490924072672765,28.983797611105345,27.764271982325305,27.471161838353073,27.325187538374017,27.26692503564621,27.23780758570302,27.192784595824527,27.1622756965345,27.12251311791492,40.703352744260414,66288.83099578603,47131.540817171284,42818.73319977755,39993.68205885403,21348.910788881418,8261.574902894616,14243.067927943048,5348.157888772013,2979.3916412951803,1415.020793651052,338.53680849349,43.675522804484096,28.806576558152585,27.18625862535572,26.816623349439652,26.582388683831546,26.455388588728848,26.407852665585438,26.370532575551724,26.32519761657804,26.296586907960634,,
14529.149555953963,964.6662029595807,154.03771451823613,48.691900899223,30.78782875189981,27.68143236305818,27.20376790626398,26.88610971619624,26.668620161785018,26.536533945675284,26.47954402113632,26.42431058138944,26.355042545670415,40.280371592450514,15903.79266827961,5444.356549265234,10659.626628265934,17572.53379036003,15985.3141756226,11848.83609088835,7444.527673151629,5941.735602969872,4640.665692733747,1702.1520064195217,706.7682098527234,160.74144693609554,35.64350529194382,28.8402389021497,27.693403886127502,27.467594314788958,27.384240085713607,27.314072006262702,27.2204962018193,27.19083491991205,27.178882634685635,27.167053953044977,27.15367330048641,27.132863639274653,28.59739295849277,441.28698822458875,67885.6508849171,22939.783879676554,11907.25460759417,10740.258345872024,7818.534350105322,6820.535389294417,6244.239099665911,2270.413973248489,344.8716886368052,360.6065755562487,100.68709753282747,31.696130577487924,28.18518745054839,27.67175494416762,27.112508491137117,26.909311805257584,26.761496049760975,26.6897013281089,26.666033484788965,26.649250723617047,26.637432382247543,26.631961778227218,26.63891219936604,37.697679294900986,706.401146521172,5924.0511400272835,19665.02787863579,17435.404677011556,13361.995214057935,6299.982819540375,13286.349958534962,4523.349889420389,2605.596066697263,1363.8423373841201,382.68350151761416,54.96991195192998,30.994210872107523,28.23216917542848,27.903675210931734,27.76152927364411,27.70893385627164,27.65918081434647,27.617601122519613,27.613677519273537,27.611312261386008,,
18164.152766819505,1793.8377721130032,303.5301268994032,134.62712397057783,84.37844155572489,48.95578838370922,28.91386270328702,27.56560542376924,27.206250994684314,27.073549752737,26.999295833289697,26.89518746502006,26.85401304893132,44.22913913838089,3352.7517454497697,8996.731782812842,12818.871193775965,20640.61188886715,17342.048886595592,13058.310207495217,7948.603527192735,6502.252003079594,5388.096411248744,2587.032966022086,852.6057616589219,195.07298260286206,52.36334597399183,41.49126073924077,35.05753398208792,29.863577533608918,27.707078576971824,27.592411303517068,27.45983627493201,27.413658350704516,27.39597208975645,27.36602985609589,27.356854132251293,27.34885709764294,28.076677113436105,180.57919924933702,52430.759174836436,46336.89741163593,21698.595013427144,18667.12007646544,14242.366068706,9830.779471222068,7732.664980800742,3137.196962529265,718.1438270938701,555.8054001231861,168.7808968594069,87.93471259034301,73.99701986964112,63.43711895936195,41.340844080265,28.2613219148716,27.42849523386216,27.225368142878636,27.151962855224223,27.101235485540425,27.036580788578142,26.999583801278508,26.972878105296918,37.802214075515664,9678.81027141447,10265.39965582862,22423.778135686574,25428.72703503318,15611.197655537073,6545.582573134277,12002.59233179046,4518.367042443792,2744.42813813882,1292.4783431229441,309.24193032629057,41.412219295591946,30.299064974469147,28.08675236593448,27.60137123617601,27.354312278299112,27.103270533020165,26.903378814022407,26.82665493087209,26.781733621797798,26.773065896440237,26.760626060978627,26.756965808929213
8447.88461976852,795.3705240595511,215.43531647816533,81.87248464732042,43.46828929164531,28.992840176018852,27.26345669090409,26.787688734755168,26.644063316001255,26.58675047456435,26.53213186917719,26.470615963541743,26.404101567882552,34.96559816800002,5309.020835914605,4355.145014546449,13890.708428657423,27180.932800883566,24536.50171294462,17098.810487192626,9045.028109021885,6932.88130401455,5451.643591626731,1920.260487410221,826.770955596131,185.3896540968651,37.77374808552643,28.65800816769928,27.514793074519794,27.13733134810089,26.873007635254304,26.76871988468104,26.679871538130175,26.587503918321257,26.50028444228191,26.4672236847831,26.4363871318124,26.39878862247829,28.726636372784565,5803.435592587251,27910.71297505867,39642.24733908506,13570.226150462327,15210.55708637821,10328.744603516774,8143.364640540303,6729.414748674716,2182.1696952861585,324.83728858489746,352.33083846260786,78.916849012985,30.281841045272184,28.203840761600333,27.811379623072146,27.62105196959856,27.504472248291098,27.41419309879436,27.37924457500382,27.340108203413074,27.289275578420195,27.23578519385978,27.170204764266458,27.066052736996262,40.702392898483374,72522.0441116429,15684.512455688622,15239.768008878935,14234.030822348963,10884.168474940414,6120.256494309144,11771.503847003723,4307.476329007296,2804.982097893862,1329.7854108748304,368.16813037835095,39.08602359325812,30.29112576675885,29.513377547671546,29.06150485802333,27.677112035215316,27.27002475014547,27.09414052753984,27.024979003080272,26.981346975488005,26.90918844606058,,
6077.7689463899715,481.2130052151525,97.63129197255446,40.49270750313732,28.865897583939145,27.102266785511244,26.579561588638807,26.431046887125994,26.159911447972412,25.788722650159066,25.665428433920873,25.565763504674283,25.545472137635684,2364.9204358673246,38588.925755369644,11259.18307756335,15168.016089396875,26072.730940209203,22162.911586103153,16646.490204612386,8859.070549197506,6606.39945500434,5257.002794757373,1796.236603587096,803.0259722397213,205.1894905826446,43.1825402201927,28.963465511732043,27.659839605780387,27.315617115049953,27.206393112969863,27.12346374913999,27.056275776134434,27.033589442359414,27.015319597306682,26.966250503575953,26.942608923122307,26.930499406832645,28.10598414238164,461.6584886046586,37849.839146740116,20924.928459782222,10538.286708404916,11786.27800277871,8168.522988257409,6939.9226718064765,5990.653574257622,2022.101564925486,297.25284397985695,313.9956828704993,80.05237026881741,30.253585707460893,27.89189030158412,27.23383449908052,27.01251522294567,26.858231062241792,26.77652006091909,26.732144185876106,26.696257902759445,26.65652315261324,26.598077776456954,26.579301446722845,26.612031829930437,54.82274553220285,78470.21268428776,12390.656028810918,17766.918649778247,22116.724054422888,16240.673839319983,8108.230543709801,15461.638745748438,5345.042101082463,3037.728446271408,1359.6190090052808,367.9198160269368,45.63883572456218,30.874631525896852,27.839947190252087,27.505556226212622,27.415477817891926,27.321478274869055,27.24686824589772,27.18675722679439,27.126287440131872,,,
11840.75896272443,928.5939360170667,169.93964419108568,56.67340153385939,31.106901132868142,27.65484490108603,26.920463939204605,26.329979998424136,26.17166888666572,25.940706613976825,25.726195720007485,25.683406424952523,25.46146288939883,38711.618149308495,55192.500838478896,18713.49428038017,16873.037665216878,30031.426266089158,22125.043599882953,14986.542776653107,8454.47780114291,5956.196104008138,5015.181613388601,1739.9956998860096,715.9161200877916,159.1460978474012,32.513944033765576,29.486232646386643,29.213091186328047,28.367452826778965,28.154737930407993,28.061262938908982,27.994886481925317,27.96256278573437,27.925598213636075,27.902543848694886,27.865542143570398,27.812351643109785,40.630092668104965,1570.1154308992493,18783.851547740498,13041.415358708942,7825.950586902831,9049.64889605148,7430.678825579978,6485.405334967035,6102.660703064294,2553.0953441456836,1078.5912610004457,507.09690538901066,130.6701453451331,35.3760657027032,28.458597180325032,27.628411049759787,27.27473990863102,27.124530769247908,27.05707133792352,26.990695487024638,26.95412711863436,26.918121681117007,26.863994171453232,26.815500374343713,26.73946151717826,46.01495763443833,58553.95249683286,5094.08788173961,11276.479908761208,14982.268610042114,11069.077762867888,5777.453641975957,11211.467159208036,4468.46961839856,2863.081756863042,1426.0014763265267,402.6296109702579,47.162549206032416,30.10060439466702,28.149711385326103,27.791440040885103,27.64919972423216,27.59461724439167,27.567628197316076,27.528874388851865,27.4819786692775,,,
15631.288652895575,710.6162231249948,168.08371064533574,35.62914108746339,28.941421122192434,27.780945614010754,27.293190089508794,27.110605914589225,27.032046630213213,26.94271507630587,26.87279076038479,26.828207620984163,26.814116807192722,28.741128310946355,1152.5039786353314,17132.190958601837,38750.61576251354,38260.63469123257,23468.36313745563,15273.312439178286,8455.461814991624,6484.174001906663,5038.828185619197,1817.941442838437,851.9903208358495,205.3600138408243,37.48236756288555,29.85477338444148,28.28140495115225,27.977965510232348,27.817199648567428,27.727220682160475,27.67829537456019,27.606109319855793,27.49845976103471,27.413530737277878,27.34791357887783,27.320049733215647,31.73772228336209,37366.187348449675,95995.02483565774,72047.79481321991,55592.58846537237,51977.43644521248,26023.240563576925,13306.866846513592,7758.457707869258,2350.310540697899,310.0831422194992,379.0326290764216,92.10441738421223,32.08401469996037,28.475930500682345,27.45262943925736,27.035260476075486,26.912223997084897,26.82086030144035,26.75985154262331,26.710484583867036,26.65563021912007,26.573692598441063,26.489719597974766,26.623497456112894,77.10641374084031,37929.65303831054,6176.9927246196985,20341.044997516983,24596.693667886517,14989.370146368807,7235.547023581607,12416.22302044006,4702.064408258659,2785.8006876399654,1440.2594915255868,375.2402366900951,55.07624311416511,31.940032396173738,28.87932479428851,27.848180766803544,27.431949702796626,27.160748260572735,27.07419236589059,26.966612082226785,26.898561374847382,,,
