fitness,sum_constraints
36.360809150450564,0
28.6493309176426,0
31.318677674463345,0
16.81967567582649,0
34.18455069163673,0
43.00909346451806,0
25.909425340136806,0
37.62038725548126,0
4.1788289254832875,0
32.15212749561198,0
9.479697617763406,0
24.4713768205915,0
17.45653071818674,0
27.216810992419937,0
9.833499079160049,0
28.342921995582458,0
33.82005845712837,0
29.988896607171228,0
36.2468510752675,0
38.23404791269468,0
22.717420745939023,0
28.781074564489813,0
30.92791985215132,0
45.171884494567934,0
47.04566926800209,0
40.43307795682614,0
44.671164267481714,0
30.687432780804215,0
38.73981668941548,0
5.2208582253799705,0
12.19404014545347,0
20.675471242837375,0
20.31348559724006,0
23.245586131401865,0
22.313145844611483,0
17.538053594880296,0
24.838543969919215,0
19.14046768892615,0
23.671073520839514,0
16.190134412986197,0
18.446660842372125,0
17.18910245540212,0
15.553624774672585,0
12.84968689161343,0
9.799236192627347,0
7.476057015116055,0
4.787096087897851,0
2.693195242218735,0
1.195967567712671,0
0.29939513666602124,0
0.0,0
0.2999999999999545,0
1.2000000000001023,0
2.699999999999875,0
4.800000000000068,0
7.5,0
10.800000000000125,0
14.700000000000045,0
19.199999999999932,0
24.30000000000001,0
30.0,0
36.30000000000007,0
43.200000000000045,0
50.70000000000002,0
58.80000000000007,0
67.5,0
76.80000000000007,0
86.69999999999993,0
97.2000000000001,0
108.30000000000013,0
120.0,0
132.3,0
145.20000000000005,0
158.7000000000001,0
172.80000000000007,0
193.43819044947713,0
202.8000000000001,0
218.70000000000005,0
235.20000000000013,0
252.30000000000007,0
270.0,0
288.29999999999995,0
307.2000000000002,0
326.7000000000001,0
346.80000000000007,0
367.5,0
388.7999999999999,0
410.7000000000003,0
433.2000000000001,0
456.30000000000007,0
480.0,0
504.29999999999995,0
529.2000000000003,0
554.7000000000002,0
580.8000000000002,0
607.5,0
634.8000000000005,0
662.7000000000005,0
691.2000000000003,0
720.3000000000001,0
