sr
0.49
0.47
0.39
0.56
0.43000000000000005
0.47
0.52
0.51
0.43000000000000005
0.45999999999999996
0.43000000000000005
0.44999999999999996
0.42000000000000004
0.44999999999999996
0.53
0.52
0.49
0.48
0.5
0.5
