mof
8421588.902252587
6199258.456911961
6047412.751364505
7761088.928517204
6832956.551726174
8160785.819596481
8324520.502050321
7178337.022222476
6134126.588163961
9460221.11321628
8318101.858468579
7628397.669237748
7214626.233994369
6480518.9173490275
8612908.769714057
9569921.934693897
8880658.4784534
7004689.884591003
8966733.942708584
6214287.425848473
9162790.754906287
10824892.5466072
8906673.82718626
7132320.9806472985
10741862.65383929
7385063.442315738
9123545.223298598
9873944.173446802
8288683.977168521
7585390.496448209
