sr
0.9
0.9
0.9299999999999999
0.9299999999999999
0.91
0.94
0.91
0.92
0.9
0.86
0.88
0.89
0.9
0.89
0.9
0.9299999999999999
0.91
0.94
0.88
0.91
0.83
0.96
0.9
0.89
0.91
0.9299999999999999
0.9
0.91
0.89
0.87
