sr
0.89
0.9299999999999999
0.91
0.86
0.88
0.87
0.84
0.85
0.9
0.87
0.89
0.89
0.92
0.86
0.87
0.89
0.9
0.87
0.84
0.89
0.87
0.91
0.87
0.85
0.88
0.9
0.87
0.86
0.85
0.91
