0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4598264235222222,2.23160634042985,2.4538898504318243,4.0891011764356975,5.509741821554117,4.021311127691973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127774150353775,2.4805140894545668,3.3509528678254377,4.163184919107631,4.108537853718818,4.601593197033879,3.8815578161278097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7793748303740186,2.755189442432167,2.7118598726419507,4.558381532694896,5.4007065668552565,4.96262483243908,3.2360810633880703,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.459828944567802,2.231660681577053,2.4543882474781493,4.093820062596436,5.603490475794559,5.668584993010694,4.575107940731568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12777455480069838,2.480515886347684,3.350978266853659,4.163332844373376,4.107918554353576,4.63574244246462,3.786242687294487,0.054567162980377226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7793758557113147,2.7552056110437873,2.712072122634366,4.562153164807308,5.423066643629111,5.0942744204975074,3.919402903509124,3.49672937652704,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4598266006430534,2.2316347955532243,2.454143349523648,4.094158902594979,5.6042471017601825,5.609417874644357,4.087157339570466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127774617353886,2.4805218814214265,3.3510281704819014,4.1639513611032815,4.117408217899642,4.69426095022177,4.38998626938099,3.1323610165298947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7793758733904622,2.755206775424241,2.7120842399131284,4.562222081473222,5.422904670035709,5.0899269400878175,3.6978469720654386,2.3858766768433552,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4598286584523692,2.2316613289144605,2.4544298756445815,4.094428567841396,5.604509163233223,5.539420058792872,2.979411704197508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1277744946377464,2.4805176562081686,3.350961197582369,4.163654258680467,4.1153898066123595,4.68261117348632,4.189203555400249,0.4977276741778427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7793758821395467,2.755206963275877,2.7120811453931086,4.562113166356031,5.422617658904413,5.103895049595541,3.99880248181192,4.141120643157009,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.459829143853773,2.231664328764477,2.454404047904384,4.095244231510469,5.6132904756211985,5.738753001985182,4.376827123650939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12777437772456204,2.480510395914632,3.3508782815129323,4.162389696892378,4.1004689497905,4.5720759583138335,3.3932786179916263,0.10478668097936161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7793758564924568,2.7552063374988585,2.7120810630795873,4.562076819295102,5.4148528473867845,4.9742427311125885,3.4044397745317934,1.4654268144214897,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4598294666873617,2.2316601429289276,2.454386004622137,4.0940879433017905,5.593674532790282,5.594058098363745,3.505417326141303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12777476999229054,2.480522154871495,3.3510147585538044,4.1638231701511135,4.1150328343560645,4.679007819306926,4.247306581191659,2.344346304075467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7793757855235832,2.7552060979705613,2.71207418609931,4.562026166315158,5.418257070277657,5.055282566978494,3.8994788317889646,2.951220174948955,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4598295187140993,2.2316509754236034,2.454442031440554,4.094482110129219,5.599577624348081,5.718726863400698,4.957800097783942,1.4055852335126064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12777191653550848,2.480489131015707,3.3507336321768664,4.158649378734897,4.080342194272146,4.1916299577148814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7793758257605383,2.7552063310722636,2.7120757706277674,4.562232356928274,5.423226633346874,5.0993474698626144,4.0333503406313,3.721029572295649,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4598284598890687,2.231653681588321,2.454154723834883,4.093666627858146,5.600607830699826,5.672918469012817,4.530391449430752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12777459748055398,2.4805188764540285,3.350988857457541,4.1634205802126125,4.115233554539104,4.637519484683028,3.7431257355892424,1.4062297837971047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8423330766339465,1.7991844236509382,3.649212368257542,4.5097528386752,4.178651297190924,3.0098428998049886,2.796909247381244,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4598289362944035,2.231665112426022,2.4544200626089223,4.0941579572799185,5.599858007838645,5.677834245945375,4.19638520647721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12777462193217037,2.480521041666335,3.351016778680371,4.16388759954941,4.117319916844756,4.675260631030317,4.306556450009502,2.6315058072810866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7793372152586594,2.7545274892171085,2.704246258887578,4.4756131704240705,4.026102605720309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4598292335392817,2.2316611232212695,2.4544314628921335,4.09476124991628,5.612191602234211,5.719621720249587,4.996953365975624,0.865733478151951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12777470549042866,2.480521815466597,3.351009759689437,4.163725340518804,4.117157860843703,4.691726038545051,4.405361080545286,1.9021569430071272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7793755647006859,2.7552031246331175,2.7119862146106755,4.561405938375057,5.417341098660228,5.0217710794258075,1.7886984380864872,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
