sr
0.54
0.53
0.53
0.53
0.53
0.6
0.53
0.52
0.54
0.53
0.53
0.53
0.52
0.53
0.53
0.53
0.53
0.52
0.53
0.5700000000000001
0.53
0.53
0.52
0.53
0.53
0.53
0.54
0.53
0.53
0.53
