sr
0.51
0.49
0.5
0.49
0.49
0.5
0.49
0.48
0.5
0.51
0.48
0.48
0.49
0.51
0.52
0.49
0.49
0.48
0.5
0.49
0.48
0.5
0.48
0.49
0.51
0.49
0.49
0.49
0.5
0.49
