0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
1.44897567366312e-06,3642.6161460083053,204.48997748566222,57886.80369318289,674.9727315310213,31336.550474339412,550.2546366692902,2362.3232421875,0.00010090816907942985,10350.9169921875,1.378522028971929e-06,27.651762499120387,1.557876748847775e-05,0.013129842467606068,4.265299594408134e-06,0.006314584985375404,2.339604407097795e-06,1067.2177734375,2.9189366159698693e-06,0.022726938128471375,2.2294134396361187e-06,3777.26953125,5.079527181806043e-05,65592.0859375,2.6029213131550932e-06,19204.751953125,1.4315003681986127e-05,6876.587890625,3.702118419823819e-06,3942.10107421875,9.480922926741187e-06,4357.533203125,6.884565664222464e-06,14497.56640625,3.1879219477559673e-06,58056.37109375,3.568904730855138e-06,50167.1328125,2.4164937713067047e-06,15886.5625,2.269266815346782e-06,93813.71875,7.9240044215112e-06,126550.84375,2.719923031690996e-06,69451.609375,5.2756713557755575e-06,91902.015625,7.95596952229971e-06,20578.2734375,1.8066975826513954e-06,2485.51806640625,5.340447160051554e-07,5619.19921875,4.884886038780678e-06,1085.6484375,5.131994839757681e-06,296.54327392578125,1.0599647794151679e-05,4439.5302734375,1.1512683158798609e-05,2.0605123043060303,1.0513704182812944e-05,7954.083984375,3.173990990035236e-06,20.474071502685547,2.5232893676729873e-06,3100.427734375,3.1571184990752954e-06,91.75170135498047,2.5354538593092e-06,1107.533203125,5.016367595089832e-06,9.311481475830078,8.231362471633474e-07,11668.7490234375,3.286902710897266e-06,33645.59375,1.2435478311090264e-05,22627.634765625,9.801968190004118e-06,14185.349609375,3.218106257918407e-06,38157.63671875,2.1786488559882855e-06,19202.28515625,1.1667128774206503e-06,666.2406005859375,1.2591042377607664e-06,7855.7119140625,5.389527473198541e-07,22460.375,5.246755790722091e-06,,,
5.557063265860182e-06,3724.63747991531,50.009267851832625,55011.67826141995,469.66423674039953,27790.80795103528,417.561109054114,2095.183470000001,1.3093484085402451e-05,10437.887650159204,4.345210671866883e-06,24.29073937862472,1.641414019104559e-05,0.05316032812121038,5.024840037359302e-06,2.590216536191292e-05,6.026034498063382e-06,926.0824584960938,1.0009819106926443e-06,0.10111736035131023,1.1292250746919308e-05,3687.6471323414294,3.949267011194024e-06,68585.109375,1.2764423445332795e-05,19182.970703125,1.5636731404811144e-05,6767.97705078125,1.6362846508855e-06,4015.90771484375,5.51121729586157e-06,4357.52099609375,3.527451917761937e-05,14497.56640625,1.3942233181296615e-06,58220.734375,6.3262218645832036e-06,50167.1328125,3.872984052577522e-06,15636.9375,2.4454909635096556e-06,96164.546875,2.575003236415796e-06,126389.625,1.858841528701305e-06,69451.609375,5.102411250845762e-06,91506.0703125,8.210477062675636e-07,21311.4765625,2.807393002512981e-06,2414.849853515625,3.772195441342774e-06,5619.19921875,2.3181908090919023e-06,1049.787841796875,4.116862783121178e-06,316.96990966796875,1.9929432255594293e-06,4203.10107421875,6.78776223139721e-06,2.746450185775757,1.9973952021246077e-06,7954.083984375,3.2757727694843197e-06,79.94877624511719,3.038637487406959e-06,3100.427734375,5.366439381759847e-06,90.2052230834961,1.5241934306686744e-05,64.81015014648438,2.9792859095323365e-06,2.162240982055664,3.110342277068412e-06,11837.6171875,1.915998154800036e-06,33224.80859375,0.00019178360525984317,21684.09375,6.314105576166185e-06,14185.349609375,8.733797471904836e-07,38157.63671875,1.1802225117207854e-06,19963.0078125,2.440480784571264e-06,710.9228515625,8.814482725938433e-07,7855.7119140625,3.8593707358813845e-06,22460.375,3.3031508337444393e-06,49438.6171875,2.857997571936721e-07,
1.5219495439694282e-06,3861.2721823576107,105.52846764754796,54185.61152000002,749.999585364742,38747.93449125122,624.9940037868789,2578.45704227269,200.0,10350.9169921875,25.090328216552734,0.3696300000000043,23.85845184326172,0.8657714314462417,6.174130703584524e-06,1.0346664566895925e-05,3.0789070974128855e-06,927.2869262695312,1.289534425752015e-06,0.0043447888456285,0.0001033138541970402,3687.64794921875,1.3204868082539178e-05,80499.015625,2.0970628611394204e-05,19226.21484375,1.034156866808189e-05,6879.91748046875,1.893672379083e-05,3734.3583984375,2.335321369173471e-05,4357.52099609375,391.95281982421875,14497.56640625,5.631255626678467,57821.578125,7.452921181538841e-06,45758.87109375,75.0,15886.5625,1.9542278550943593e-06,96164.546875,0.00043943768832832575,126847.53125,5.709699166800419e-07,69451.609375,2.4172179564629914e-06,91807.234375,8.377931521863502e-07,21271.4921875,2.447468659738661e-06,2490.52685546875,1.1662157248792937e-06,5619.19921875,1.5463526779058157e-06,1280.193603515625,3.571912429833901e-06,296.64251708984375,1.0374562407378107e-05,4265.28857421875,3.1055974432092626e-06,16.597427368164062,8.83788106875727e-06,7954.083984375,5.849733042850858e-06,46.21018600463867,2.9012364848313155e-06,3100.434814453125,9.340741598862223e-06,90.20272064208984,1.337935736955842e-05,1107.5333251953125,2.1371765797084663e-06,0.424202024936676,5.138174401508877e-06,11668.7177734375,6.405422936950345e-06,33224.7578125,1.2528587376436917e-06,22114.55859375,1.7978957203013124e-06,14185.349609375,1.8168964288634015e-06,38157.63671875,8.829526336739946e-07,19873.841796875,3.88674652640475e-06,710.9228515625,1.3790094044452417e-06,7827.83447265625,1.7508099858787318e-07,22460.375,2.001429493247997e-06,49280.29296875,,
4.608426094151445e-06,3898.9186394503267,75.23740754601442,54971.64415173723,455.1752837050177,25678.490192169364,287.8773723141777,2362.3234700000007,1.5025449101813138e-05,10350.9169921875,1.0583130583829305e-05,0.36963564127913595,0.00043861177982762456,0.022006336599588394,2.060517860865331e-07,1.5932264432194643e-05,4.6647977569591603e-07,926.5689772332129,1.7078765495170956e-06,0.0056862387026559175,2.2114672901807353e-06,3741.653564453125,6.355416189762764e-06,77143.125,1.4654957340098917e-05,19182.96875,3.174182438669959e-06,6876.587890625,3.387760216355673e-06,3800.109375,8.223552868003026e-06,4357.52099609375,1.3344552826310974e-05,14435.7119140625,3.288441803306341e-06,58185.78515625,9.722267350298353e-06,50167.1328125,1.0790543001348851e-06,15886.5625,9.07631374502671e-07,96164.546875,2.0094148567295633e-06,125679.8515625,4.001468369096983e-06,67738.4609375,9.83770405582618e-07,91902.015625,1.8297023416380398e-06,21311.4765625,1.921134753501974e-06,1919.2196044921875,1.9777792203967692e-06,5490.7646484375,1.2441799981388613e-06,1086.493896484375,1.4280708455771673e-06,296.5584411621094,6.019237844157033e-06,4196.35302734375,7.071201707731234e-06,20.0108699798584,2.7052810764871538e-06,7962.4384765625,2.9621699013659963e-06,32.59739303588867,8.593791790190153e-06,3100.48291015625,2.406817884548218e-06,90.20272064208984,4.721157438325463e-06,1107.5333251953125,2.0854720332863508e-06,9.408419609069824,3.2445295801153407e-06,11668.716796875,1.1577562872844283e-05,33224.76171875,2.046221652562963e-06,21822.83203125,6.643669166805921e-06,14185.349609375,1.885797132672451e-06,38157.63671875,1.7183770069095772e-06,19914.068359375,7.257938705151901e-06,710.9228515625,2.7196463179279817e-06,7855.7119140625,2.0312656943133334e-06,22393.650390625,1.4989993815106573e-06,49438.6171875,2.4525559183530277e-06,
1.7851461679590558e-07,3644.784800306985,47.57389658732544,53243.05152243116,748.1261527400371,34011.19849615308,528.5717143634171,2896.603271484375,1.066820459527662e-05,10350.9169921875,2.15826239582384e-05,0.3696300000000043,4.9682199460221455e-05,0.0003499533631838858,3.5111925171804614e-06,3.8331760531184687,6.170838787511457e-06,926.0740937449036,2.7874343686562497e-06,0.00036955007817596197,1.8980035747517832e-06,3687.6471310629513,25.0,54045.53515625,7.1707513598084915e-06,19182.96875,6.885134098411072e-06,6876.59912109375,4.8967440307023935e-06,3734.3583984375,5.207678441365715e-06,4357.52099609375,6.152272817416815e-06,14497.56640625,2.2734366211807355e-06,57821.72265625,1.5048154637042899e-05,50073.9375,3.5237619613326387e-06,15886.5615234375,1.0092894626723137e-05,96164.546875,2.5261930204578675e-05,126729.5703125,9.953825610864442e-06,69451.609375,1.2135221368225757e-05,91902.015625,2.5272585844504647e-05,21311.4765625,2.7463038350106217e-06,2504.543701171875,2.1239359284663806e-06,5583.82470703125,2.043928589046118e-06,1078.9005126953125,4.877701940131374e-06,296.5610046386719,2.010499656535103e-06,4322.21044921875,8.591930054535624e-06,1.7823526859283447,1.9028439055546187e-06,7954.083984375,1.1473433914943598e-05,41.9493408203125,7.754164812467934e-07,3143.625,4.1638386392151006e-06,90.20272064208984,1.2855688510171603e-05,1107.5333251953125,2.51558299169119e-06,12.595049858093262,1.6470362425025087e-06,11880.501953125,2.024997229455039e-06,33535.37109375,8.62222532305168e-06,21869.416015625,9.262956154998392e-06,14185.349609375,1.028425685944967e-06,37746.234375,2.856489118130412e-06,19963.0078125,2.2570434339286294e-06,710.9228515625,3.35922368321917e-06,7855.7119140625,1.1534779105204507e-06,22190.310546875,6.446476618293673e-06,49438.6171875,,
1.4183015231253675e-07,3671.523405696215,147.72861539515787,56991.207710619274,592.4066467182253,30661.862844967276,531.9020555620177,2095.183470000001,3.282776742707938e-05,10350.9169921875,1.4039673660619512e-05,14.924599647521973,1.5311556126107462e-05,0.009395066648721695,3.765655617206427e-06,0.02441229857504368,1.3016959883316304e-06,962.5242954705127,1.709787227355264e-07,0.0005298112917640415,6.261069741453782e-07,3687.647084621933,7.75326134316856e-06,67324.0859375,1.0875094631046522e-05,19182.96875,80.1646708376502,6876.587890625,2.459056759107625e-06,3750.5029296875,1.1534645636857022e-05,4451.9541015625,3.9808161091059446e-05,14497.56640625,3.631219215094461e-06,58023.109375,6.322754870780045e-06,49838.3828125,2.4711723654036177e-06,15854.462890625,7.217706183837436e-07,96164.546875,2.915120830948581e-06,126847.53125,3.1583635973220225e-06,67211.8828125,1.4324675703392131e-06,91624.734375,6.452346497098915e-07,19176.77734375,1.0993451269314392e-06,2504.543701171875,3.4703107303357683e-06,5153.00390625,3.206699830116122e-06,1269.115478515625,1.1331129456948474e-07,296.5420837402344,1.0882718015636783e-05,4196.35498046875,3.033216898984392e-06,6.860533630970167e-06,2.731330823735334e-06,7954.083984375,5.312886059982702e-06,23.4996337890625,3.4228701224492397e-06,3100.427734375,8.780651114648208e-06,90.20272064208984,4.481769792619161e-06,1055.68505859375,1.8608765230965219e-06,7.984095096588135,1.931596671056468e-06,11668.716796875,9.817783848120598e-07,33570.76953125,1.6985341062536463e-06,21684.09375,1.2522332326625474e-06,14185.349609375,3.1979855066310847e-06,37256.30078125,2.4401815608143806e-06,19694.8359375,1.4822634284428204e-06,689.0096435546875,1.0512787866900908e-06,7820.44775390625,8.53874644235475e-06,22429.134765625,3.030724201380508e-06,,,
1.3107157979513586e-06,3642.64158040769,296.94899603291196,58614.44765589705,698.798120720098,30086.109721192344,671.3215441982577,2095.183470000001,1.4619948160543572e-05,10350.9169921875,1.2788567801180761e-05,2.9672586917877197,6.120094440120738e-06,2.470890760421753,2.406340854577138e-06,0.00023517989029642195,2.3099341888155323e-06,926.0740356445312,1.8725144173004082e-06,0.024740543216466904,4.281838528186199e-07,3728.5185546875,8.249623533629347e-06,59063.29296875,7.2216148510051426e-06,19330.603515625,4.943809926771792e-06,6545.1953125,2.1648966139764525e-06,3832.582004078269,9.049709660757799e-06,4357.52099609375,1.3890089576307219e-05,14497.56640625,3.828626176982652e-06,58310.3671875,5.922468062635744e-06,50167.12369209613,2.8820936677220743e-06,15886.5615234375,1.7286358797719004e-06,95981.2734375,5.52592473468394e-06,126847.53125,3.6845540307695046e-06,69451.609375,1.1194603075637133e-06,91902.015625,3.49108768205042e-06,20348.30078125,5.0995095079997554e-06,2467.215087890625,5.64773426958709e-06,3852.588134765625,3.824641225946834e-06,1127.4453125,5.706721822207328e-06,296.54248046875,3.1035515348776244e-06,4242.24755859375,7.770860065647867e-06,5.542729377746582,2.906735062424559e-06,7954.083984375,5.767746188212186e-06,51.93181610107422,1.6929039929891587e-06,3100.427734375,1.8727074575508595e-06,90.20272064208984,4.198154329060344e-06,1107.5333251953125,2.0425377442734316e-06,1.3919003009796143,1.1157525250382605e-06,11668.716796875,6.977259090490406e-07,33450.49609375,3.5699165437108604e-06,21684.09765625,40.53120803833008,14185.349609375,1.8040470877167536e-06,38157.63671875,4.6901095629436895e-07,19963.0078125,1.7953422002392472e-06,702.0690307617188,1.2024028137602727e-06,7696.45556640625,1.175687202703557e-06,22329.220703125,1.2022904911646037e-06,,,
3.264439286869981e-06,3728.0420698816197,117.1891486754107,56061.082340818626,638.5745109830782,31029.41189287375,421.09190671613754,2095.183470000001,1.1031579696535281e-05,10634.83575711497,8.713082555430241e-06,6.403551691561149,1.4223387552192435e-05,0.001052851672284305,8.083202374109533e-06,6.7921450863650534e-06,2.9282218747539446e-06,926.0740356445312,3.2627574455545982e-06,0.016343742609024048,1.1029061605116813e-06,3687.64707250682,6.46664602754754e-06,44864.76171875,3.973863385908771e-06,19400.4765625,1.0609535820549354e-05,6876.587890625,6.47671697606711e-07,3879.54443359375,1.2748799235851038e-05,4452.30859375,9.713649887999054e-06,14497.56640625,3.167166141793132e-06,58522.73046875,5.17952173595404e-07,50167.1328125,2.5131978418357903e-06,15886.5625,1.9563308342185337e-06,93382.7265625,3.3654612252576044e-06,126171.6484375,3.036176849491312e-06,69341.734375,1.2700021216005553e-05,91902.015625,2.1976284187985584e-06,20767.8515625,1.7152957525468082e-06,2504.543701171875,2.3460042939404957e-06,5619.19921875,3.4042072911688592e-06,1071.9979248046875,1.4314991858555004e-06,309.89788818359375,4.891350272373529e-06,4196.33740234375,4.555355644697556e-06,0.013896691612899303,4.3045174606959336e-06,7401.9140625,5.408586730482057e-06,20.468290328979492,3.037678197870264e-06,3100.427734375,1.0906609531957656e-05,90.20552062988281,3.1511569886788493e-06,1107.5333251953125,3.2510367873328505e-06,0.5659045577049255,3.346831363160163e-07,11998.568359375,1.0578444289421896e-06,33900.69140625,6.427713742596097e-06,21698.90625,5.954500920779537e-06,14185.349609375,2.9480795546987792e-06,38157.63671875,1.406779574608663e-06,19963.0078125,2.1977300548314815e-06,710.9228515625,1.237045694324479e-06,7788.82666015625,7.800019375281408e-06,22460.375,1.5872649328230182e-06,,,
3.113291022449903e-06,3655.378293043051,22.51381126100584,53243.051520000015,749.9999970539441,39680.55039507011,593.3435175754881,2095.183470000001,100.00208518282034,10350.9169921875,5.214407337916782e-06,0.3715626980074098,1.4632995771535207e-05,0.25533613339556077,7.042299330350943e-06,0.040072787553071976,1.8923603684489186e-05,926.0740966796875,6.747722522959521e-07,0.0009585900115780532,4.008829534996039e-07,3690.031005859375,7.724244642304257e-05,80235.546875,4.899396572000114e-06,19279.46484375,1.176012938230997e-05,6876.587890625,2.1985390048939735e-05,3831.490966796875,7.220663519547088e-06,4357.525390625,1.2289970982237719e-05,14497.56640625,1.5420336012539337e-06,58159.18359375,7.885141712904442e-06,50167.1328125,24.998031616210938,15886.5625,49.985008239746094,85673.1953125,750.0,126847.53125,0.00043253370677120984,69451.609375,2.0762350686709397e-05,91902.015625,4.340062787377974e-06,21311.474609375,99.23627471923828,2001.4686279296875,7.225670742627699e-06,5619.19921875,9.95644131762674e-06,1049.68701171875,2.5342012577311834e-07,296.5420837402344,1.674709710641764e-05,4281.447265625,9.167202733806334e-06,2.2953617572784424,0.0001044196542352438,7954.083984375,2.826795707733254e-06,46.41984939575195,5.444998805614887e-06,3108.606689453125,5.729476470150985e-06,101.04296112060547,6.352546188281849e-05,1107.5333251953125,8.403842002735473e-06,1.3816062211990356,4.295376129448414e-06,11828.81640625,1.3896262316848151e-05,33224.93359375,8.213067303586286e-06,21684.09375,3.2437390018458245e-06,14185.349609375,8.290995197057782e-07,38149.03515625,1.9329193037265213e-06,19805.001953125,3.538335704433848e-07,710.9228515625,5.090020636089321e-07,7760.6689453125,1.6046412838477409e-06,22186.314453125,2.5065701265702955e-06,49354.51171875,,
1.7192286107047118e-07,3644.7363158107282,60.71750879019789,55128.17152000002,749.9999999999975,38426.364830000006,750.0000000000008,2629.463134765625,175.00030517578125,10350.9169921875,28.365164663697506,102.5896323983861,2.505172381225648e-05,1.3830205202102661,4.945642103848513e-06,0.7959335446357727,1.1898969205503818e-06,949.2467651367188,7.6043754082688365e-06,0.00010388354712631553,3.5158516311639687e-06,3718.139760599608,53.369346618652344,80016.1640625,2.0582008801284246e-05,19182.96875,0.00011733514838851988,6876.587890625,1.7637122482483392e-06,3832.97705078125,2.8141175789642148e-06,4469.9326171875,1.2993599739274941e-05,12549.23828125,1.8516038835514337e-05,57821.578125,0.00012509271618910134,47544.4765625,2.5203598852385767e-06,15886.5615234375,1.7651071857471834e-06,96164.546875,2.296694219694473e-06,126847.53125,1.9769338450714713e-06,68611.984375,3.7368204175436404e-06,91801.09375,8.58216367305431e-07,21311.4765625,1.264462753169937e-06,2491.625732421875,1.5707013290011673e-06,5443.7099609375,1.5751365936012007e-06,1071.11865234375,3.5715397643798497e-06,296.5420837402344,9.719874469737988e-07,4318.572265625,1.5411744698212715e-06,10.810086250305176,7.730109246040229e-06,7954.29296875,5.703929218725534e-06,20.510639190673828,8.348809387825895e-06,3165.583984375,8.983782208815683e-06,94.70333862304688,7.948817255964968e-06,1107.5333251953125,1.7255079001188278e-06,17.537567138671875,1.1074104122599238e-06,11668.716796875,1.2046253914377303e-06,33439.3984375,4.049668405059492e-06,21685.310546875,2.7916539693251252e-06,14185.349609375,5.217553280090215e-06,37065.01953125,4.701137640950037e-06,19606.455078125,6.959873644518666e-06,710.9228515625,1.9650515241664834e-06,7855.7119140625,9.614021792003768e-07,22296.150390625,,,,
