sr
0.54
0.5
0.49
0.42000000000000004
0.48
0.51
0.5
0.44999999999999996
0.47
0.51
0.48
0.47
0.5
0.51
0.42000000000000004
0.51
0.45999999999999996
0.48
0.53
0.49
0.49
0.49
0.56
0.48
0.52
0.48
0.51
0.48
0.47
0.51
