sr
0.38
0.53
0.39
0.51
0.4
0.38
0.51
0.44999999999999996
0.38
0.41000000000000003
0.41000000000000003
0.54
0.52
0.51
0.45999999999999996
0.38
0.44999999999999996
0.38
0.48
0.4
0.4
0.38
0.38
0.38
0.38
0.53
0.53
0.4
0.5
0.38
