fitness,sum_constraints
24.596189198267417,0
24.94621213924207,0
25.25074109186895,0
512690.6663330639,0
24.140230889826807,0
102834.00639832663,0
16.507504918141603,0
25.54387702490519,0
22.991541488406835,0
25.328245954615564,0
25.771021560882467,0
8102.912232627744,0
24.818224742682943,0
3298463.6838768153,0
24.119048223027384,0
787624.8901633152,0
25.872878302988727,0
22.400347911597205,0
21.92532071178713,0
551432.1740380297,0
24.595202088475983,0
568190.0836564187,0
26.434393946385,0
6484555.088423781,0
25.09319375480157,0
1891888.0232398824,0
25.18377006465112,0
1512707.3029497897,0
23.495458015627836,0
473148.713949374,0
23.918609098524694,0
570096.3751937671,0
23.04386513877922,0
25.687210451535925,0
24.560330630401992,0
23.507960559297704,0
25.87402192580775,0
14.13308688507247,0
25.76585298623754,0
25.07933340927278,0
25.352921410737522,0
26.10622351363419,0
25.1446767857707,0
1112.4361615194894,0
24.175983159676075,0
86620.51597076892,0
24.227831033237976,0
380288.7873114263,0
24.903136126531535,0
3045604.893065256,0
22.78209574217116,0
7839118.941861145,0
25.12598002907285,0
41499654.29280051,0
24.89261606168128,0
5701760.000131988,0
21.08999740067495,0
8208315.169802295,0
25.30157967471154,0
20854185.038709756,0
17.476082711553026,0
26039698.381608658,0
24.916504702618465,0
105635.08784937984,0
24.97532114908079,0
19.405688766365852,0
24.619567562849415,0
34800.304014321824,0
23.8140233448746,0
57434.61054373092,0
23.350608392744064,0
23.525735056681775,0
25.16363339622081,0
1053.2067391677922,0
23.91041990751737,0
1465376.4141070063,0
21.490886995650424,0
5565222.282478548,0
26.3691461807121,0
1994252.6824147701,0
24.76010614222159,0
2906042.4496355494,0
25.271761461706564,0
29.34580461079332,0
24.262534418299307,0
24.795769064907905,0
75.7871177248822,0
24.133457746171548,0
23.568357466411964,0
25.737204667903523,0
25.57630161943206,0
20649.916952588846,0
24.731350818692427,0
37.14481387182645,0
24.071634859535152,0
19.72805428199764,0
25.701840949946885,0
3045.8317423550297,0
22.318736835516987,0
2.1912819968638892,0
