sr
0.77
0.74
0.55
0.75
0.69
0.75
0.73
0.75
0.76
0.76
0.76
0.55
0.77
0.53
0.73
0.77
0.6699999999999999
0.72
0.75
0.79
0.73
0.72
0.77
0.64
0.73
0.75
0.75
0.72
0.76
0.39
