0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
4.995341043733371e-06,313.1640173374147,638.299038301586,750.0,750.0,750.0,750.0,186.9664372628545,1.3590971336346141e-06,3.6966449053297407e-14,1.0365535020828247,6.088889147224896e-08,5.061948513888741e-15,3.4976229231933518,216.53173828125,2.5618371963500977,1.4951817989349365,115.34875454409726,6.102849006652832,2.631490474414022e-07,39.507076263427734,1.1578802059375448e-06,3.6430649892182226e-14,5.4021089776371185e-21,3.161361040638177e-28,3.279168052411914e-35,1.4643568952194338e-42,0.0,0.0,290.5023193359375,570.896484375,295.5532531738281,729.389404296875,728.1881103515625,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,204.70108032226562,176.35223388671875,351.9853210449219,93.69261169433594,9.652475455368403e-06,1.1144002387553087e-12,71.69896697998047,98.49320983886719,288.42388916015625,145.8041229248047,1.5055118637974374e-05,2.5097387276046268e-12,460.4925231933594,34.5455322265625,34.29392623901367,4.557246484182542e-06,9.394193729124131e-14,1.8559113746141298e-20,2.5011295297288888e-27,238.33935546875,126.51028442382812,34.043487548828125,6.409162779164035e-06,4.932804924077938e-13,1.34840883001377e-19,9.636187098539407e-27,5.719052308996537e-34,3.2724523037377453e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.6405387553950463e-07,335.5276300751651,640.4943886803588,750.0,750.0,750.0,750.0,181.2241668701172,1.042478850015251e-06,1.4402054014408496e-13,1.050546646118164,9.885326298676788e-07,8.477757266971272e-14,3.50821590423584,217.16473388671875,2.590243101119995,1.4913126230239868,115.68077850341797,6.252956390380859,5.393449369490599e-07,26.188291549682617,2.6433942821313394e-06,2.7201112930553932e-14,5.264505786372432e-21,4.9396997511497275e-28,1.148145854860808e-34,7.293758506810673e-42,0.0,0.0,290.3691101074219,561.0864868164062,296.4158630371094,729.3417358398438,728.2210083007812,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,204.25094604492188,176.4921875,353.9691467285156,94.7025375366211,6.995873718551593e-06,4.841349218222268e-13,74.53345489501953,98.58411407470703,292.30181884765625,144.58396911621094,4.7593206545570865e-05,3.018195719392547e-12,463.3034362792969,34.446800231933594,34.373985290527344,2.8749589546350762e-05,3.5877416489082936e-12,2.1155203942767637e-20,2.6815627802777347e-27,208.4033966064453,125.13131713867188,33.924137115478516,4.226110831950791e-06,7.879337915635276e-13,1.7549153683195328e-20,9.608070639874292e-28,6.645947168158551e-35,5.21002769035967e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.9744113796488873e-05,301.31221151084367,638.3127047389587,749.9999999999998,750.0,750.0,749.9999999999247,189.4868736413653,2.7459045668365434e-06,1.078783601077965e-13,1.0755425691604614,1.8700883686051384e-07,2.5844874434929786e-14,3.3927834033966064,223.9403076171875,2.650260128570737,1.4978845119476318,117.2289810180664,6.0530829429626465,3.109414876689698e-07,26.241695404052734,1.2785978924512165e-06,6.53032654535958e-14,4.588677415490301e-21,2.171424773742908e-29,1.9742125928106143e-36,5.100726410142334e-43,0.0,0.0,271.5705871582031,561.4115600585938,296.029541015625,729.3985595703125,728.2047119140625,1441.8387451171875,1896.047607421875,2209.585205078125,2185.6962890625,1809.75927734375,1059.62744140625,3001.521240234375,3434.250244140625,3834.722412109375,3921.595703125,3716.769775390625,2855.608642578125,2855.608642578125,3716.769775390625,2767.61083984375,2441.8740234375,2066.162841796875,375.4244384765625,279.4704284667969,363.0711669921875,95.51781463623047,4.506097866396885e-06,1.3893158542013784e-12,70.27252197265625,98.02888488769531,290.9393005371094,146.16551208496094,2.1970701709506102e-05,6.490212881016255e-12,551.597900390625,34.086795806884766,34.29698181152344,5.012215751776239e-06,4.354055907051374e-13,7.995795342166938e-20,1.0998270429421164e-27,204.71145629882812,128.25462341308594,34.2524528503418,2.328071786905639e-06,2.714870700210731e-13,2.916231065669381e-20,1.9478965235539333e-27,1.3266406542302154e-34,1.6217227127631108e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5.300462447430608e-06,350.64551102605014,642.448974910096,750.0,750.0,750.0,750.0,198.4600977475094,2.458177055835212e-05,3.2386805982375816e-13,1.1604137420654297,1.356780752063357e-07,1.86178214500992e-14,3.535031318664551,227.07522583007812,2.625925302505493,1.5204944610595703,119.75003051757812,6.245664596557617,5.443473583000014e-07,26.558305740356445,3.876297796523431e-06,9.946971631785706e-13,2.582968656418804e-19,1.9928275061915154e-26,4.106876408687659e-33,5.142919506903154e-40,0.0,0.0,282.82666015625,562.2766723632812,302.2193298339844,729.3268432617188,728.157470703125,750.0,1104.9300537109375,1104.9300537109375,1239.8184814453125,1296.9991455078125,859.3157958984375,1498.27001953125,1869.4521484375,2145.5966796875,2680.429931640625,3389.548583984375,3283.703369140625,2672.685302734375,4174.56591796875,1866.4095458984375,1141.379638671875,1866.4095458984375,316.8504638671875,188.3805389404297,358.96807861328125,94.12152099609375,3.3380138120264746e-06,1.7542290862114507e-13,68.43949127197266,98.1670150756836,288.8304748535156,146.18771362304688,1.2711585441138595e-05,8.501913366029679e-13,467.6310119628906,34.41338348388672,34.328224182128906,9.820986633712891e-06,7.957701338157097e-13,8.862559131970042e-20,1.5121455906539893e-26,205.05088806152344,126.90774536132812,34.59675598144531,1.5706706335549825e-06,3.9609315176727944e-13,6.922759849456958e-20,7.585410671437213e-27,6.510670612458575e-34,1.2183869757764987e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.009571469439794e-08,341.60212543448716,640.69099820763,750.0,750.0,750.0,750.0,183.60606789574456,4.0111170721568e-07,4.17728457869591e-15,1.057756331809837,1.3561219584223263e-07,1.5071409425806838e-14,3.3755013942718506,217.36357417009606,2.5577096362780765,1.4949296712875366,115.86978149414062,6.107050895690918,4.814547764908639e-07,28.08243179321289,5.204220997256925e-06,3.576161448134302e-13,2.0076608891612506e-20,9.075280922253718e-28,8.716264208642116e-35,7.292357208346348e-42,0.0,0.0,298.5287780761719,561.022705078125,302.1287536621094,729.3685913085938,728.1918334960938,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,202.75318908691406,176.5047149658203,352.9458923339844,94.22547149658203,6.771097105229273e-07,5.862515605348922e-14,68.18145751953125,99.68937683105469,288.7239685058594,146.40499877929688,1.0777976967801806e-05,1.9539357382514916e-13,460.6511535644531,34.1009521484375,34.41402053833008,9.748012416821439e-06,1.21902141159147e-12,1.0486447152556615e-19,2.2266822400563733e-26,270.3150329589844,126.46430969238281,34.30476379394531,5.4501788326888345e-06,3.2039575528254594e-13,4.184575856347922e-20,5.357107029479259e-27,2.7874630702518333e-34,5.16770847673706e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2.445553358729269e-06,323.76804845768197,638.4521325649146,750.0,750.0,750.0,750.0,196.53125,50.0,2.8139687913153466e-08,1.0549199681226673,9.477051005914145e-09,9.81531297245561e-16,3.5099449157714844,227.48680114746094,2.607767105102539,1.4977152347564697,117.20838165283203,6.041016554917154,6.151225750983258e-09,26.160303115844727,3.4677011626627063e-06,2.9970318761451953e-13,2.2229763257262304e-20,1.449613476476754e-27,1.0523765852248892e-34,7.178852032736038e-42,0.0,0.0,299.1754150390625,581.2649536132812,296.76715087890625,729.3684692382812,728.2289428710938,750.0,806.9241943359375,834.4756469726562,916.1965942382812,956.0918579101562,805.7472534179688,967.3682250976562,1089.00830078125,1168.09765625,1262.9659423828125,1361.1414794921875,1548.354736328125,1798.1295166015625,2092.46728515625,1779.7249755859375,1059.391357421875,1741.8648681640625,229.70401000976562,193.42164611816406,357.8244934082031,94.23497772216797,2.4458320694975555e-05,7.00249667279218e-12,68.12639617919922,97.82070922851562,290.9902648925781,144.8657684326172,1.54749122884823e-05,1.1314553894498092e-12,460.20819091796875,33.8245735168457,34.2920036315918,2.868048795789946e-06,3.3281160488098094e-13,2.6615877146214796e-20,3.462567046883613e-27,200.30938720703125,125.3878173828125,34.02465057373047,1.2624667760974262e-05,2.6971868748865147e-12,2.4154229648522467e-19,4.492722784456244e-26,4.838872903992021e-33,6.745654625474664e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5.94789521337451e-06,329.6663174189796,640.1741114788324,750.0,750.0,750.0,750.0,195.53887939453125,6.1945498090605725e-06,1.741042070712781e-13,1.1098413467407227,7.027219339761359e-08,1.7915672217923327e-15,3.6292741298675537,217.31386190584914,2.567737102508545,1.499298334121704,116.19730377197266,6.121072445410013,3.8770923538322677e-07,26.31751251220703,1.3472487191360435e-06,1.7487577954732741e-13,1.4068763790897188e-20,2.1855345156829467e-27,1.985162002699217e-34,2.757475118098375e-41,0.0,0.0,282.5372619628906,561.0071411132812,296.7670593261719,729.3968505859375,728.2164916992188,750.0,750.0,908.6249389648438,930.1100463867188,940.3221435546875,924.1100463867188,1116.1109619140625,1245.9326171875,1382.16748046875,1554.388916015625,1826.75244140625,2172.14794921875,2646.74169921875,3298.927490234375,1791.732177734375,1356.8033447265625,1523.086669921875,244.89772033691406,199.4263916015625,356.3231506347656,94.23246002197266,8.439968041784596e-06,3.1783807356855487e-12,68.93302154541016,98.1360855102539,289.309814453125,145.48744201660156,2.108616718032863e-05,1.1831975286688556e-12,462.35357666015625,34.08033752441406,34.26937484741211,7.40557152312249e-05,3.6026765338342814e-12,5.779110791286682e-19,3.4810296276280914e-26,201.60443115234375,124.82765197753906,34.566280364990234,1.9395545791667246e-07,1.4950267044309962e-14,5.638550962475872e-21,8.464897365749333e-28,1.1769567163042333e-34,6.291830104818429e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.539016203120062e-06,323.50163270124006,642.7589465964867,750.0,750.0,749.9999999999999,749.9999999978477,210.79787317437487,50.00261464943546,25.0,1.185563687825274,2.755933037335012e-09,5.653854554412137e-16,3.5537989139556885,214.384521484375,2.5787417888641357,1.5088787078857422,125.28192138671875,6.109342098236084,5.239146503299708e-07,26.117374420166016,1.0017670604156592e-07,2.4166165081421567e-14,1.5953379706015971e-21,7.5805108167692e-29,2.2435486327737881e-35,1.7025776341546527e-42,0.0,0.0,297.3779602050781,561.1646728515625,294.90887451171875,729.427734375,728.2590942382812,750.0,806.8798217773438,842.5366821289062,872.1708984375,965.4345092773438,804.3975219726562,1120.0582275390625,1324.3995361328125,1528.72412109375,1660.45556640625,1825.0662841796875,1974.35205078125,2288.2578125,2659.93505859375,1811.81005859375,1120.0582275390625,1467.92919921875,215.10336303710938,183.72503662109375,354.6568603515625,94.70060729980469,1.4880705748510081e-05,1.7285151174967206e-12,67.44023132324219,97.80535888671875,289.865478515625,145.57388305664062,1.1622213605733123e-05,3.08464582002288e-12,460.8773498535156,33.99538040161133,34.32948684692383,1.795723733266641e-06,5.238385137988633e-13,5.951249790945352e-20,6.3363422578430605e-27,202.62448120117188,125.39868927001953,34.39580154418945,5.472885732160648e-06,7.884548591276241e-14,9.218094283942405e-21,9.838302083216176e-28,3.3652132631399585e-34,4.5563219567521427e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9.350540270896311e-07,319.28153564398264,649.6665919824902,750.0,750.0,750.0,750.0,190.32315434233823,5.941454219282605e-06,2.8234294242868163e-13,1.0993539094924927,5.3957887047317854e-08,3.997343295670912e-15,3.4731228351593018,212.7154998779297,2.5302038192749023,1.5044363737106323,114.70464403577971,6.144315719604492,2.2768111307414074e-07,26.011425018310547,1.3387546005105833e-06,2.5165684965598734e-13,3.337822082550358e-20,2.979787254376265e-27,5.928319231624194e-34,6.717824837973173e-41,0.0,0.0,280.5655517578125,561.308837890625,297.82208251953125,729.3998413085938,728.2552490234375,750.0,847.4788208007812,888.5918579101562,897.896240234375,970.7149047851562,806.625,1017.9129028320312,1095.796875,1203.1795654296875,1265.875,1247.1478271484375,1321.613037109375,1427.0145263671875,1519.975341796875,1672.1685791015625,1095.796875,1427.0145263671875,211.25152587890625,176.9632568359375,355.4397277832031,94.3620834350586,1.2751776012009941e-05,5.759040163158535e-13,68.33197784423828,98.62309265136719,288.80035400390625,145.95748901367188,1.6298263290082105e-05,2.1751070996417488e-12,461.07568359375,34.082122802734375,34.29309844970703,3.3559181247255765e-06,1.0210245599299658e-13,4.814612833300567e-21,4.751288432102755e-28,202.98057556152344,125.61697387695312,34.57818603515625,8.845656793710077e-07,4.659277859906698e-14,1.2723618319666394e-22,2.576796464460133e-29,9.713530111732447e-36,4.3860641933366774e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
5.053951355311119e-06,331.5333292391784,638.4783659211597,750.0,750.0,750.0,750.0,183.90489737170847,9.234058463112113e-06,6.799405195779748e-14,1.0799440145492554,3.95273040965094e-08,5.725026657306615e-15,3.5368900299072266,223.1098797204397,2.6040596961975098,1.5042994022369385,116.53015899658203,6.142279148101807,7.169581408561498e-07,26.218019485473633,9.643769089962007e-07,1.649203641490224e-13,1.429947932713986e-20,3.9374140302465276e-28,2.3232862372425915e-35,2.4620814018187036e-42,0.0,0.0,271.9580993652344,560.9522705078125,303.1278076171875,729.3461303710938,728.1864624023438,750.0,867.806884765625,867.806884765625,867.806884765625,993.8461303710938,851.1541748046875,875.1414794921875,875.1414794921875,925.9522705078125,963.185302734375,1079.779296875,1190.763916015625,1336.5615234375,1424.1373291015625,1463.9779052734375,1041.3753662109375,1414.4388427734375,259.7996826171875,199.59942626953125,358.8238525390625,94.37924194335938,1.1464292583696079e-05,1.7465155840654112e-12,67.98056030273438,98.26793670654297,291.02886962890625,145.90330505371094,2.9762833946733736e-05,4.99979018690061e-13,466.4603576660156,34.144134521484375,34.34561538696289,8.74095712788403e-06,8.072070030624989e-13,1.633427222506899e-19,4.139815073297936e-26,201.41038513183594,124.23896026611328,34.256778717041016,4.233141225995496e-06,1.0581169187368067e-12,1.1119491706517715e-19,1.353690551888705e-26,1.8144597895619257e-34,1.8570007249232476e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
