sr
0.84
0.78
0.8200000000000001
0.81
0.78
0.81
0.83
0.78
0.79
0.8
0.79
0.78
0.8200000000000001
0.84
0.84
0.84
0.84
0.84
0.81
0.83
0.83
0.84
0.81
0.84
0.8
0.81
0.29000000000000004
0.8
0.81
0.86
