sr
0.52
0.51
0.53
0.54
0.53
0.53
0.53
0.53
0.53
0.52
0.52
0.53
0.53
0.53
0.52
0.53
0.52
0.53
0.53
0.52
0.53
0.53
0.53
0.53
0.63
0.53
0.52
0.53
0.53
0.52
