sr
0.43000000000000005
0.45999999999999996
0.47
0.43999999999999995
0.47
0.49
0.45999999999999996
0.45999999999999996
0.44999999999999996
0.5
0.5
0.49
0.5
0.43000000000000005
0.49
0.45999999999999996
0.49
0.47
0.44999999999999996
0.43999999999999995
0.49
0.43999999999999995
0.49
0.45999999999999996
0.48
0.47
0.48
0.44999999999999996
0.47
0.43999999999999995
