sr
0.28
0.18000000000000005
0.25
0.28
0.21999999999999997
0.17000000000000004
0.29000000000000004
0.17000000000000004
0.28
0.13
0.16000000000000003
0.21999999999999997
0.21999999999999997
0.24
0.26
0.27
0.18999999999999995
0.21999999999999997
0.26
0.20999999999999996
0.26
0.14
0.20999999999999996
0.25
0.20999999999999996
0.19999999999999996
0.18000000000000005
0.22999999999999998
0.25
0.31000000000000005
