sr
0.55
0.53
0.55
0.53
0.54
0.56
0.55
0.53
0.54
0.53
0.54
0.53
0.55
0.53
0.53
0.55
0.54
0.56
0.54
0.54
0.54
0.55
0.53
0.54
0.54
0.53
0.54
0.5700000000000001
0.55
0.55
