mof
32999.75429017838
31735.93175932507
28913.77741157969
29330.410089205354
30142.251524171254
28926.481016504258
32478.89113794777
29631.045485991624
29672.759283134317
30435.114631598834
22929.905401321335
33234.70319869465
29643.784432353787
29456.91008716811
24205.245780073637
28838.184150218916
32893.06131768138
29946.038981789738
28521.5224195178
31607.285329929546
29045.554502978965
28925.66223632876
25791.07662485236
29263.138953026384
24413.49977665462
28999.85546426395
29043.364541809457
30774.226658244595
29255.31080042676
33102.08910297826
