0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
1.0568253288638459e-06,3642.5615889374244,395.79234911390427,60091.94456500637,413.876274529252,26967.493313611147,559.3716057673205,2095.183470000001,6.221815894980167e-06,10530.958515830573,5.827835836877704e-06,3.3431003134581685,4.376827291707741e-06,0.07181301712989807,1.1677268503262894e-06,1.3942140867584385e-05,1.1310213494652999e-06,999.685546875,1.3320592415766441e-06,0.047201864421367645,2.0153996160843235e-07,3837.190185546875,3.2832156193762785e-06,80016.1640625,1.1969099927099713e-05,19182.96875,5.227455858403118e-06,6876.587890625,6.808915713918395e-06,3978.44677734375,8.774683010415174e-06,4553.6484375,2.6695061023929156e-06,11827.2412109375,8.929991963668726e-06,57821.578125,3.7393883758340962e-06,50167.1328125,2.39283735936624e-06,15571.05859375,2.1524982685150462e-07,95012.4453125,2.328990149180754e-06,126637.3828125,2.763670863714651e-06,68712.2734375,1.3231370985522517e-06,91902.015625,2.8020774607284693e-06,20917.583984375,9.926470738719217e-07,2504.543701171875,5.892299213883234e-06,5619.19921875,2.8871345421066508e-06,1049.6168212890625,4.32607208722402e-07,296.5420837402344,2.757870333880419e-06,4196.33740234375,1.1857549907290377e-05,0.4118090867996216,1.6464134660054697e-06,7954.0859375,1.9668170807563e-06,39.87053680419922,3.702728861298965e-07,3170.996826171875,1.2329882110861945e-06,90.20276641845703,8.613811814939254e-07,1118.4073486328125,6.405292879207991e-06,10.21325397491455,1.5426894606207497e-06,11759.6748046875,1.928297024278436e-06,33344.359375,1.8420511196381995e-06,21684.150390625,5.802370424135006e-07,14185.349609375,4.2233173758177145e-07,38157.63671875,8.648829634694266e-07,19943.541015625,1.0440162441227585e-06,710.0687255859375,2.058247673630831e-06,7855.7119140625,1.3303467767400434e-06,,
6.635953311566336e-06,3701.275551185265,93.22603359200868,54818.82415307292,654.3427840150255,32386.243521571883,371.69429879028473,2362.3232421875,9.198351108352654e-06,10350.9169921875,3.179647364959237e-06,14.68736743927002,2.841512923623668e-06,1.4406070709228516,5.722335435088084e-07,3.0094119210843928e-05,2.9096884190948913e-07,926.0740966796875,6.527208370243898e-06,0.0002453007618896663,1.920431486723828e-06,3687.6470895697475,3.054652552236803e-06,48126.82421875,1.9775750104145118e-07,19426.849609375,8.68938059284119e-06,7007.255859375,2.6107870780833764e-06,3734.3583984375,1.4150936067380826e-06,4413.89013671875,7.427201126120053e-06,13002.7822265625,2.662699444044847e-06,58209.5078125,4.091288701602025e-06,50167.1328125,2.7469045562611427e-06,15627.703125,5.844678980793105e-07,94987.0,4.808732683159178e-06,126847.5234375,1.5081102446856676e-06,69451.609375,1.6180299553525401e-06,91902.015625,7.752232704660855e-07,21311.4765625,1.1777051440731157e-06,2418.923095703125,1.4416481235457468e-06,5619.19921875,2.509605394607206e-07,1154.942626953125,4.066785095346859e-06,296.5420837402344,1.281698132515885e-06,4198.453125,1.012501434161095e-05,6.661346435546875,1.3639164535561576e-06,7954.083984375,3.143441517750034e-06,97.91874694824219,1.0139975529455114e-05,3135.427734375,5.518979833141202e-06,111.66896057128906,5.131893431098433e-06,1107.5333251953125,7.504901532229269e-06,15.213154792785645,2.2533074570674216e-06,11885.939453125,2.0704449070763076e-06,33232.42578125,4.163764970144257e-06,21971.31640625,5.019636319048004e-06,14185.349609375,2.2431834167946363e-06,38157.63671875,1.1372908375051338e-06,19433.30859375,2.1046869278507074e-06,641.090087890625,1.7456027308071498e-06,7844.888671875,3.4890524602815276e-06,22451.017578125,1.1388404885792625e-07
2.857023561439713e-06,3645.512814259054,138.7569321741404,56022.57630882923,614.7705197330658,32312.812740286994,366.76175322984676,2095.183470000001,34.61435632566551,10350.9169921875,4.2752826630021445e-06,21.32602882385254,8.631086529931054e-06,2.012077675317414e-05,9.702887382445624e-08,1.1046997769881273e-06,1.6169101400009822e-06,926.0740356445312,2.18862373912998e-06,0.0001678460469988023,1.4980284959165147e-06,3687.6470962974595,1.0610306162561756e-05,50814.4453125,1.262697765014309e-06,19290.47265625,6.049965122656431e-06,6876.587890625,4.235064352542395e-06,3833.029296875,2.94348101306241e-05,4357.52099609375,7.065124918881338e-06,14497.5673828125,3.601819116738625e-06,58221.06640625,2.17523461287783e-06,50167.1328125,9.982788924389752e-07,15864.8828125,1.31085528209951e-06,96164.546875,1.005649437502143e-06,126847.53125,8.501057777721144e-07,69308.2421875,2.2487911337520927e-06,91482.53125,5.469146913128498e-07,21311.4765625,1.3338478765945183e-06,2504.543701171875,4.11508580100417e-07,5436.6845703125,2.868374622266856e-06,1049.61865234375,2.7089031391369645e-06,296.5420837402344,3.6793533126910916e-06,4325.9658203125,1.3918621561970212e-06,1.5431663990020752,2.5859112611215096e-06,7995.41748046875,2.0343668438727036e-06,20.46830177307129,4.188867478660541e-06,3192.264892578125,4.5141678128857166e-06,90.20272064208984,5.197274367674254e-05,1107.5333251953125,2.08954224945046e-06,24.357627868652344,8.563263236283092e-07,11757.177734375,3.6628669022320537e-06,33283.5234375,8.971091460807656e-07,21684.09375,8.27056555863237e-06,13897.0908203125,2.086745887197594e-08,38157.63671875,8.920939649215143e-07,19963.0078125,2.0981115085305646e-06,668.4283447265625,7.722507007201784e-07,7787.7783203125,7.820135294878128e-08,22208.998046875,
3.07021033777254e-06,3657.6803722770314,94.2738524462045,55084.72648180692,656.5945634063651,28341.333273136515,331.87497952159885,2095.183470000001,6.7150302715598035e-06,10350.9169921875,1.02071189758135e-05,0.36993998289108276,3.326439355078037e-06,1.9374570340688695,3.3388052543159574e-05,2.9025841286056675e-06,0.049897339195013046,926.0740966796875,8.381461157114245e-06,0.0010338572319597006,3.0107305519777583e-06,3687.6470700000004,25.00000762939453,80016.1640625,0.00024869441404007375,19182.96875,0.00012058483844157308,6876.587890625,6.968754405534128e-06,3734.3681640625,1.5748697478557006e-05,4357.52099609375,2.110832247126382e-05,14497.56640625,1.536288373133492e-06,57821.56889395644,7.933052984299138e-06,50167.123705692284,3.426584341060435e-06,15886.5615234375,1.3885387488699052e-06,96164.54282035516,4.6787786232016515e-06,126847.52122648196,1.1597200000323937e-06,69451.59722207025,3.893914708896773e-06,90817.6015625,5.872826574755899e-07,21311.472312293517,1.1052650279452791e-06,2421.81689453125,1.3290567721924162e-06,5212.16259765625,4.4452085603552405e-06,1049.6182861328125,2.460150881233858e-06,296.5420837402344,1.4486428767668258e-07,4325.81494140625,1.513929532848124e-06,8.447630882263184,4.939338396070525e-06,7954.083984375,5.553452865569852e-06,25.587871551513672,3.381932629054063e-06,3100.427734375,3.523010491335299e-06,90.20272064208984,4.073297532158904e-05,1107.5333251953125,3.3279779927397612e-06,6.5925984382629395,7.491380529245362e-07,11668.716796875,1.1105919384135632e-06,33224.7578125,1.0968030892399838e-06,21684.09375,2.0288716768845916e-06,13967.2001953125,1.6019384929677472e-06,38157.63671875,1.727837229736906e-06,19887.158203125,4.800716055797238e-07,707.149658203125,3.755570219254878e-07,7855.7119140625,1.3758983641309896e-06,22383.90234375,
1.5167683056628966e-06,3803.458055677859,76.3701641473454,53243.051520000015,749.999999999997,39681.12483000001,750.0000000000009,2095.183470000001,125.00018279288001,10350.9169921875,2.3840350194835745e-05,0.3696300000000043,0.17320981853843523,0.00010454376024426892,0.000964543258305639,0.007135988213121891,6.140392088127555e-07,1036.413330078125,2.880182137232623e-07,0.0002736216993071139,2.120120598192443e-06,3687.647142614201,5.730869816034101e-06,52698.16015625,1.309548406425165e-05,19182.974609375,7.040790478640702e-06,6876.587890625,2.3574423266836675e-06,3869.553955078125,1.546355451864656e-05,4357.52099609375,6.938436854397878e-06,14497.56640625,2.7800983843917493e-06,58116.890625,3.977100277552381e-06,48999.48046875,2.189791757700732e-06,15886.5625,7.899927823018515e-07,96164.546875,2.156243681383785e-06,126676.234375,8.983012094176956e-07,69451.609375,5.007704658055445e-06,91902.015625,1.7043106481651193e-06,21077.416015625,2.6675309072743403e-06,2501.41552734375,2.7399360078561585e-06,5550.5068359375,1.4930672023183433e-06,1049.636474609375,4.683964789364836e-07,296.5420837402344,1.6335978216375224e-05,4196.37109375,4.447028459253488e-06,8.75606632232666,0.00011068396997870877,7954.083984375,5.559276814892655e-06,20.468294143676758,6.457862582465168e-07,3255.591796875,1.2651612451008987e-06,90.20272064208984,2.133288035111036e-06,1107.5333251953125,3.2117263799591456e-06,0.03751758486032486,6.189065970829688e-07,11972.9248046875,1.8636417280504247e-06,33832.76171875,2.36736741499044e-06,21736.96484375,2.286659082528786e-06,14185.349609375,1.1432605333538959e-06,37314.078125,2.5713345621625194e-06,19917.484375,8.428881415056821e-07,710.9228515625,3.111597152383183e-06,7792.8037109375,3.199553248123266e-06,22460.375,
1.3117833452011687e-05,3643.7140352029196,164.5381063970152,58387.0399641923,620.9319396000456,29892.359353782973,506.43898114306603,2095.183470000001,25.000022888183594,10350.9169921875,0.0013258234323264091,0.3696300000000043,5.172916369971649e-05,1.7945203580893576e-05,4.684319536916698e-06,0.13748668134212494,1.0211507287749555e-05,987.5086669921875,3.0512428355082725e-06,0.0017691731918603182,6.674380301774363e-07,3840.49853515625,1.5763649571454152e-05,67882.4140625,3.7341236163332695e-07,19453.75390625,4.622889719030354e-06,6876.58837890625,3.6572957924363436e-06,3734.54833984375,7.478482530132169e-06,4357.52099609375,6.80842049405328e-07,14497.56640625,1.8264893242303515e-06,58565.671875,3.1383901841763873e-06,49888.58203125,1.1414418850108632e-06,15798.1669921875,2.605607278383104e-06,96164.546875,4.46263993580942e-06,126847.53125,1.6237137288044323e-06,67713.265625,2.272278607051703e-06,91902.015625,2.3682762275711866e-06,21311.4765625,1.586566668265732e-06,2430.97119140625,1.4521947377943434e-06,5619.19921875,3.2107643619383452e-06,1084.5443115234375,6.00543171458412e-06,313.9222106933594,4.701420039054938e-06,4255.912109375,2.0319271243351977e-06,10.402223587036133,1.1822490705526434e-05,7954.083984375,2.9455741241690703e-06,38.98801803588867,3.0944804620958166e-06,3100.427734375,1.5793598322488833e-06,90.20309448242188,8.860627787043995e-08,1231.78125,3.6110861856286647e-06,0.00012677045015152544,1.5790752740940661e-06,11702.66015625,2.8803715395042673e-06,33224.7578125,2.0664338080678135e-06,21684.1796875,3.308377017674502e-06,14086.07421875,1.1340481478328002e-06,38157.63671875,9.115750003729772e-07,19963.0078125,1.4544816622219514e-06,666.2645263671875,6.998909611866111e-06,7778.166015625,1.0049036518466892e-06,22460.375,
2.703510153170955e-07,3642.7480933027914,319.89557323412333,57913.71584824034,433.8506917393611,23448.22047833803,452.465412989936,2095.183470000001,2.843718783555285e-05,10351.41605509092,5.094123485913826e-06,22.416464019838752,4.275625178706832e-05,1.9105480909347534,2.7236746973358095e-05,0.004576892592012882,0.0009208967676386237,927.534912109375,1.3601427326648263e-06,0.03265836462378502,2.1009643305494312e-05,3687.8157354393984,9.146570664597675e-05,58908.453125,3.86043029720895e-06,19182.96875,8.84800738276681e-06,7044.5712890625,1.6527732213944546e-06,3734.367431640625,9.130243370236713e-07,4357.52099609375,6.328206836769823e-06,14497.56640625,2.6208185772702564e-06,58457.7265625,2.7062776553066215e-06,50167.124622284624,1.3027535317178263e-07,15886.5615234375,2.3609552499692654e-06,91651.421875,3.0916933155822335e-06,126847.52046700317,1.7816363424572046e-06,69451.59710538578,1.698255346127553e-06,91099.3984375,2.6476946004549973e-06,20721.65234375,1.2207055988255888e-06,2395.0869140625,1.7994743757299148e-06,4338.1884765625,7.969582611622172e-07,1214.884033203125,1.735083174025931e-06,296.55889892578125,4.666302629630081e-06,4196.33740234375,8.21024787001079e-06,2.434277057647705,1.6761856613811688e-06,7969.57958984375,1.7802941556510632e-06,20.468320846557617,1.3057731848675758e-05,3100.427734375,1.3024211966694565e-06,139.38015747070312,1.9881288608303294e-05,135.63232421875,1.979207354452228e-06,17.17829704284668,1.6513557739017415e-06,11788.6123046875,8.306459164941771e-08,33496.203125,4.046660706080729e-06,22189.32421875,2.4408739136561053e-06,14185.349609375,1.5549770751022152e-06,36587.78125,1.1503726682349225e-06,19126.689453125,1.3299314787218464e-06,710.9228515625,1.722114575386513e-06,7737.0068359375,4.692596576205688e-06,,
8.809802473751912e-08,3660.781394143957,80.0800151917444,56070.731520000016,749.9999999999976,37798.98483,750.0000000000007,2362.3232421875,150.0000106212265,10350.9169921875,0.00010854001943351148,0.3696300000000043,1.622005584067665e-05,0.003126841736957431,3.1992683489079354e-06,0.01610393449664116,3.524457706049863e-05,974.78759765625,1.3016276625421597e-06,1.914321728690993e-05,0.03483537957072258,3687.647232251634,1.0614468237690744e-06,69777.734375,7.78912453824887e-06,19182.96875,4.766260644828435e-06,6876.69580078125,3.2862058105820324e-06,3734.3583984375,25.000022888183594,4698.56005859375,0.000387609179597348,14497.56640625,3.029078925465001e-06,57947.515625,8.205729500332382e-06,50167.1328125,3.5939547160523944e-06,15886.5615234375,6.75211458656122e-06,95033.828125,1.512360086053377e-06,126804.1953125,1.5768506500535295e-06,69451.609375,6.482803769358725e-07,91865.2578125,6.265265710680978e-07,20412.740234375,3.418483629502589e-06,2504.543701171875,1.627385245228652e-06,5619.19921875,4.761633135785814e-06,1175.5048828125,6.208396825968521e-06,296.5420837402344,8.336843166034669e-06,4519.91796875,3.7217151316326635e-07,18.145151138305664,1.8833520698535722e-06,7954.083984375,7.752433702989947e-06,27.235435485839844,4.2671681512729265e-06,3224.6376953125,8.061109838308766e-06,106.73902130126953,5.112589860800654e-06,851.7146606445312,1.8908016272689565e-06,14.892626762390137,3.563764039427042e-06,11668.716796875,5.109837275085738e-06,33224.80078125,1.3692863376491005e-06,21806.833984375,1.872775442279817e-06,14185.349609375,2.1042437765572686e-06,38157.63671875,1.0410047934783506e-06,19782.896484375,2.4996786578412866e-06,685.7417602539062,7.669944466215384e-07,7839.41943359375,1.529445967207721e-06,,
7.38907900532818e-07,3775.22870317826,60.607179823677605,54185.61152033119,749.4264578240144,34466.17818254388,541.3092640759063,2095.183470000001,3.7915604388581503,10350.9169921875,5.534449120665724e-06,0.36966636776924133,4.070985232829116e-05,0.028074616086652515,1.1278854117335868e-06,2.2719361782073975,1.0852736522792839e-06,1006.1508178710938,1.6784147192083765e-06,0.0009193224613369449,3.345664254084113e-06,3687.6470768334584,2.1868956537218764e-05,48462.578125,1.5490171790588647e-05,19182.96875,1.6788922948762774e-05,6876.587890625,4.103982973902021e-06,3734.35888671875,5.878335741726914e-06,4357.52099609375,5.989987130305963e-06,14497.56640625,1.080823039956158e-06,58296.21875,2.362126679145149e-06,50167.1328125,1.211019139191194e-06,15886.5625,2.342102106922539e-06,94795.6796875,6.30965541859041e-06,126847.5234375,3.2905816738093563e-07,69161.171875,8.110786779980117e-07,91902.015625,8.547467018615862e-07,21311.4765625,3.5452421798254363e-06,2501.94873046875,1.419870272911794e-06,5619.19921875,1.5140436744331964e-06,1227.1849365234375,2.0988486539863516e-06,394.2163391113281,1.4722935475219856e-06,4362.3525390625,7.94015886640409e-06,18.239458084106445,2.780934437396354e-06,8017.484375,2.4650880732224323e-06,20.536592483520508,4.980428457201924e-06,3100.42822265625,4.1011353459907696e-06,125.7275390625,3.958276465709787e-06,1107.533203125,7.378583859463106e-07,0.09505549818277359,2.2751416963728843e-06,11668.8056640625,3.456519380051759e-06,33257.64453125,1.6393505575251766e-06,21868.38671875,5.571777819568524e-06,14185.349609375,3.258521417137672e-07,38157.63671875,9.755547125678277e-07,19807.453125,1.9721221633517416e-06,710.9228515625,1.7198397017637035e-06,7836.73876953125,7.868389957366162e-07,22248.9140625,
4.06096434074885e-06,3646.6741124782834,67.54214617546005,54148.24141871143,720.6025082496373,34083.356460605406,565.4102688496797,2095.183470000001,75.00002840045589,10350.9169921875,25.007539327406917,0.3698429604186171,3.98210404553063e-07,5.86435602280767e-06,0.002889884141660464,2.1745135301342056e-05,2.0705879251181614e-06,926.07421875,3.0199141747289104e-06,0.0008863061666488647,3.3010969673341606e-06,3687.6472171341616,1.6969612261164002e-05,50107.953125,3.7947118016745662e-06,19182.96875,1.5278268620022573e-05,6876.93701171875,4.42131340605556e-06,3844.159912109375,4.449924745131284e-06,4357.6494140625,4.091645678272471e-06,12967.5517578125,1.1526104799486347e-06,57821.578125,4.867788447882049e-06,50167.1328125,9.121265520661836e-07,15817.927734375,2.8406498131516855e-06,95705.7265625,2.9214138521638233e-06,126847.53125,7.958944365782372e-07,69451.609375,3.443847390371957e-06,91251.3828125,1.381366814712237e-06,21311.4765625,1.9433227294030075e-07,2223.677734375,2.360058942940668e-06,4748.05029296875,1.648903207751573e-06,1075.376953125,1.658130599935248e-06,296.55657958984375,2.393464683336788e-06,4196.33740234375,5.835835963807767e-06,0.21063652634620667,4.420200639287941e-06,7954.083984375,6.801908057241235e-06,48.2428092956543,1.0652320270310156e-06,3100.427734375,6.260127065615961e-06,161.91114807128906,2.460563791828463e-06,1143.76123046875,5.806726221635472e-06,7.201778888702393,1.1396895160942222e-06,11668.8125,4.597922725224635e-06,33899.60546875,6.926122296135873e-06,21684.09375,5.106431331114436e-07,14185.349609375,6.74381453791284e-06,37704.95703125,3.0272171898104716e-06,19855.380859375,5.697276719729416e-06,710.9228515625,1.2537113036614755e-07,7855.7119140625,1.311710434492852e-06,22460.375,
