sr
0.44
0.44
0.44
0.44
0.44
0.45
0.43
0.43
0.43
0.43
0.43
0.44
0.45
0.44
0.44
0.44
0.44
0.43
0.45
0.42
0.44
0.43
0.44
0.45
0.43
0.44
0.45
0.43
0.45
0.44
