sr
0.36
0.38
0.37
0.38
0.32999999999999996
0.38
0.38
0.31999999999999995
0.36
0.36
0.36
0.36
0.31999999999999995
0.37
0.37
0.30000000000000004
0.36
0.31999999999999995
0.36
0.31000000000000005
0.32999999999999996
0.32999999999999996
0.36
0.39
0.35
0.36
0.32999999999999996
0.30000000000000004
0.36
0.31999999999999995
