0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88
214063.734089432,555804.1940665606,1963176.2372145662,2605496.4376972434,2611036.845930137,2611044.0,2611043.8790415684,2611042.988834283,2611034.2959564882,2610922.2897915635,2609935.596681452,2603281.5236628684,2586156.402242649,2523177.065140214,2389124.042847099,2160845.996017243,2094105.063250167,2028141.499844484,1912111.9315100622,1882890.1916465359,1874369.0457952283,1838339.1171844054,1816803.2035369617,1795891.5832808851,1759814.1601196765,1753444.023674422,1749717.5959625514,1749717.595962531,1749717.595962531,1749717.5959625307,1749717.5959630136,1749717.595962531,1749717.5959639552,1749717.5960096626,1749717.5961709777,1749717.5976875587,1749717.604921762,1749717.719006575,1749718.3996968349,1749784.5785531413,1751364.8617437377,1782937.4206829797,2060622.0081861513,2300708.4131300934,2448061.7768951976,2464421.1610372225,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,2561044.0,,
5882.692653241195,639091.2884737727,1995498.9912989377,2606968.1209174283,2611020.6463722214,2611043.969409413,2611040.6416461426,2611024.3830581275,2610959.39367621,2610588.813670651,2608492.137500323,2599930.47315208,2556747.9274339173,2461591.411544904,2307855.1795634152,1998042.298115142,1708307.9914864174,1571095.3370394271,1507521.0587438187,1430831.2754510166,1370446.561973512,1306798.7667269916,1254692.7391967953,1236091.8869796926,1219698.0818415943,1171748.0879357536,1013712.4920225809,945956.4345200398,913282.8662015051,1194407.4766854476,1899961.8484038068,1319680.2926115897,2482474.378972433,2474221.5290059214,2610941.011475119,2611043.936382854,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,,
9309.042982930094,583236.9547833938,1971596.0467916057,2607036.4264077703,2611028.964370696,2611043.995111349,2611042.849988545,2611034.5945404153,2610962.1749191973,2610689.9870615685,2607235.926040679,2601069.8571223477,2582271.94764051,2521623.1728281616,2239960.8567358437,1951608.2769132482,1738440.1590560877,1676368.4066801758,1658162.9869897373,1643216.4003398695,1613532.7748085721,1592741.9642000142,1562509.4653082239,1521293.3506983393,1392770.8457536693,1223831.7914089689,1194605.700758098,1191553.89850819,1190670.3557836236,1197475.2377626626,1694807.3033445866,1295742.8339775272,2485980.318861612,2474760.5787426545,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,,,,,
5477.815517402902,561770.0325051598,1977119.0732723277,2607308.200959002,2611032.142560385,2611043.999974054,2611043.7032411774,2611039.0182700637,2610998.81557921,2610873.9176478237,2610312.5866158702,2609242.3007436865,2602372.4265192985,2574524.098541033,2474505.4646169622,2235796.7770526456,2100769.689968158,1999336.0522450209,1885572.781790299,1790337.1702997037,1686531.4410636118,1629397.30235169,1586732.9232563057,1560573.5955738467,1560317.475652464,1559547.8118894664,1557603.6492952679,1545273.856946487,1482508.5588001101,1428154.6735361775,1762657.394440834,1395758.6248058677,2500288.7734914515,2476165.8016118663,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,,
4921.638859916473,577423.551689445,2010577.383010036,2605417.9137894027,2611030.5198853505,2611043.9897771925,2611042.742594515,2611032.762093803,2610985.4789784495,2610765.1218424635,2610303.7932923506,2608584.739128091,2600325.9275481617,2586498.5553883794,2519692.1255122907,2288733.1873371154,1937800.5420457977,1835801.7661404116,1793154.3748532934,1675290.0646927042,1613913.755843102,1585466.4375218141,1516605.899926005,1459363.99395458,1289675.3953857066,1177084.6042368817,1158035.0898051746,1153842.7704788726,1147501.3565471144,1300759.0853260176,1975057.2347686233,1461757.8459434027,2482637.737738356,2474756.027681628,2611018.0051899906,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,
4567.7995123248575,627026.4167411986,1951338.2807906775,2606204.75974825,2611019.1411929084,2611043.675635615,2611033.8502492234,2610983.6875800025,2610767.906728445,2608803.0728939683,2591981.805792253,2558614.3710139403,2490291.054844645,2314286.768650206,1952220.2964245877,1676520.5224979776,1460929.9214469586,1331458.7763135813,1192408.2147346819,1099607.5820423907,1072582.798833582,1005876.3989430169,971804.1236089421,956997.0438255228,900935.439517667,811500.9461000392,791911.4360522109,762548.5436333178,691857.0281780268,1001308.7673909725,1704243.5040104638,936938.1650165154,2490689.677528922,2472843.127292743,2610809.0020607403,2611043.8187295618,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0
8976.61154816254,584349.3835639987,1974434.1078814697,2606946.6742515755,2611015.8619490974,2611043.9907537242,2611042.9104073886,2611037.361441176,2611012.8731573448,2610897.616055495,2610694.375935676,2610081.4733502343,2607672.082883405,2591683.5561506636,2572761.079483455,2482191.903061109,2201781.572187262,1897899.672898148,1665472.542317821,1524002.403526965,1476515.9516131578,1455668.0437963842,1442343.7074757346,1408901.7557084821,1388377.32213203,1386786.3607396157,1386604.7975962784,1386335.5846203999,1385920.0565373613,1452494.0532712475,1506168.7151628416,1464410.5124607147,2138911.761471777,2445344.36141552,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,
9221.514687225435,639316.1863235434,1964239.437716292,2607357.106150026,2611034.160989068,2611043.9761888413,2611042.1368026845,2611032.4681094633,2610983.044348499,2610760.7045706287,2609670.0827425104,2605501.129631447,2595401.170664825,2504186.7883056337,2108304.1933613066,1767918.4513688744,1533061.4405543339,1434308.9652234,1340802.5716994093,1286134.2825036466,1266594.9049851566,1226258.0938726289,1171087.204625284,1138834.169252886,1126690.3110741673,1114224.0977132206,1087705.932089337,1009540.919505285,921062.980132297,1033525.3560393965,1711932.6105263901,1080918.4053838088,2485998.028807462,2474580.755675,2611042.1807441823,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,,,
16090.32548332834,553803.851876595,1980684.6047949803,2590897.239450235,2610883.0893440936,2611043.2895866586,2610981.104442548,2610477.768813939,2605924.702932371,2591976.8746933993,2438526.9811703116,2190264.5792880342,1968005.3122163103,1829902.1466558147,1691601.2661396093,1518593.4933423824,1278770.7566828716,1246093.9054113694,1202208.188773657,1104561.0835678081,991288.8057849486,821602.5476305676,766057.3912115359,743887.5448544506,738626.5382908592,734063.5860245388,721229.596857355,701382.935389725,685082.9190932086,892212.3055498016,1754316.5903504766,1204334.4977942244,2438227.3540808307,2507480.0390991713,2528224.6064144345,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,,,
10956.000392935923,565309.7956938805,1996691.4202435436,2605576.2277292362,2611026.4443987715,2611043.9739184277,2611041.4840563815,2611031.560679384,2610997.2016910478,2610847.8302785903,2609305.665872049,2603291.7045113184,2587122.8502848353,2557451.6218323302,2471096.001549982,2273650.863599626,2065831.570112186,1913565.2562951231,1812043.2739761549,1610039.3783963819,1464763.822073306,1385038.606288846,1346298.34873018,1333223.6255763348,1298895.4271103342,1251954.1945241424,1240883.7488837352,1226789.4232660593,1188039.9116636554,1307047.3876692785,2021024.5124302423,1417307.8860677786,2485917.7436039327,2474047.9317963254,2611042.7964532166,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,2611044.0,,,
