sr
0.53
0.55
0.55
0.56
0.63
0.52
0.51
0.51
0.56
0.73
0.49
0.64
0.55
0.55
0.71
0.63
0.69
0.56
0.53
0.53
0.55
0.48
0.5
0.64
0.56
0.5800000000000001
0.5800000000000001
0.54
0.51
0.6599999999999999
