sr
0.53
0.53
0.52
0.47
0.52
0.54
0.43000000000000005
0.53
0.53
0.53
0.37
0.89
0.55
0.53
0.47
0.52
0.51
0.52
0.53
0.52
0.54
0.39
0.53
0.48
0.55
0.55
0.52
0.47
0.39
0.51
