mof
16786252.590604536
13263824.189603927
13972102.526677303
13424024.644368952
12333904.006766405
10717792.595761105
11572446.794212913
14160066.547703108
11549325.14872485
17680636.792011317
12763463.380009286
16003699.378403425
13211373.17112049
14420598.459957795
15876874.396205766
13431604.489477333
11245873.416465709
13695115.475520516
13781112.236509286
12545524.127309859
