mof
12477641.277349472
4326824.8268598495
4800917.405928246
9076128.960330317
8874192.478147773
7438165.358057941
6662563.322727317
4376598.645673801
8501099.290738953
7655728.820188913
5377847.784066212
8520836.926498946
8352948.000551619
11104505.006326187
9735791.00823712
8136895.623879923
6860621.929637813
8310125.31159178
4927118.049905156
6046906.974428558
6544387.721991279
6569023.132230039
8318284.7366443565
7083335.549055686
8974323.727591187
7865125.909693834
5827580.444764344
10890722.972427757
7662481.30565389
13511674.265075823
