0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
123.51834924722206,90.34891778454107,75.6886520554379,73.78116266469183,61.46864495308469,60.53564270148388,46.44242943505424,48.412413098236755,45.11486356417939,35.08253570431225,36.59628867095546,38.710041637598636,39.66847012257301,30.19868886174453,27.811576773235515,11.522565022677725,14.526401472406974,18.207748917766196,22.48607107310221,27.361367799977927,32.83363882004687,38.90288597994834,45.56910260987874,52.83229532560489,60.6924598836064,69.14959806062268,78.20370756123825,87.85478924992648,98.10284209068155,108.94788861492759,120.38985941873489,132.42882287598744,145.06475519268136,158.2976556221552,172.12752456950193,186.55435905090195,201.57816069654166,217.1989272610471,233.41665882788237,250.23135398930302,267.64301223226033,285.65163251314107,304.25721385513566,323.4597618149043,343.2592561826594,363.65571723724634,384.6491311540447,406.23954044508866,428.42683024374503,451.2111112297832,474.59234440873723,498.5705295804777,523.1456640858084,548.3177484457137,574.0867792065876,600.4527587273271,627.4156791718078,654.9755558226886,683.1323528572368,711.8861465998581,741.2367894287647,771.1844134688124,801.7289743962278,832.8704692979184,864.6088970586089,896.94425569761,929.8765438136439,963.4057625564537,997.5319003321405,1032.2549667928815,1067.5749526868287,1103.4918706460364,1140.00568577554,1177.116427767929,1214.8240841437087,1253.128652702087,1292.0301315224553,1331.528518647313,1371.6238114481298,1412.3160082961454,1453.6051066888424,1495.491104464194,1537.9739992037569,1581.0537887393177,1624.7304707777876,1669.0040426430933,1713.8745024818431,1759.3418468662578,1805.4060738210558,
118.45649269145315,88.7891355798782,79.44043257848895,62.185653028274714,63.08127592583037,64.57689882338596,59.945985651678654,59.10859058530454,50.660163394403014,53.63099446288379,44.71909403815994,39.84437847477432,32.25624309766084,27.97548830153255,15.523533128243457,19.40169641968646,23.879014118965813,28.953297322925323,34.62456034784054,40.89279506513691,47.758024587635106,55.22018722826965,63.279342855707995,71.93547091343055,81.18857114514228,91.03864269901473,101.48570211871285,112.52969872571376,124.17071796821915,136.40863462401518,149.24356316160998,162.67544552704155,176.70430371254568,191.33012607896342,206.5529497003858,222.3726704308973,238.78939241846314,255.80307288913664,273.4137175634647,291.62132473219987,310.4258925550145,329.8274227264096,349.82590693388556,370.4213550573837,391.6137526047001,413.4031096980716,435.789420950648,458.77268591667104,482.3529028428677,506.53007089064084,531.3041886467665,556.675254912768,582.64327158876,609.2082272621335,636.3701309879815,664.1289772088865,692.4847660704095,721.4374931686383,750.9871598695208,781.1337631693482,811.8773025134246,843.2177746436347,875.1551795343638,907.6895145056926,940.820779495861,974.5489691120107,1008.8740850301899,1043.7961243109576,1079.3150849436638,1115.4309664405534,1152.1437630853068,1189.4534766302497,1227.36010383851,1265.8636449308578,1304.9640909933428,1344.6614471303371,1384.955707836521,1425.8468720671904,1467.3349370086878,1509.41990089154,1552.1017605758911,1595.3805146335983,1639.2561600453255,1683.7286947335715,1728.798116129181,1774.4644218394665,1820.7276092233337,1867.5876757241492,1915.0446188545093,1963.098435773939
130.46562643140604,87.52030245763382,79.00312571209594,60.91669032196518,44.87023187672969,36.61724915834208,30.988149214005716,24.23152569972507,21.457732726777067,7.141193702633302,7.959672466070458,9.850093911057627,12.337490548368521,15.42189033885478,19.103208821855162,23.38153021883039,28.25682594396085,33.729096032131736,39.79834020898409,46.46455774747517,53.72778833017597,61.587912777785505,70.04504970665727,79.09915802982599,88.75024280412649,98.9982899470939,109.8433122503317,121.28530447581525,133.32426677658862,145.9601971036779,159.19309618217272,173.02296276204493,187.4497963375462,202.47359596601567,218.09436105105598,234.31209129633123,251.12679528239346,268.53844046252954,286.54705874314027,305.1526381375939,324.3551777311519,344.15467631804165,364.55113320082717,385.544546959024,407.1349168787417,429.32224159483144,452.10653057142747,475.48775093517503,499.4659334701203,524.0410656873422,549.2131469375531,574.9821756708668,601.3481506935173,628.3110702749378,655.8709334028777,684.0277384076396,712.7814839674952,742.1321683953577,772.0797902983061,802.624348105694,833.7658400338,865.5042646151682,897.8396207683915,930.7719048424553,964.3011171547251,998.427254901053,1033.1503167463075,1068.4703004035487,1104.3872169571275,1140.9010264070962,1178.0117656456473,1215.7194174049732,1254.0240097571545,1292.925457329307,1332.423840495373,1372.5191294688152,1413.211323176521,1454.5004166210915,1496.3864103962014,1538.8693009377002,1581.9490864956435,1625.6257639641487,1669.8993316474737,1714.7697866617918,1760.2371315745384,1806.3013493518622,1852.9624522043775,1900.2204317586984,1948.0752864563665,
123.36058756559058,68.12467203848047,69.02071320028841,68.3962132965558,57.89202851886736,54.683912146274736,49.370746086764626,36.53030750097628,31.73314317373297,23.383322849669298,14.912428391141589,12.237995507071673,15.12337533873989,18.60573018329694,22.685059739953942,27.361363847998746,32.634643484237984,38.504894683038,44.97212129913618,52.03632046606012,59.697493106213756,67.95563852027621,76.81075584735225,86.26284524417892,96.31190577866838,106.95793720685427,118.2009388728612,130.0409102340926,142.47785067215273,155.51175961288348,169.1426362377354,183.3704800967855,198.19529011967205,213.6170658756202,229.63580640256419,246.25151104644854,263.4641786425434,281.2738086350199,299.6803999016255,318.68396176395913,338.2844627546043,358.48197629186785,379.27635926567496,400.6677438399605,422.65608098820525,445.241373861774,468.4236189468925,492.20281637819375,516.5789636789559,541.5520605059395,567.1221051994578,593.2890965154565,620.0530329844385,647.4139133946469,675.3717359913445,703.9265026879871,733.0782026627924,762.826868725881,793.1724208847544,824.1149329169293,855.6543780553919,887.7907546761695,920.524060889693,953.8542982693293,987.781455748477,1022.3055407207839,1057.4265483718668,1093.144476557526,1129.4593297482077,1166.3710876199125,1203.8797666055589,1241.9853581919947,1280.6878642437491,1319.987271992209,1359.8836547532255,1400.3768121637424,1441.4669367920364,1483.1539612704503,1525.4378835593002,1568.3187033186232,1611.7964119937883,1655.8710158350843,1700.5425031354682,1745.8108880563339,1791.6761373939048,1838.138277758331,1885.1972945817988,1932.853211912927,1981.1059538803565,
118.33887541706986,95.13753648459937,75.5370446685018,60.70810486435647,48.34426866919526,37.060992175731656,38.27241048139604,29.865639498249948,20.074431307601003,7.467730355156391,8.954631513882703,11.044089594050888,13.730432934432315,17.01380478730414,20.89413427755875,25.371449996263834,30.44573409357656,36.11699623437755,42.38523044704323,49.250439104897794,56.71262591530294,64.77177555266195,73.42790311285214,82.68100159177823,92.5310722444595,102.97811356885077,114.022125556106,125.66310735369322,137.9010585272001,150.7359783472446,164.1678663728773,178.19672144412075,192.8225432031944,208.04535054701387,223.865083719561,240.28180083577632,257.29548138186465,274.9061245209516,293.11372949204446,311.91829487505055,331.3198203790933,351.31830449783183,371.9137462965949,393.10614473945816,414.89549947678006,437.28180751179923,460.26506946820643,483.8452862359605,508.02244846856354,532.796563574964,558.1676260534521,584.1356366922066,610.7005927142895,637.8624917934039,665.6213346802888,693.9771191336472,722.929843289691,752.4795062623041,782.6261055983778,813.3696404785218,844.7101090296048,876.6475133764068,909.1818404987396,942.3131342846281,976.041286375262,1010.366397926629,1045.2884324561974,1080.807388478392,1116.9232639780003,1153.636057031635,1190.9457656223153,1228.8523877989637,1267.3559215117634,1306.4563646517295,1346.1537503694772,1386.447970814281,1427.3391454286739,1468.827188938303,1510.9121655254903,1553.5940010812326,1596.872749223024,1640.7483887426438,1685.2209173522901,,,,,,,
100.20630324947433,67.6551557626712,63.63173801935645,49.276481020810735,36.89367680175229,28.354774363639308,20.357586595997645,20.469775729469518,8.324581513411886,7.462193596482109,8.954631538478736,11.04404466174094,13.730433291390568,17.013796194636313,20.894135441927062,25.371446985984562,30.44576341908413,36.116995342407904,42.38523218545885,49.25043908567619,56.71262133835742,64.77177555206777,73.42790282770073,82.68100159125339,92.53107397756102,102.97811356533586,114.02212996743131,125.66310734734003,137.901058518667,150.73597833675296,164.1678661751794,178.1967542466506,192.82254319851106,208.04533100966626,223.86508371281855,240.2818008583309,257.2954813672135,274.90612450167646,293.1137293456054,311.91829488493767,331.3198202038681,351.3183043231659,371.9137461824632,393.106144784236,414.8954988868909,437.28181673486563,460.26506944448784,483.8452835583913,508.0224484678273,532.7965631116144,558.1676260526742,584.1356361435708,610.7005917728361,637.8624918359028,665.6213346773641,693.9771191160343,722.9298432859914,752.479523424935,782.6261055844686,813.3696407456924,844.7101090206228,876.6475096056615,909.1818404989855,942.3131000182544,976.0412863760612,1010.3663978115175,1045.2884324569277,1080.80738851742,1116.9232639757888,1153.6360570197244,1190.9457656218772,1228.852387802593,,,,,,,,,,,,,,,,,,
118.08915254713816,88.75560441198078,70.31190465195624,53.33168650460226,46.606117445345404,38.222920383948974,34.310203810107225,27.922463589957943,25.30269290270013,10.92606964994377,7.959672457564352,9.850093914231252,12.337490558718343,15.421862226861663,19.10322392659924,23.381530130547446,28.25682602718865,33.72909600263705,39.79834005065089,46.46455775425679,53.72774878217896,61.5879127907792,70.0450493359318,79.09915803142968,88.75023839308295,98.9983301646931,109.84331215206555,121.285304479123,133.32426693543843,145.96019708761312,159.19309912935068,173.02296275754895,187.44979713926818,202.4735959621999,218.09436122523744,234.31209068512032,251.1267846854334,268.53844041194225,286.5470596451429,305.1526381279157,324.3551776914233,344.1546763158166,364.55115069046656,385.544546952273,407.13491682176124,429.32224150582726,452.10651998291263,475.4877509330183,499.46593327185826,524.0410656752963,549.2131469220874,574.9821756607853,601.3481505735697,628.311070294754,655.8709333647349,684.02773891277,712.7814839119399,742.1321684023997,772.0797902850989,802.6243480349335,833.7658400230625,865.5043046029998,897.8396201201227,930.771904941895,964.3011170273472,998.4272549987988,1033.1503166404138,1068.4703005653423,1104.3872042978633,1140.9010264138292,1178.011764773535,,,,,,,,,,,,,,,,,,,
108.63981963500746,81.75720866466494,67.6841673576703,50.70618721024849,50.53339219136498,49.50296793139816,36.64595475558565,25.777783150941218,13.128746166831888,6.666226337115688,7.959672461289358,9.850093906786071,12.337490538419445,15.421862229820363,19.103209193382725,23.381530130554722,28.25682599036253,33.72909600289404,39.79834005265792,46.46455774556213,53.72774878763087,61.58791277729827,70.04504934330114,79.09915803259423,88.75023839368396,98.99828994665003,109.84331215234647,121.2853051341547,133.3242663227095,145.96019713058413,159.19309612415617,173.02296277577636,187.44979628343614,202.47359596882117,218.09436102953347,234.31209069211167,251.1267841062027,268.53844041223624,286.5470587447724,305.15263812949416,324.3551776543205,344.1546763162954,364.5511331004674,385.5445469548248,407.1349167933381,429.3222532446098,452.10651994549136,475.4877510473041,499.4659332582711,524.0410656762456,549.2131469233781,574.9821756552201,601.34815059313,628.3110702728948,655.8709333875029,684.027738402321,712.781484148102,742.1321683864394,772.0798117695847,802.6243480330897,833.7658719719017,865.5042646102363,897.8396201322468,930.7719048499994,964.3011170274248,998.4272549051448,1033.1503166407874,1068.4703004038217,1104.3872042978119,1140.9010264118615,1178.011764774728,,,,,,,,,,,,,,,,,,,
103.19568839646047,87.49435457923533,69.8635305402153,52.689366526005415,52.443043942330405,50.05700691450451,47.81547388382742,35.94296659270759,25.959874785852605,18.461428381643373,6.96474944418452,8.65614314608365,10.9445494833858,13.829928259750204,17.312283381119016,21.391613275406257,26.067917848532375,31.34119666281441,37.21145195879183,43.678676405519866,50.74288025054386,58.40406219835094,66.66219608026165,75.51731455708745,84.96940470305626,95.01846682682012,105.66449879697308,116.90750160773803,128.74747415482682,141.18441586033117,154.21832607369458,167.84920415763727,182.07704936687472,196.90186102214744,212.32363834788683,228.34238310779125,244.95808683354255,262.17075635949516,279.98038814565643,298.3869817135547,317.3905351014441,336.99104913754877,357.18852001636566,377.9829493480008,399.37433531793454,421.36267550325414,443.9479972948369,467.1302183612383,490.9094180662993,515.2855682709992,540.2586677812828,565.8287152423048,591.9957093641151,618.7596487643889,646.1205320531569,674.0783578842617,702.6331245380513,731.7848309261635,761.5334749858262,791.8790556218022,822.8215710245229,854.361019645934,886.4973997422586,919.2307182461136,952.5609476797949,986.4881120286202,1021.0122008284868,1056.1332123261845,1091.8511446330556,1128.1659958413138,1165.0777639244805,,,,,,,,,,,,,,,,,,,
100.42295563178169,82.0260652266457,65.96633446173428,63.96447487701141,56.57526678192971,47.28559680300242,49.27503008067197,44.06643224582615,43.19509953000414,45.80804784969044,38.05846256327527,31.196301948475366,10.945390881267429,13.829928259004362,17.31228597191341,21.39161327510709,26.067918505700504,31.341196662611537,37.21145033032241,43.678676405285046,50.74287726204227,58.40405000157074,66.66219684308544,75.51731447263168,84.96942570437506,95.0184663177024,105.66449880198724,116.90750159972794,128.74747415342964,141.18441586697267,154.21832607488113,167.84920414475846,182.0770493685203,196.90186722172427,212.32363834716858,228.3423805639463,244.95808684604705,262.17075632360877,279.98038817109824,298.3869813865137,317.3905744014196,336.99104831416764,357.18852004625353,377.9829491714105,399.3743347002073,421.3626755046753,443.9479849237425,467.1302183612281,490.9094181789658,515.2855682710317,540.2586678130596,565.8287152421537,591.9957094111048,618.7596487637024,646.1205320570799,674.0783577980127,702.6331245794045,731.7848307779802,761.5334750096551,791.8790556002511,822.8215710319192,854.3610196266633,886.4973999484928,919.2307096705266,952.5609477236524,986.488111999782,1021.0122115735312,1056.1332123255384,1091.851162507931,1128.165995800519,1165.0777639392804,1202.5864470166043,,,,,,,,,,,,,,,,,,
