0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
132.92999281572884,106.42110324200664,89.70577351182007,60.10943514751844,52.68077320737936,54.50929037424481,37.81520884031971,39.80319530429614,36.77069791021893,36.338165283203125,31.873739049042968,27.40625,8.221954345703125,10.646026611328125,13.730377197265625,17.411773681640625,21.690093994140625,26.56539856374752,32.03766963307305,38.106915252229214,44.773133894444555,52.03631591796875,59.896484375,68.35357666015625,77.4077385181294,87.05882123634834,97.30682373046875,108.15188598632812,119.5938720703125,131.63284301757812,144.26876831054688,157.5016632080078,171.33155822753906,185.75836181640625,200.7821807861328,216.402962220998,232.62066650390625,249.4353790283203,266.84703063964844,284.8556690705953,303.4612398147583,322.66375732421875,342.46324157714844,362.85975569658723,383.8531735583664,405.4435119628906,427.6308288574219,450.4150695800781,473.796391662909,497.7745847091642,522.3497161865234,547.521728515625,573.290771484375,599.6568908691406,626.6198120117188,654.1796569824219,682.33642578125,711.0901489257812,740.44091796875,770.3884887695312,800.9329833984375,832.074462890625,863.8128662109375,896.1483154296875,929.0805053710938,962.6096801757812,996.736083984375,1031.4590454101562,1066.7791748046875,1102.696044921875,1139.209716796875,1176.3204345703125,1214.028076171875,1252.3327026367188,1291.234130859375,1330.7325439453125,1370.8277587890625,1411.519775390625,1452.8092041015625,1494.6951904296875,1537.177978515625,1580.2578125,1623.934326171875,1668.2080078125,1713.0782470703125,1758.545654296875,1804.610107421875,1851.27099609375,1898.529296875,1946.384033203125,1994.8359375,2043.8846435546875,2093.530029296875,2143.7725830078125,,
111.78355201976689,74.24287069665684,75.67420574485965,65.50774204797122,60.87969489490874,55.88753135105836,48.69270068164232,50.84780320902436,53.6029057364064,42.82265478326616,41.22689516536127,40.959034790964665,38.94340800491949,34.48696016277893,21.28839111328125,13.922637939453125,15.720362976275965,18.605712890625,22.08809014003407,26.167417868034704,30.843719482421875,36.116973876953125,41.98724365234375,48.454437255859375,55.51867018775508,63.179840087890625,71.43795776367188,80.2930908203125,89.74517822265625,99.79424272342877,110.44026184082031,121.6832275390625,133.5232406227586,145.96014404296875,158.99407992238713,172.62493896484375,186.85277557373047,201.67759943479462,217.0993423461914,233.11810644338016,249.7337989807129,266.9464416503906,284.75604724884033,303.16268052688355,322.1662263276282,341.7667236328125,361.9641647338867,382.75856018066406,404.1499964331208,426.13832786174135,448.72361529048374,471.9058074951172,495.6849670410156,520.0612030029297,545.0342712402344,570.6043090820312,596.7712707519531,623.5351867675781,650.8961791992188,678.8539428710938,707.4086303710938,736.560302734375,766.3088989257812,796.6546630859375,827.5971069335938,859.136474609375,891.2728881835938,924.0061645507812,957.3364868164062,991.2635498046875,1025.78759765625,1060.9085693359375,1096.6264038085938,1132.9412841796875,1169.85302734375,1207.3616333007812,1245.46728515625,1284.169677734375,1323.4694213867188,1363.3656005859375,1403.858642578125,1444.948974609375,1486.6357421875,1528.919677734375,1571.80029296875,1615.278076171875,1659.352783203125,1704.024169921875,1749.292724609375,1795.15771484375,1841.6201171875,1888.67919921875,1936.3349609375,1984.587890625,2033.436767578125,2082.883544921875
114.33136009318315,81.17750733969666,65.91404671524975,41.03676746944586,38.200373839392796,37.5946811649402,23.170271753814575,17.671004296419483,8.357920108472513,9.850067138671875,11.939510876419035,14.625885009765625,17.90924072265625,21.78955078125,26.266876220703125,31.3411865234375,37.012451171875,43.28069629778298,50.14590618881692,57.60807800292969,65.66724077762728,74.32334899902344,83.57646179199219,93.42649841308594,103.87357524873556,114.9176057128739,126.55851745605469,138.7965087890625,151.63140869140625,165.06332397460938,179.0921630859375,193.71797943115234,208.94078063964844,224.76050567626953,241.17725326786078,258.19091796875,275.8015441894531,294.0091733932495,312.81371879577637,332.2152666219806,352.2137451171875,372.8091735839844,394.00152587890625,415.7909417569133,438.1772494328162,461.16046142578125,484.7406921386719,508.9178009033203,533.6920017192786,559.063062463729,585.0310731289107,611.5960083007812,638.7579040527344,666.516845703125,694.8725891113281,723.8252868652344,753.3749084472656,783.5214538574219,814.26513671875,845.6055297851562,877.5429077148438,910.0771484375,943.2083740234375,976.9365844726562,1011.2616577148438,1046.1836547851562,1081.702880859375,1117.818603515625,1154.5315551757812,1191.8412475585938,1229.747802734375,1268.2512817382812,1307.3515625,1347.0491943359375,1387.3433837890625,1428.234375,1469.722412109375,1511.8072509765625,1554.4892578125,1597.7679443359375,1641.6436767578125,1686.1162109375,1731.1854248046875,1776.851806640625,1823.11474609375,1869.97509765625,1917.43212890625,1965.4857177734375,2014.1365966796875,2063.3839111328125,2113.2286376953125,2163.6700439453125,2214.7081298828125,2266.34326171875,,
114.11763839152636,66.8499994077468,53.90975844760476,41.19162402180888,16.308595841379315,8.010650907041281,8.357658506030646,9.850067138671875,11.939510792184649,14.6258544921875,17.909263214727787,21.789581298828125,26.26690673828125,31.341156005859375,37.012451171875,43.28070086563963,50.1458740234375,57.60807800292969,65.667236328125,74.3233642578125,83.57644653320312,93.42649841308594,103.87358373506237,114.91757202148438,126.55857903330218,138.79649353027344,151.6314239501953,165.06333443186847,179.0921630859375,193.71800231933594,208.9407730102539,224.76053619384766,241.1772575378418,258.19092178344727,275.80158925671253,294.0091800689697,312.81372833251953,332.215274810791,352.2137451171875,372.809209004384,394.0015869140625,415.79090881347656,438.1772003173828,461.1605290691125,484.74072265625,508.91786193847656,533.6919555664062,559.06298828125,585.0310896370936,611.5960388183594,638.7579345703125,666.5167236328125,694.8724365234375,723.8252935234068,753.3749591321446,783.5215454101562,814.2650146484375,845.60546875,877.542969247915,910.0772943821744,943.20849609375,976.9366455078125,1011.2616577148438,1046.1837768554688,1081.7026977539062,1117.8185424804688,1154.5313720703125,1191.841064453125,1229.7479858398438,1268.25146484375,1307.3518676757812,1347.0491943359375,1387.3433837890625,1428.234619140625,1469.7225341796875,1511.807373046875,1554.4892578125,1597.7679443359375,1641.6436767578125,1686.1163330078125,1731.1856689453125,1776.8521728515625,1823.115234375,1869.9754638671875,1917.431640625,1965.48583984375,2014.13671875,2063.384033203125,2113.228759765625,2163.66943359375,2214.7078857421875,2266.3431396484375,2318.574951171875,2371.403564453125,2424.828857421875,
120.23681207516682,93.81674789382137,77.81232308679753,69.24565602924483,55.85629903369019,49.3134471971338,41.129709040803164,32.88585392626089,33.970671500937385,24.802168061378552,10.976942001374994,13.431915283203125,16.51629638671875,20.1976318359375,24.4759521484375,29.351282713523347,34.82354736328125,40.892791748046875,47.559012670717124,54.82220551031571,62.6823665368546,71.13948059082031,80.193603515625,89.84465026855469,100.09274098292991,110.93776382097724,122.37971496582031,134.418701171875,147.0546417236328,160.28753662109375,174.1173858642578,188.54422760009766,203.56802368164062,219.18878173828125,235.4065311363612,252.22121047973633,269.63285064697266,287.64149475097656,306.2470564842224,325.4496093376547,345.2490921020508,365.6455307006836,386.638916015625,408.22934347017076,430.4166663465995,453.20091247558594,476.58213806152344,500.5602722167969,525.1354865522405,550.3075635756253,576.0765912505358,602.4425354003906,629.4054565429688,656.965342917528,685.1221469891091,713.8758929457504,743.2265625,773.1741333007812,803.7187487046644,834.8602502357041,866.5986328125,898.9338989257812,931.8661499023438,965.3953857421875,999.521484375,1034.2445068359375,1069.5646921788339,1105.4815673828125,1141.9954012075332,1179.1061371957057,1216.8137817382812,1255.1182861328125,1294.0197143554688,1333.518310546875,1373.613525390625,1414.3055419921875,1455.5946044921875,1497.48046875,1539.9635009765625,1583.043212890625,1626.719970703125,1670.99365234375,1715.864013671875,1761.3314208984375,1807.395263671875,1854.0565185546875,1901.314697265625,1949.16943359375,1997.621337890625,2046.6695556640625,2096.3153076171875,2146.557861328125,2197.39697265625,,,
139.57571801712382,100.82492973039535,75.59957904958273,68.93560199535395,70.24522931700281,56.733087601147076,47.33853962087926,49.797949650335454,47.010375583433586,50.57731005258529,46.57135571822732,43.224029541015625,30.346001717615025,15.985137939453125,17.312255859375,21.3916015625,26.067901611328125,31.3411865234375,37.21145262850598,43.67868040249982,50.74287825903443,58.40403747558594,66.66218566894531,75.51727294921875,84.96940612792969,95.01847006866024,105.66447448730469,116.90750122070312,128.74748088525698,141.18442088152798,154.21832275390625,167.8491973876953,182.07704162597656,196.90184783935547,212.3236312866211,228.34237670898438,244.95806503295898,262.1707534790039,279.98036766052246,298.38698399711853,317.3905258178711,336.99101638793945,357.18846893310547,377.9829524212404,399.37433868532173,421.36265563964844,443.94793701171875,467.13014221191406,490.9094269390156,515.2855751093657,540.2586669921875,565.8286743164062,591.9956665039062,618.7596614867181,646.1205497483977,674.078371320099,702.6331334461888,731.7847900390625,761.5334925465593,791.8790893554688,822.821533203125,854.3609619140625,886.4972534179688,919.2306518554688,952.5608520507812,986.4879760742188,1021.0123291015625,1056.13330078125,1091.8512573242188,1128.1660766601562,1165.0778198242188,1202.58642578125,1240.69189453125,1279.3945922851562,1318.6939086914062,1358.5902099609375,1399.0833740234375,1440.1734619140625,1481.8607177734375,1524.14453125,1567.0252685546875,1610.5030517578125,1654.5775146484375,1699.2491455078125,1744.517333984375,1790.3828125,1836.844970703125,1883.90380859375,1931.56005859375,1979.8123779296875,2028.6624755859375,2078.1090087890625,2128.15234375,2178.792724609375,2230.029052734375,
119.47830062070256,82.76916381524165,63.79385955499728,56.36240660642301,43.50927118738059,44.8997660910876,38.091469047744,34.079909541895915,30.584246647795283,22.350552866899193,19.02880859375,7.4622802734375,9.55157470703125,12.23797607421875,15.52130126953125,19.40167236328125,23.878997802734375,28.95329885905238,34.62455974971721,40.892796675802686,47.7580054982501,55.220184326171875,63.27934265136719,71.9354248046875,81.1885722581464,91.03864501609769,101.48564147949219,112.52969360351562,124.17066955566406,136.40863037109375,149.24354553222656,162.67543029785156,176.7042999267578,191.3301010131836,206.55290985107422,222.3726721140594,238.78936386108398,255.8030662536621,273.4136962890625,291.6213258243087,310.4258804321289,329.82738494873047,349.82585525512695,370.42135388995064,391.6137561721336,413.403076171875,435.7893829345703,458.77259826660156,482.3529067947444,506.5300766330822,531.3041839599609,556.6752014160156,582.6431884765625,609.208231079544,636.3701443211819,664.1289869597124,692.4847717285156,721.4374694824219,750.9871730429347,781.1337739109155,811.8772583007812,843.2177124023438,875.1550903320312,907.6895141601562,940.8206787109375,974.548828125,1008.8741068521888,1043.796142578125,1079.315102917611,1115.4309960891387,1152.1437377929688,1189.4534301757812,1227.3600463867188,1265.8635864257812,1304.9640502929688,1344.661376953125,1384.95556640625,1425.8466796875,1467.3349609375,1509.419921875,1552.1015625,1595.3804931640625,1639.2559814453125,1683.7286376953125,1728.7978515625,1774.4642333984375,1820.7275390625,1867.58740234375,1915.044677734375,1963.0982666015625,2011.7491455078125,2060.996826171875,2110.8411865234375,,,
136.82343224742328,108.84505818444492,74.81383432635548,71.370245058129,65.46299281780026,51.156810739318956,52.49718341237107,54.374977923250356,50.78138135240985,48.097849438925294,44.898414805199764,32.64947154562094,25.61795461539043,12.63751220703125,15.720306396484375,19.40169012010847,23.67999267578125,28.5552978515625,34.02757518523197,40.09682093448549,46.76303273476026,54.026214599609375,61.886383056640625,70.343505859375,79.39763151270202,89.04871165438519,99.29673767089844,110.14178267511113,121.58377075195312,133.62273375022397,146.25863647460938,159.49151611328125,173.3214111328125,187.74823760986328,202.77204132080078,218.39280700683594,234.6105194091797,251.42523193359375,268.83687019348145,286.8455102290549,305.4510717391968,324.65359115600586,344.4530715942383,364.84958028375047,385.8429926873181,407.43333435058594,429.6206512451172,452.40489196777344,475.7862243652344,499.76438903808594,524.3395080566406,549.5115051269531,575.2805786132812,601.6466369628906,628.6095581054688,656.16943359375,684.326171875,713.0798950195312,742.4306335449219,772.3782043457031,802.9227294921875,834.064208984375,865.8025512695312,898.1380615234375,931.0703125,964.5994262695312,998.7257080078125,1033.44873046875,1068.7688598632812,1104.6857299804688,1141.199462890625,1178.3101196289062,1216.0177001953125,1254.3223876953125,1293.2238159179688,1332.7220458984375,1372.8173828125,1413.509521484375,1454.7987060546875,1496.6846923828125,1539.16748046875,1582.2474365234375,1625.9239501953125,1670.1976318359375,1715.0677490234375,1760.5352783203125,1806.599853515625,1853.2607421875,1900.518798828125,1948.3734130859375,1996.8253173828125,2045.8741455078125,,,,
118.81067604450047,95.58650564993766,78.86277255281036,58.31559433722617,60.9162931940302,58.9291953534707,41.94608870865943,43.965605280252134,41.4716803657837,41.11711097916066,30.45343883094347,31.45437828172942,26.876617431640625,11.712460221887,11.939453125,15.421844482421875,19.501190185546875,24.177490234375,29.450780136442745,35.321014404296875,41.78826275382738,48.85246276855469,56.51362609863281,64.771728515625,73.6269056887522,83.07900007906028,93.12802124023438,103.77407836914062,115.01708984375,126.85707092285156,139.2939910888672,152.32789611816406,165.95880126953125,180.18663024902344,195.01145935058594,210.43325519044612,226.45197296142578,243.06769561767578,260.2803611755371,278.09001201746463,296.49659538269043,315.5001287460327,335.1006317138672,355.2981586621619,376.0925921903687,397.48394775390625,419.4722900390625,442.05755615234375,465.23987857450413,489.01908323748535,513.3952331542969,538.3682556152344,563.9383239746094,590.1053990161797,616.8693435956106,644.2302298692196,672.1880493164062,700.7427978515625,729.894541285405,759.6431869751411,789.9887084960938,820.9312133789062,852.4706420898438,884.6071166992188,917.34033203125,950.6705322265625,984.5978954179358,1019.1219845833868,1054.24297816226,1089.9609210741305,1126.2757568359375,1163.1875,1200.696044921875,1238.8017578125,1277.5042724609375,1316.8035888671875,1356.699951171875,1397.193115234375,1438.283447265625,1479.970458984375,1522.254150390625,1565.1351318359375,1608.6126708984375,1652.6875,1697.358642578125,1742.6273193359375,1788.49267578125,1834.9547119140625,1882.013916015625,1929.669677734375,1977.922607421875,2026.7724609375,2076.2188720703125,2126.262451171875,,
118.39545779529567,93.73651187612361,83.70230939655136,64.47485632148496,56.874831957130425,47.47249639226635,48.6630826976901,48.28731345624752,42.66553365396152,37.17327641462782,31.73191569343487,26.75744040292409,25.10012585342548,16.2379150390625,15.52130126953125,19.40167236328125,23.878997802734375,28.95330204403416,34.62456357619658,40.89279831640033,47.75800650293195,55.22016906738281,63.27934265136719,71.9354248046875,81.18857509649834,91.03864737025748,101.48565673828125,112.52969360351562,124.17066955566406,136.40864256653668,149.24354553222656,162.67543029785156,176.7042999267578,191.3301010131836,206.55290985107422,222.37267303466797,238.78936386108398,255.8030662536621,273.41370010375977,291.62132600393375,310.4258794784546,329.82738494873047,349.8258514404297,370.4213533606287,391.6137562352337,413.40309143066406,435.7893829345703,458.77259826660156,482.3529070913696,506.5300775848266,531.3041687011719,556.6751708984375,582.6431884765625,609.2082365739939,636.3701408974749,664.1289855536647,692.4847717285156,721.4374694824219,750.9871714109086,781.1337730300438,811.8772583007812,843.2177124023438,875.1550903320312,907.6895141601562,940.8206787109375,974.548828125,1008.8741455078125,1043.796142578125,1079.3152465820312,1115.4310913085938,1152.1437377929688,1189.4534301757812,1227.3599853515625,1265.8636474609375,1304.9640502929688,1344.661376953125,1384.95556640625,1425.8466796875,1467.3349609375,1509.419921875,1552.1015625,1595.3804931640625,1639.2559814453125,1683.7286376953125,1728.797607421875,1774.4642333984375,1820.7275390625,1867.58740234375,1915.044677734375,1963.09814453125,2011.7491455078125,2060.9969482421875,2110.8411865234375,,,
