0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
114.34767938359269,3642.550830000001,749.9999999999994,81519.85151999995,750.0000000000031,20859.724830000003,749.9999999999989,2095.183470000001,90.25458957181615,10350.9169921875,118.09056091308594,0.3696299999999155,109.17152599341614,94.41583016668073,70.48408508300781,128.00330737753066,71.95675157026861,937.9686279296875,97.3026123046875,77.77384948730469,66.59266662597656,3687.6471055632096,94.70669555664062,80016.1640625,258.4399108886719,19182.96875,491.28204345703125,6876.587890625,446.66058349609375,3756.91796875,122.95857238769531,4357.521127442637,128.92431640625,14497.56640625,474.74830627441406,57821.56850242417,550.6607513427734,50167.1328125,587.1217956542969,15886.5625,494.2679901123047,96118.796875,161.0349578857422,126847.53125,107.26222229003906,69451.609375,124.69917297363281,88461.6015625,124.49000549316406,21311.474609375,135.26675415039062,2504.543212890625,128.29751586914062,5619.19921875,118.09388732910156,1049.6168212890625,101.8536376953125,296.54208183288574,105.92819213867188,4196.33740234375,110.76600646972656,54.16569519042969,110.75375366210938,7986.10302734375,115.02076721191406,66.14453125,205.07105255126953,3100.427734375,129.86256408691406,90.20272827148438,113.17973327636719,1107.533447265625,131.46473693847656,85.64366149902344,105.78317260742188,11668.716796875,106.17813110351562,33224.7578125,135.2393341064453,21684.09375,111.58740234375,14185.349609375,118.92366027832031,34698.3203125,124.53746032714844,19963.0078125,119.85835266113281,710.9226684570312,107.53312683105469,7855.7119140625,110.72540283203125,20351.673828125,128.50942993164062,49438.6171875,118.16876220703125,,
127.15659666311214,3642.550830000001,749.9999999999994,81519.85151999995,750.0000000000031,20859.724830000003,749.9999999999989,2627.71142578125,70.35809326171875,10350.9169921875,176.81184669304957,129.78344925451609,90.15596008300781,105.37374877929688,82.62958957842017,125.75467762355882,52.31892395019531,1146.0440673828125,112.67527770996094,84.25222778320312,75.26567077636719,3855.18007109291,121.1942138671875,80016.1640625,113.77128601074219,19182.96875,117.65830993652344,6876.587890625,131.24050903320312,3734.3583984375,134.86767578125,4357.521154228254,122.685302734375,14497.56640625,136.30081176757812,57821.570382960716,126.51539611816406,50167.12437579256,123.24043273925781,15886.5615234375,138.21177673339844,96164.54209119857,136.4432373046875,121043.421875,95.73992919921875,69073.3046875,101.79386901855469,91902.015625,131.40769958496094,21311.4765625,91.62258911132812,2504.543212890625,99.47000122070312,5619.19921875,120.86470031738281,1049.6168212890625,119.48373413085938,296.54208183288574,332.04286193847656,7551.68115234375,147.80892944335938,215.94672393798828,161.62228393554688,8098.1923828125,125.26412963867188,56.191925048828125,147.17698669433594,3100.427734375,153.46705627441406,99.06332397460938,140.9324188232422,1107.5333862304688,124.82473754882812,107.0828857421875,96.5621337890625,11668.716796875,115.42776489257812,33224.7578125,134.43128967285156,21684.09375,333.6385612487793,13493.232421875,206.6711883544922,37590.6953125,239.26639556884766,19963.0078125,127.60859680175781,710.9226684570312,124.25140380859375,7855.7119140625,108.48333740234375,22460.375,117.54240417480469,49438.6171875,125.76423645019531,,
118.26633038728568,3642.550830000001,749.9999999999994,81519.85151999995,750.0000000000031,20859.724830000003,749.9999999999989,2095.183470000001,111.93375020737113,10350.9169921875,103.66041564941406,21.593852667000363,102.51884460449219,133.9035186767578,107.58022343280498,129.83418821862912,70.13123428279832,1108.05810546875,92.54067399737687,57.0277099609375,38.265920826877505,3735.118802295373,144.55361938476562,78762.3515625,144.87307117440096,19182.96875,536.7573394775391,6876.587890625,381.4220504760742,3734.3583984375,166.6865692138672,4357.52115558808,351.5240287660936,14497.56640625,137.81427001953125,57821.56929113813,194.48180389404297,46513.8203125,112.37362670898438,15886.5615234375,189.46412658691406,96164.54184090931,140.57110595703125,126847.5225693935,140.8333282470703,69451.5974306538,137.51339721679688,91185.5390625,146.83656311035156,21299.529296875,126.71878051757812,2504.543076521259,134.2352752685547,5619.197884196724,112.14852905273438,1049.6167499999995,113.21098327636719,296.54208183288574,104.896728515625,4196.33740234375,125.04196166992188,67.07855224609375,118.63645935058594,7954.083984375,107.59083557128906,42.95867919921875,87.5899658203125,3100.427734375,94.25994873046875,124.33883666992188,123.55169677734375,1107.5333862304688,104.38212585449219,76.60130310058594,109.79151916503906,11668.716796875,115.33372497558594,33224.7578125,124.81671142578125,21684.09375,129.0929718017578,14185.349609375,124.18568420410156,38157.63671875,135.416015625,19963.0078125,121.42791748046875,710.9226684570312,120.39631652832031,7855.7119140625,111.16288757324219,21060.978515625,141.8502655029297,49438.6171875,106.0029296875,,
109.31222898209617,3716.6569672111136,730.3372111037565,81224.17930534795,730.185807051238,21022.13345163185,736.0865284560821,2095.183470000001,121.14548943225387,10350.9169921875,101.89181518554688,65.14845157164024,140.17728034104493,120.68074625240166,99.38311399601699,109.22412109375,53.97447204589844,1266.01220703125,104.63133239746094,85.86131286621094,76.21270751953125,4004.188842591827,109.41755676269531,80016.1640625,128.23899841308594,19182.96875,441.38153076171875,6876.587890625,133.37661743164062,3734.3583984375,142.7443389892578,4698.56103515625,120.48692321777344,14497.56640625,123.10494995117188,57821.578125,118.19877624511719,48196.23828125,117.96186828613281,15886.5625,125.32778930664062,96164.546875,119.79106140136719,126847.53125,126.72293090820312,69451.609375,124.08360290527344,91902.015625,93.24127197265625,21311.474609375,119.08224487304688,2462.950927734375,103.06233215332031,5482.13916015625,118.785400390625,1112.4371337890625,125.26850891113281,296.54208183288574,115.33505249023438,4196.33740234375,114.13661193847656,74.41944885253906,117.8948974609375,7954.083984375,147.81573486328125,435.7554626464844,503.41796875,3733.7763671875,363.6046257019043,132.3132781982422,184.80594635009766,1107.533447265625,135.0782012939453,71.77822875976562,108.0931396484375,11668.716796875,125.82420349121094,33224.7578125,159.57786560058594,21684.09375,195.1912384033203,14185.349609375,169.59840393066406,37559.29296875,140.60000610351562,19963.0078125,153.7198028564453,734.1559753417969,143.2128143310547,7855.7119140625,141.82186889648438,22460.375,123.73851013183594,46772.84765625,124.22308349609375,43518.40234375,
135.33953140880166,3642.550830000001,749.9999999999994,81519.85151999995,750.0000000000031,20859.724830000003,749.9999999999989,2361.018554070988,115.08851623535156,10350.9169921875,101.37839267420907,0.3696299999999155,140.87609768045016,104.09430810839004,99.31036376953125,133.5594940185547,77.99247741699219,926.0740356445312,95.68679809570312,88.70858764648438,81.06803894042969,3687.64709212748,120.96884570777627,80016.1640625,109.48097229003906,19182.96875,128.44363403320312,6876.587890625,119.66160583496094,3734.3583984375,107.829345703125,4357.521149719513,120.19775390625,14497.56640625,123.39777267988472,57821.56868689448,112.91960144042969,50167.12367478863,121.78736877441406,15886.5615234375,132.19979858398438,96164.54213959943,94.001953125,126847.52023921332,100.58964538574219,68645.421875,112.5782470703125,91747.3984375,114.11845397949219,21311.472270000013,111.79843139648438,2504.54307,117.46359252929688,5619.19873046875,134.79908752441406,1049.6168212890625,208.09891510009766,296.54208183288574,112.63870239257812,4220.150146484375,110.79325866699219,67.99514770507812,118.81513977050781,8098.1923828125,101.440673828125,36.985626220703125,110.93377685546875,3100.427734375,242.62743377685547,761.489990234375,310.48272609710693,1107.5333862304688,148.13690185546875,86.9083251953125,137.28857421875,11668.716796875,359.6150550842285,40718.44921875,524.5022888183594,21684.09375,112.45332336425781,10240.041015625,125.42161560058594,36734.02734375,126.68009948730469,19963.0078125,128.93890380859375,710.9226684570312,127.71369934082031,7347.2978515625,113.11041259765625,22352.48828125,121.02223205566406,49438.6171875,,,
107.01059590058355,3642.550830000001,749.9999999999994,81519.85151999995,750.0000000000031,20859.724830000003,749.9999999999989,2095.183470000001,116.42519242311033,10350.9169921875,147.99551495269034,128.04784546902016,137.30068969726562,114.88687559664652,106.66577800155429,136.07528686523438,89.56976131824092,986.05810546875,109.45230102539062,83.56527709960938,64.95199584960938,3822.182134603721,134.34371948242188,80016.1640625,174.88924407958984,19788.681640625,361.36850357055664,7675.39013671875,258.6504211425781,3734.3583984375,115.19029235839844,4357.521484375,146.74671936035156,14201.3505859375,126.94082641601562,57821.578125,120.87705993652344,50167.1328125,124.93235778808594,15886.5615234375,132.76719665527344,92127.9453125,90.45742797851562,126847.53125,140.2910919189453,69451.609375,125.98320007324219,91902.015625,123.17460632324219,21311.474609375,120.33247375488281,2504.543212890625,116.29428100585938,5619.19921875,123.8624267578125,1049.6168212890625,122.23649597167969,296.54208183288574,116.02975463867188,4196.33740234375,109.01863098144531,68.60281372070312,129.17433166503906,7954.083984375,131.9775848388672,27.732025146484375,114.41494750976562,3100.427490234375,130.43670654296875,109.49356079101562,675.2608642578125,646.0895080566406,129.89451599121094,99.15669250488281,112.26217651367188,11668.716796875,125.57919311523438,33224.7578125,211.12067413330078,21684.09375,126.96470642089844,14185.349609375,143.075927734375,38157.63671875,643.6481323242188,19963.0078125,727.4779052734375,907.1466064453125,675.394287109375,7855.7119140625,723.4806823730469,22460.375,657.7414855957031,47427.28515625,223.41455078125,40649.57421875,
108.97370349016828,3809.2801763023663,727.3839421153677,80939.91543751405,725.9949590570963,21211.82846333534,725.9949590570922,2095.183470000001,132.7185732852511,10387.0654296875,148.678955078125,228.31268310546875,127.59585571289062,121.17441647062853,103.0475422388865,127.93353476070752,84.1898193359375,926.0740356445312,134.1390380859375,112.76475820040173,90.45703563886977,3687.647084726159,130.61392211914062,80016.1640625,113.2333984375,19182.96875,131.181640625,6876.587890625,120.59152221679688,3734.3583984375,118.59512329101562,4695.99169921875,138.9449005126953,14497.56640625,116.40419006347656,57821.578125,179.87664794921875,50167.1328125,130.0468292236328,15886.5615234375,160.80738830566406,96164.546875,123.72605895996094,126847.53125,191.9768829345703,69451.609375,133.1110382080078,91774.34375,184.41194915771484,21256.453125,123.20521545410156,2504.543212890625,182.06236267089844,5619.19921875,97.71878051757812,1049.6168212890625,125.16885375976562,296.54208183288574,123.13034057617188,4532.87744140625,83.33238220214844,72.99136352539062,117.03067016601562,7954.083984375,601.4621887207031,23.103515625,174.95286560058594,3100.427734375,739.5429382324219,90.20272827148438,599.7890625,1448.073486328125,189.2244110107422,89.42576599121094,167.39999389648438,12652.65625,416.51747131347656,42400.49609375,131.20001220703125,21849.3984375,165.8221893310547,14185.349609375,188.374267578125,38157.63671875,106.21368408203125,19963.0078125,126.3511962890625,675.7215576171875,101.86216735839844,6990.369140625,138.88284301757812,22460.375,116.75581359863281,,,,
131.2045831340009,3642.550830000001,749.9999999999994,81519.85151999995,750.0000000000031,20859.724830000003,749.9999999999989,2177.259551495684,125.76812345443307,10350.9169921875,165.5466766357422,115.8542184194203,138.29090881347656,106.73715209960938,83.68632507324219,127.70449829101562,55.24652099609375,1206.0281372070312,87.04684448242188,59.67864990234375,56.75019836425781,3822.18214813642,126.37782287597656,80016.1640625,112.96424865722656,19182.96875,390.4751739501953,6876.587890625,120.11056518554688,3734.3583984375,165.6979217529297,4357.521240234375,126.96458435058594,14497.56640625,657.1781921386719,65984.8515625,442.166748046875,50167.1328125,126.42233276367188,15886.5615234375,104.83807373046875,87892.6796875,121.02702331542969,126087.8828125,109.45729064941406,67570.5390625,161.11285400390625,91902.015625,545.2462158203125,17218.005859375,406.1457214355469,2504.543212890625,500.8345031738281,5619.19921875,410.5105438232422,1195.9804077148438,112.07289123535156,337.4357109069824,81.114501953125,4196.33740234375,108.83511352539062,69.20492553710938,111.98513793945312,8058.841796875,115.46006774902344,20.46832275390625,117.52412414550781,3196.72607421875,106.00407409667969,90.20272827148438,120.11276245117188,1107.5333862304688,138.30543518066406,104.77700805664062,117.16622924804688,12158.2158203125,111.02796936035156,33224.7578125,135.0206756591797,21684.09375,120.30772399902344,14185.349609375,139.46966552734375,38157.63671875,101.63786315917969,19963.0078125,117.55502319335938,710.9226684570312,121.792724609375,7855.7119140625,106.70565795898438,21545.544921875,102.14155578613281,45836.8125,103.94660949707031,46864.40625,
119.69847080964814,3716.6569672111136,730.3374417801123,81224.31850247952,730.2769837091466,21022.13345163185,736.0566377568614,2095.183470000001,111.93998445791831,10350.9169921875,171.0320695725333,270.4282646179199,150.26058959960938,113.09561157226562,131.2442626953125,117.37394714355469,79.70162963867188,986.05810546875,96.25425720214844,78.18675571059822,45.556412870640656,3687.647081411836,118.56643676757812,80016.1640625,131.18612670898438,19182.96875,367.19744873046875,6876.587890625,125.42233276367188,3734.3583984375,123.04237365722656,4501.53662109375,292.3924603462219,14497.56640625,151.42031860351562,58799.6171875,408.4800109863281,46675.6953125,144.8699951171875,14509.568359375,242.2524642944336,96164.546875,94.17715454101562,126847.5234375,243.9406280517578,69451.609375,124.6295166015625,91902.015625,111.28070068359375,21311.474609375,135.92153930664062,2504.543212890625,113.66107177734375,5619.19873046875,121.41557312011719,1049.6168212890625,110.96279907226562,296.54208183288574,104.68695068359375,4305.662353515625,171.55381774902344,49.046600341796875,105.17875671386719,7954.083984375,96.17393493652344,34.350433349609375,104.40692138671875,3100.427490234375,112.25930786132812,146.7076873779297,650.6481323242188,1385.9710693359375,616.6728515625,95.032958984375,123.30194091796875,11668.716796875,631.6931762695312,39304.3984375,114.80218505859375,21684.09375,748.5410766601562,14185.349609375,416.3083724975586,41469.3671875,428.82379150390625,19175.263671875,541.4076080322266,1105.642822265625,515.5319213867188,7855.7119140625,109.50730895996094,22460.375,,,,,
105.85527306777897,3745.5429032592842,727.3670810333946,81127.62847217405,727.2913250252933,21082.847275230986,725.9949590570922,2095.183470000001,124.77378845214844,10350.9169921875,136.17408752441406,148.3887927956897,140.4894256591797,127.89163769391732,104.72053527832031,127.80810546875,96.38783264160156,926.0740356445312,127.70314025878906,93.966796875,83.98333740234375,3757.5470725289256,116.2862548828125,80016.1640625,118.43659973144531,19182.96875,115.78250122070312,6876.587890625,138.76243591308594,3734.3583984375,106.52935791015625,4357.521240234375,122.49365234375,12888.7529296875,123.02328491210938,57821.57421875,149.99827575683594,50167.1328125,120.44874572753906,15886.5615234375,114.66302490234375,96164.546875,111.60858154296875,126847.53125,116.29470825195312,69451.609375,147.74961853027344,91902.015625,115.93612670898438,21045.23828125,125.93479919433594,2504.543212890625,109.08181762695312,4778.43505859375,123.87986755371094,1062.204833984375,126.74537658691406,340.65752029418945,112.95234680175781,4196.33740234375,131.29701232910156,71.63319396972656,149.014404296875,7954.083984375,99.4683837890625,89.92924499511719,96.80093383789062,3100.427734375,433.1611022949219,90.20272827148438,117.26470947265625,1107.5333862304688,499.7467803955078,138.62799072265625,82.15586853027344,11668.716796875,149.8429718017578,33224.7578125,122.78948974609375,21684.09375,135.8181610107422,14185.349609375,71.36802673339844,38157.63671875,112.31553649902344,19963.0078125,110.685302734375,734.1559753417969,126.07041931152344,7855.7119140625,125.24411010742188,22460.375,120.3968505859375,49438.6171875,114.12106323242188,45067.23046875,
