mof
1895654.3621790858
1902165.121055195
1899586.2069630406
1900793.0254662123
1900055.5601882103
1903385.7273418172
1898198.8367340947
1899608.7461703273
1900092.4481838844
1899206.564648754
1900203.5804025426
1899295.135586883
1900252.0094156512
1901197.9975604175
1898530.8985589938
1899552.7271297309
1874996.17963704
1878500.7168465985
1900671.7317662854
1900984.8440526405
