sr
0.74
0.6799999999999999
0.74
0.72
0.6799999999999999
0.74
0.74
0.73
0.7
0.71
0.76
0.54
0.74
0.75
0.7
0.64
0.73
0.75
0.76
0.71
0.69
0.74
0.62
0.72
0.6799999999999999
0.69
0.74
0.65
0.75
0.73
