0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
2.411450858913943e-10,4.9522064481196446e-06,6.805739998779134e-10,7.743893261556277e-05,1.1727075863133605e-11,0.0026293288415511233,7.444554613359149e-12,0.002438847660180168,1.5923292928114218e-10,0.00011406278697586027,9.650213281472604e-10,0.0005041933149614126,2.2763798574956772e-10,2.7058229789676374e-06,3.7078653782214625e-09,1.477099445737041e-06,3.868110745287451e-09,4.930932338194459e-07,2.5752731648752233e-06,7.862687916424591e-09,6.9959993241860506e-09,3.305924906066914e-06,1.3994051092574445e-07,1.932033203546394e-08,3.9488537804310046e-08,4.805279426764763e-07,1.3593364585653009e-09,5.581627034139056e-07,5.999020626573782e-09,0.00028637915745032667,4.863953185317444e-10,0.007094940762757945,1.0659240069378496e-09,0.0008972658871309462,1.6220410104884961e-09,1.8055387495162786e-06,1.0311338402169832e-09,3.905100905960763e-06,3.991625428193261e-09,3.7039889719628916e-08,3.322534791428497e-07,4.54341912274611e-09,1.801178683426343e-06,3.1986729918018905e-09,1.8710078275536948e-07,8.065343822745933e-09,2.3603996810216776e-06,5.381015351158862e-10,4.399998330793195e-06,2.399921086421544e-09,4.1987363586253465e-11,0.30000000000000326,1.200000000000002,2.700000000000012,4.800000000000008,7.5,10.800000000000022,14.700000000000008,19.20000000000003,24.30000000000003,30.0
3.0402346663212287e-10,3.383923834817752e-06,1.9507665739868e-09,8.90869213734488e-06,1.2014989600184324e-09,1.9928099649817687e-05,9.893532761280644e-11,0.0009903877979746533,6.7892686639826185e-12,2.1143466570948154e-05,1.3605566201928924e-08,3.440830804175911e-07,1.758693682649295e-08,1.3101299623020874e-08,1.604493693762315e-06,3.075239587484688e-09,1.8484067357744234e-05,2.919616486397393e-10,4.4627663006175717e-07,1.401663663048407e-07,8.245064435191209e-09,1.7540982537391406e-06,5.266083318094552e-10,9.917553735427982e-06,3.029414226810637e-10,4.6897760622503865e-06,1.6697746002337231e-09,7.470138388697468e-07,1.6731557888115143e-07,2.0450434221684086e-09,7.783598778396355e-07,1.3037256931286006e-09,6.141510319761751e-07,1.4342368895796153e-08,4.221182918110628e-08,4.1331216321123674e-05,9.699990147772543e-11,0.0030051373496337032,1.8087682304813925e-11,0.0027302767915799585,1.2151375932848102e-11,0.0005375410801927427,1.391829712309183e-11,0.0015389398115247441,4.956895759694438e-11,0.0002413489537408215,6.395977645083808e-12,7.593033151101538e-06,3.926168122121042e-09,2.3450490722726713e-05,1.6842899767614164e-23,0.30000000000000326,1.200000000000002,2.700000000000012,4.800000000000008,7.5,10.800000000000022,14.700000000000008,19.20000000000003,24.30000000000003,30.0
2.375447112254897e-10,1.7182122753665712e-06,2.5502254561843603e-10,7.536171274359885e-06,1.1445119684200088e-09,5.906608391247533e-07,1.9348174843054938e-09,4.529580052946534e-07,1.8134848195380287e-09,1.8049257617091756e-08,4.6950798828569604e-08,1.404522744821442e-08,3.611819868578934e-07,1.1409303606899822e-09,9.06169124598617e-05,1.5973259441862531e-10,0.00014547574393506717,1.5075172831594439e-10,2.0922551253048052e-06,1.1470840836658121e-06,1.2883289978987227e-08,2.7103440050488276e-07,2.7598220670784006e-08,6.522683458290345e-06,2.2184606987294625e-08,1.9797510863226165e-08,0.0007037200591187418,6.1760877398587e-11,2.4308009339994315e-06,1.6435815374152497e-09,1.643904576774988e-06,3.1304871674570198e-09,0.00729950297551582,7.919575857423165e-10,4.793169131399155e-07,5.28820857700913e-07,3.8173581322829095e-08,1.0479427239221203e-07,2.4466555532146854e-09,0.0010696004591057317,7.092488725896809e-11,1.91157571506028e-05,1.4450678056774436e-10,8.53442765495135e-06,4.1114924009311644e-10,2.933764104255962e-06,3.38086864754435e-10,3.296854298683412e-05,1.1203057166880203e-09,6.694341112258326e-07,1.0801629522335074e-14,0.30000000000000326,1.200000000000002,2.700000000000012,4.800000000000008,7.5,10.800000000000022,14.700000000000008,19.20000000000003,24.30000000000003,30.0
3.3704270916389854e-10,1.132207464821322e-05,2.0025443169066866e-10,1.2645294479012198e-07,4.52977208785996e-08,3.985766548339142e-08,1.164865472426034e-06,9.047178828508328e-10,1.8805844754586662e-06,9.73876260215652e-10,2.1852741799677556e-06,1.1113749235041423e-09,1.1923204092962624e-05,7.2579073263248e-11,2.0286362719779066e-06,3.577633171013812e-09,3.3241309390625616e-07,9.542361534868735e-09,4.876916680580106e-07,2.5420894452825116e-08,2.2422091106034085e-07,3.6767125710931517e-09,4.288286939019081e-06,4.586896114630208e-10,0.00040508897835079665,1.7787394520395152e-11,0.010938676514069023,8.505409595502735e-12,0.0006009547414884087,4.904121530153016e-12,0.0025551113914839938,1.8466913075989887e-11,0.0001426787063872953,5.356412554066159e-12,0.0012062141753833681,8.739904667568502e-12,0.0005192604361778255,5.275847725687e-11,4.366906908479149e-06,7.330525623562919e-10,0.0012034142405551393,1.7502692516137592e-10,4.268713098045188e-06,2.2044790242246323e-10,0.00023284989928482915,1.3925688703760551e-09,2.4884647308490523e-07,2.709685156950662e-07,4.77898327563102e-09,7.861085423806369e-07,3.68989033784113e-12,0.30000000000000326,1.200000000000002,2.700000000000012,4.800000000000008,7.5,10.800000000000022,14.700000000000008,19.20000000000003,24.30000000000003,30.0
4.0723646178726985e-10,2.943808860902927e-06,1.0643211144662836e-08,3.002919241713217e-08,1.0846222982629817e-07,6.723566368624661e-09,1.5455720826138376e-05,4.967009691820314e-10,2.019057655651384e-06,3.1279789724453274e-09,9.866410503615353e-07,1.4734450209917185e-09,2.586133983346003e-06,2.5851194109608227e-10,7.259902780829595e-07,1.9005151209975278e-08,2.510524545307727e-07,2.896952761140777e-09,0.00037433335160925654,1.7178294568886326e-10,1.2176311228113158e-05,4.872210419650339e-08,6.42989562702059e-08,2.4565334529628423e-08,1.597288774756967e-07,1.7758421582622659e-07,7.217429648549547e-08,0.001835096591504616,3.00502044141411e-11,0.0004860048986797367,3.9049195668947764e-11,3.6875111746454905e-05,2.684365354596443e-09,0.00033475193459403014,3.170513017622384e-08,7.641251316250249e-09,5.21921975966719e-07,2.0790562635080647e-08,2.723178430519326e-07,9.593190724223547e-08,2.0259685401060693e-09,1.018999691956723e-06,1.856387462518112e-07,3.944996104035715e-08,1.470915931149286e-07,3.324063719178002e-07,3.0641139767972477e-09,1.8262120002634564e-06,7.588220327831229e-10,0.0001490228342674962,1.3118828719053892e-22,0.30000000000000326,1.200000000000002,2.700000000000012,4.800000000000008,7.5,10.800000000000022,14.700000000000008,19.20000000000003,24.30000000000003,30.0
4.949528708636679e-10,0.001209047521498244,3.1289740212519866e-10,7.771952165402285e-06,1.3606184445152847e-08,0.00022601762610444595,2.85037955133388e-11,3.6551237714092858e-06,1.1040558090957884e-09,5.350075531516677e-07,7.337591947421747e-09,1.6290250085369134e-07,1.2736425707728984e-08,1.2210272383144658e-07,3.9391057506872375e-05,4.0063957759513094e-11,0.0021300696182096884,2.2704224431424083e-11,0.0012785547557777556,3.201480957299503e-11,2.3020332730055598e-05,1.891428464818814e-06,3.3457632175800276e-10,3.9238408959661565e-06,5.540658797926293e-09,0.0027627491845250048,5.876474820277689e-09,1.1822261547574203e-06,3.008909713572923e-09,4.387732405260023e-07,2.785616449082492e-08,0.00031961746503604826,2.537220344745219e-10,3.0264873365796377e-06,3.7665793562639764e-10,1.5327442519787074e-05,1.1930634918022987e-10,9.141708523424862e-05,2.385165694752852e-11,8.464958558481454e-06,1.2820745604231106e-07,1.1125227609072307e-08,1.0001655644620672e-07,5.715586393918031e-09,6.462107182833225e-07,3.2287721194729558e-06,3.0458258267566664e-09,0.005488321299794457,2.3969657095602695e-08,0.0026277404781502043,3.4711752238414716e-21,0.30000000000000326,1.200000000000002,2.700000000000012,4.800000000000008,7.5,10.800000000000022,14.700000000000008,19.20000000000003,24.30000000000003,30.0
1.3489074007407963e-09,0.001272168396889412,3.717839109050071e-11,0.00012322232225005307,1.6242977439090827e-11,0.00016200198760790013,3.5121816730112916e-12,0.008660674029848223,1.6072348573950676e-10,1.892709677159897e-05,1.415254532734649e-10,2.8103697905964456e-06,6.507038870417188e-10,0.009119451150566909,6.558016571816553e-11,6.729191762321577e-05,2.2909435840944086e-10,6.6216148736468845e-06,1.691749589356483e-10,1.1712582222984665e-05,1.2715741642375961e-09,4.272523075967355e-06,1.6041337318582424e-09,6.66196202316622e-07,4.91939587583227e-09,4.1187893120728214e-07,1.0864241804816137e-08,6.611608914435989e-07,4.59737845123325e-09,1.4980651387789284e-07,1.4774357333464108e-07,1.0036991610710991e-08,1.0426387905985082e-07,3.807708729290784e-09,0.00015028565139096293,8.30496504261314e-11,6.858936499276467e-05,5.2080461381554975e-11,0.013374579591951057,7.526178334725892e-11,5.915601305510588e-06,1.7864296439381545e-08,1.5874164708736557e-06,5.648429354033668e-08,3.34933193068203e-08,4.907391265267601e-08,2.1011117400171967e-08,2.8112977741639292e-08,2.4099258692339276e-08,1.001604217028223e-06,2.968259433532044e-19,0.30000000000000326,1.200000000000002,2.700000000000012,4.800000000000008,7.5,10.800000000000022,14.700000000000008,19.20000000000003,24.30000000000003,30.0
4.4510916683012726e-10,3.7904171549647836e-06,3.880857104544105e-09,0.0028952620536408743,2.1860963228182563e-10,0.0019453163002476806,9.763444972070774e-11,1.7929994400591056e-05,9.828651378064281e-11,5.164596049180528e-07,4.391385410876328e-09,9.740184441220804e-06,6.237381362888596e-09,2.7833812539010396e-05,6.179076859240527e-11,0.0007478668338817553,1.045414139202537e-07,3.378737966719661e-09,0.00047839974863103646,6.20471247019146e-09,6.21999260172835e-06,1.2808525118664636e-09,3.3865841961318676e-07,2.457955083584834e-09,1.6807840400028604e-06,1.8876314390839262e-09,0.003005543472697841,1.5129715369724123e-10,1.8942292467269752e-05,1.8244900790914935e-11,0.003985485934493566,4.218185014591715e-11,1.7140245654159343e-05,5.699771361406444e-10,6.718794061731668e-07,2.180351697410558e-09,1.9762667733777726e-06,1.0826633892477502e-09,4.788104075041511e-06,6.075486721511271e-10,1.8718532955921763e-06,2.7034868598033757e-09,0.0015522209960551299,6.20247856929376e-11,3.3603221726532392e-06,3.0513731031404683e-09,5.901736051461727e-07,1.3838160077818702e-09,7.059028527341362e-08,1.0540962386573334e-08,2.030980744422163e-15,0.30000000000000326,1.200000000000002,2.700000000000012,4.800000000000008,7.5,10.800000000000022,14.700000000000008,19.20000000000003,24.30000000000003,
1.602788115028032e-09,3.4136402699029537e-06,5.316072195506998e-10,0.005375607876641161,1.7659310681751493e-10,1.4762328369748338e-06,1.9443364494591177e-05,1.6219278115506183e-09,2.614501785032723e-06,5.4142679354751865e-09,4.850264553753247e-08,8.801203328401967e-09,3.700697610662024e-07,7.718220943814517e-07,3.2672645862140984e-08,4.2857526873514755e-07,3.244045833724143e-08,3.2685719992567626e-07,1.53060668310234e-07,2.7864324189066917e-09,0.0029214687613866377,4.690409384664584e-10,2.4036579691482557e-07,1.3535106989312225e-08,1.313567012478229e-07,5.164873524371874e-08,5.195641969250748e-09,1.8633059080369392e-07,5.3512576711812645e-09,1.3229155532357287e-06,1.0927563766750154e-08,4.782915524399647e-07,4.089916639889252e-09,1.434158198847448e-07,2.427107139554472e-08,1.4422210724235494e-07,3.796705393647288e-09,6.136743920421034e-08,2.3460173114803486e-08,2.748884348396151e-06,1.1935664868486135e-08,3.634264739132417e-08,9.715272268796746e-09,6.703384234514673e-07,2.714565974320268e-09,0.005277649500780223,7.141791885124248e-10,0.004545250966957832,4.008542640702437e-11,0.005677729113035604,5.038648661429287e-23,0.30000000000000326,1.200000000000002,2.700000000000012,4.800000000000008,7.5,10.800000000000022,14.700000000000008,19.20000000000003,24.30000000000003,30.0
2.541014420985334e-10,1.1673332756026953e-05,1.7294724152290932e-09,0.0022856222097791235,6.856452448063551e-11,1.5586615767375138e-05,1.395996812449868e-10,2.66071209185698e-06,5.2150002645248564e-09,8.792409050701244e-08,3.6529975546957636e-07,5.8488596394795795e-08,3.3076321828852197e-08,2.2348552149469795e-07,5.7556513724731346e-08,8.18653525362577e-09,1.44723688185326e-07,4.162228598435936e-09,1.0886945138106503e-06,1.1581825850386937e-09,0.00026693862082508176,1.5203408173969687e-10,4.800183664972018e-06,1.644404574036618e-09,4.604679927270606e-06,2.1853374595344082e-09,5.658492122895083e-07,4.953709576034597e-08,6.113830331854803e-09,2.862903407329759e-06,3.150846416853624e-10,3.107628127336531e-05,9.804467696362433e-10,8.567866632483027e-07,1.6863021872009324e-09,1.7277910654876255e-07,7.927611236452483e-08,7.272194522624654e-08,1.2683924974363782e-07,3.932190575214438e-08,1.585390380954819e-08,4.7492989259751595e-07,6.588947164720609e-06,3.938473596232999e-10,3.514198752018486e-07,4.1616652679563777e-08,8.722650763713554e-06,2.9908971761607065e-09,8.640366843256007e-06,3.545945626361346e-10,3.7163899904798064e-11,0.30000000000000326,1.200000000000002,2.700000000000012,4.800000000000008,7.5,10.800000000000022,14.700000000000008,19.20000000000003,24.30000000000003,30.0
1.7024912179120847e-09,2.4435396967278406e-06,9.305223525869799e-10,0.004994782367696351,2.5781634676885314e-08,6.026328777602141e-08,4.3448561710379876e-07,6.015989127863014e-09,9.750398172124455e-07,8.792359926318519e-09,2.1848466126346706e-07,2.071028394865272e-08,4.02447847061647e-09,2.2363546217467974e-05,6.320767711319022e-10,1.913772036395559e-06,6.17517348255455e-09,0.00033076592182084926,6.841752308099043e-10,0.00291813884354176,7.272077154542742e-11,9.0592668055472e-06,2.989206309717649e-08,0.0032568969172264936,7.931472423815409e-07,2.8599071343884576e-09,0.0001081942989370664,1.494828694192642e-10,0.0028695338235826266,2.370451457146184e-10,1.6039946864285142e-06,2.3797417237669678e-07,5.48977157154027e-07,4.242252147943019e-09,4.0160675009478523e-07,1.9161578470387665e-09,5.905409263413295e-07,1.2495587517532411e-09,9.277898795292017e-05,4.704558284535425e-11,0.0027495304944358625,3.5981902632192856e-11,9.128514470352766e-05,1.9259092984467486e-09,0.0018852186612470664,1.1038060534311048e-06,2.3920588819866282e-08,3.4126164718020924e-07,4.475150095347365e-09,0.006307906453900123,7.85859561457911e-05,0.30000000000000326,1.200000000000002,2.700000000000012,4.800000000000008,7.5,10.800000000000022,14.700000000000008,19.20000000000003,24.30000000000003,30.0
