0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
9.176531096688001e-09,5.9093944360641636e-08,1.288432624571884e-07,4.711069912535245e-08,1.2828046963396962e-05,2.105231349061047e-10,1.1633959339702698e-06,2.338831793363874e-06,1.3422094839520763e-09,5.318306071000007e-06,7.482426085331937e-11,0.0030220262577639765,2.4877297197319695e-11,0.0001219803593706146,4.509561068713154e-12,0.00023781737396163336,9.897772394171236e-12,3.133331912678286e-05,1.4264314813193814e-10,1.5125357239347403e-05,1.7119343320747156e-07,2.636348933131782e-08,5.6659960148768135e-08,3.796205145474827e-08,6.623110929283606e-08,2.771926890467645e-08,3.6144652147347255e-07,1.3821413184205801e-08,4.995610091643741e-07,1.6674625877815018e-07,4.128389460217791e-06,4.652322071319568e-09,4.6509187367704266e-07,4.705544901831543e-09,0.00024447883700289,5.5131083762644317e-11,4.6326387304349145e-05,5.4419244253543415e-11,4.282614702464955e-06,4.173281362457561e-10,9.73448588075087e-06,4.0305964970380435e-10,3.196673528277732e-07,1.5430558782659683e-06,9.813003475318531e-10,4.0958205387361107e-07,2.1353648235004632e-09,2.5988431777082657e-07,1.869646255032234e-08,1.7987298216185585e-07,6.603469747891804e-18,0.30000000000000326,1.200000000000002,2.700000000000012,4.800000000000008,7.5,10.800000000000022,14.700000000000008,19.20000000000003,24.30000000000003,30.0
5.362728529492624e-10,2.8916385137617635e-05,1.736929913202293e-10,7.393890390353447e-07,2.748783413385141e-09,2.9727864509562725e-07,1.1227255122059374e-08,1.6237343288224567e-06,3.6617814024101853e-09,1.1853264973995507e-07,3.7738986642445007e-07,4.211040085005118e-09,4.20969659869744e-07,4.13205124912341e-08,1.0033121677949245e-06,2.1334642659843942e-09,6.410848103276722e-07,1.3310362558803513e-09,1.494685466456154e-07,7.718256852758045e-08,1.4038018876000837e-07,2.8152648503808415e-07,8.869121143429883e-10,3.4565756589466775e-07,5.7191922816021e-06,7.963453253738625e-10,1.1646199241171335e-05,1.2484527553481871e-08,7.534416722475555e-06,1.00218586242904e-10,1.6072434842747216e-06,3.702667262924365e-09,5.845577359245589e-07,5.477202146775201e-09,4.0958911173893335e-06,1.4365251969313635e-09,2.7679865895443534e-07,1.2414070705369873e-08,8.056890168322589e-07,2.4496698223668563e-08,4.224538623311236e-08,5.2755378676988786e-08,1.0733081661317816e-08,0.003790606811862152,3.230142801452996e-10,4.427470951473361e-07,5.317365689876369e-08,2.3823306929948462e-08,7.967200106000988e-08,9.050631014131538e-08,1.0315649815010197e-16,0.30000000000000326,1.200000000000002,2.700000000000012,4.800000000000008,7.5,10.800000000000022,14.700000000000008,19.20000000000003,24.30000000000003,30.0
1.1165620832436797e-10,0.00042376524784841046,2.7513287378247155e-11,1.0613727350085866e-05,5.552647009408113e-08,4.046722077342416e-08,6.400512108240211e-09,1.5534205473566685e-07,1.419333263648709e-08,5.6112980793191425e-08,1.4176882021734648e-08,5.19179207599023e-06,1.6180507070170465e-10,9.882150955232436e-06,4.658592368751346e-10,8.448721325047245e-07,6.819698936819766e-10,1.4156284132360146e-07,7.438310757248776e-10,1.841302940022399e-06,2.446093414656867e-10,0.007245730789856829,1.1057934881290555e-10,0.0001554548375043792,6.814856241176029e-11,3.581252527356189e-05,3.5154774080794086e-10,4.77654773327961e-05,1.2164486546925278e-10,0.007351970199332289,1.3491567419077241e-10,4.934642713390011e-06,9.576456706372271e-10,1.0628912196475165e-06,2.67248461401416e-08,2.4911757482763394e-08,2.0452024626611038e-07,3.0637236340532703e-07,2.399664365852385e-08,8.912210405883983e-08,2.7520646688930045e-09,2.860187343195637e-06,2.505530181478051e-09,1.1871692982527925e-07,1.593243673956087e-08,4.415446850350838e-08,2.2264497343780608e-07,5.563479548914457e-09,2.5610457205958473e-07,5.602599834969545e-09,1.1771067264448497e-17,0.30000000000000326,1.200000000000002,2.700000000000012,4.800000000000008,7.5,10.800000000000022,14.700000000000008,19.20000000000003,24.30000000000003,30.0
1.7265366461048655e-09,2.284950785974879e-05,1.5040445429824937e-10,2.6356881814911387e-06,3.704568363787316e-09,1.5800318569711896e-06,3.8613289600810276e-08,3.0308784090297025e-06,3.3410622492755685e-10,4.714274168241811e-06,2.9314533362643126e-08,1.500584892439378e-07,1.9527533598068138e-06,7.26902803332578e-10,2.5635261993849464e-06,1.650493147160378e-09,4.646020196599833e-06,1.7805828394523253e-08,3.833436456875939e-07,7.558605105627606e-09,0.0016773482460508732,1.446210514901635e-10,1.2335254576427821e-05,3.473831580664916e-09,2.1453268519432633e-07,1.4667474515554264e-08,1.9646196289253654e-08,1.2078040568008594e-07,1.6562985808776756e-08,1.1405013356514973e-06,1.892089577294757e-09,3.932235121272606e-07,1.2512211824623052e-07,0.00010154654612221504,6.637493413540284e-08,7.178670274479611e-07,3.6450671454934778e-06,3.226462202334152e-10,3.6721668012696114e-06,2.6440993205908004e-09,4.924533021415042e-06,7.825155452715541e-11,2.6632277257445635e-05,1.5207503748002217e-11,4.3903918601348995e-05,1.055110997455409e-10,1.8536353615097016e-06,3.188669454362546e-10,0.002610785542179059,8.128125874454498e-11,4.3850763417089565e-08,0.30000000000000326,1.200000000000002,2.700000000000012,4.800000000000008,7.5,10.800000000000022,14.700000000000008,19.20000000000003,24.30000000000003,30.0
4.4379379125810113e-10,7.544103260314939e-06,1.981715658658557e-09,2.886915320057066e-06,1.399666784461211e-10,0.0020261340974874593,1.311892405208877e-11,1.4315674942251378e-05,2.0390558713185976e-10,0.0016966299260219651,3.02562419334602e-11,3.9139439956467524e-05,1.1189151999895138e-10,4.262965370864562e-05,4.748718025105633e-11,1.0408496674160346e-05,1.688079945276538e-10,6.5289216824896045e-06,3.5819102383665727e-10,0.0013495152986962489,7.180250506609029e-11,1.7831113930858518e-05,8.633505654632242e-10,1.4190462826665572e-06,6.2047261242449635e-09,8.18059668570502e-08,4.259138358416082e-09,8.895774279870346e-08,2.9317201972835783e-06,1.1274270201893283e-09,9.933194306710408e-05,0.0008238670727549381,8.526015471584023e-09,0.0007797095789869573,2.791448363225481e-10,5.5471091477053074e-06,3.6145761771788604e-10,3.0482938550104824e-06,1.825610041082399e-08,7.457186821964828e-08,5.3643003558681674e-08,3.326689474117178e-08,2.712445998101083e-08,3.6806406202606154e-08,1.7579238726923738e-07,2.422694124664613e-09,1.0449081151191583e-06,1.4016598183115593e-09,8.124727693049336e-06,5.198743550345142e-10,0.0006119738433652304,0.30000000000000326,1.200000000000002,2.700000000000012,4.800000000000008,7.5,10.800000000000022,14.700000000000008,19.20000000000003,24.30000000000003,
3.9391074760797836e-10,5.881620546853232e-07,4.713758456655002e-09,7.008072577671614e-06,4.060163410512323e-10,1.3769458971488928e-06,3.7098370960870193e-10,2.731522415437838e-07,2.8208034406530023e-07,6.491817610088734e-08,5.4727969772936975e-06,3.724374861473247e-10,3.466660435503022e-07,1.001726389901714e-07,1.1348385160137101e-07,1.6950144629243666e-08,3.5078606673511904e-07,0.001404531346129549,3.2264382665218637e-09,2.426342764718432e-06,6.955305005385488e-10,5.042523977620681e-06,4.224800140646096e-10,1.4524202841388888e-05,3.4349838883143354e-10,4.827178243974917e-06,8.481480343686798e-10,0.004234260263275699,1.2315855764788855e-10,2.6014259739049982e-06,4.450970160506983e-10,1.8423578449494434e-06,1.5541729207019486e-09,9.721673402008166e-07,1.0825698506187997e-07,4.445793661575262e-06,1.669148360084172e-09,5.567112967624266e-06,4.593937900766031e-09,1.9729691392570783e-07,1.6278524115170372e-07,3.21629501213824e-07,4.080598145079376e-09,3.056750136727212e-07,1.3946755608753436e-08,6.741303665145522e-08,9.216281642974556e-09,3.3518863078588186e-07,2.3270589096480433e-08,2.928119115620087e-09,6.266591932802293e-12,0.30000000000000326,1.200000000000002,2.700000000000012,4.800000000000008,7.5,10.800000000000022,14.700000000000008,19.20000000000003,24.30000000000003,30.0
1.4569231752048665e-10,5.085570116583469e-06,2.3957915123362827e-10,6.095239805580537e-07,1.1587547273104046e-08,1.3425928474341425e-07,4.0505433482443764e-07,1.3680483307102145e-07,5.1977310927328965e-09,3.674005098117893e-07,1.7094377828887895e-08,9.012339017614852e-07,3.822714907221365e-09,1.7337770871953684e-07,8.727882133020408e-08,1.6395325734164262e-06,5.557075367351454e-09,3.1534234320748307e-06,4.832136157332304e-10,3.969542319387933e-06,2.471918423316483e-10,2.1883470692158935e-05,2.820367283395731e-10,4.300611887097475e-06,3.252278364458884e-10,5.017385918340092e-07,1.282082450184642e-07,1.3790034495976775e-07,1.4154765945505948e-07,0.002116675753890079,1.112129741059464e-09,0.00047935794739755507,6.183821722995459e-09,1.4201173167896217e-07,1.29497004180971e-07,1.1027674439175103e-08,9.817486720771483e-08,5.975448627482799e-09,4.283595613819336e-07,7.247290891400883e-09,1.7556537470524072e-06,4.718675143993511e-10,8.065581211865261e-07,7.218188719194661e-07,3.3308873722562906e-09,7.4819610225732236e-06,7.618245804698871e-10,1.8931767685283884e-06,7.21017945219036e-10,7.849369718872878e-07,4.289646530265577e-17,0.30000000000000326,1.200000000000002,2.700000000000012,4.800000000000008,7.5,10.800000000000022,14.700000000000008,19.20000000000003,24.30000000000003,30.0
4.2481420265730826e-10,1.9410838199677844e-05,5.441246213281796e-11,3.987210593542468e-06,3.9755961710972074e-09,3.6046621980491836e-07,1.3756521380159617e-09,1.1396826009144151e-05,2.724888551225392e-10,1.4063281330422895e-06,9.487223670991182e-09,2.7857035083366432e-08,3.0471934456279055e-07,2.095415807657878e-09,3.09012393337688e-07,4.804781278145976e-09,5.347481693494912e-06,9.83926964399278e-09,8.87998469254431e-07,6.020723622601669e-08,0.0019336755155793272,1.6830744169470758e-09,0.0037739703383790585,1.808041845995149e-08,9.043496246163244e-06,3.437827837548841e-11,0.0002506568345663296,2.942932800984386e-10,1.3430639612809552e-05,1.3294692277944811e-09,6.778150855448447e-06,2.5782402277432267e-09,8.117941567775325e-07,3.734546976422263e-09,4.458125641995721e-07,1.1144494567578712e-06,1.2565955095623623e-08,7.641434367792823e-05,3.155459310910386e-10,1.464313785241149e-06,1.0286504661182773e-09,2.514380239079102e-06,6.210941979769756e-07,2.3077688141012758e-08,2.2130016247206645e-07,9.303438146357344e-09,0.0015586953337420279,3.5450818512455746e-10,7.4297293273339076e-06,9.653671881212038e-10,1.5488386682687655e-10,0.30000000000000326,1.200000000000002,2.700000000000012,4.800000000000008,7.5,10.800000000000022,14.700000000000008,19.20000000000003,24.30000000000003,30.0
2.561155321939699e-10,3.36833268778326e-06,1.7843553148659977e-09,1.0797960401028728e-05,1.3158475504929482e-09,8.674623457687118e-07,1.789910112038649e-09,1.629813778224672e-05,3.336318497035281e-10,1.7084414266099367e-06,1.455944129195757e-09,1.4759634201930678e-06,6.625674911871844e-08,7.718830544244099e-08,7.311194681823104e-09,6.991465813410252e-07,1.1983828081362275e-09,1.158319894588907e-05,9.202572779733217e-11,8.992045506761418e-07,2.2705818838119338e-08,4.393858771865997e-09,4.8175471645270315e-08,1.0709069247289875e-08,1.1019930568751608e-06,1.1631887955961039e-09,3.021059507643754e-06,9.193022883555729e-10,1.7829121953956978e-06,3.2531791435396217e-09,7.206871365959606e-08,4.52309805766693e-08,3.1577867448435694e-08,9.945655328064144e-08,6.948899027881932e-09,2.697248926900027e-06,1.6424909041486312e-09,3.0851453258126505e-06,8.339804039281487e-10,7.712836279140823e-06,9.974921183059254e-10,4.093873647368583e-06,1.8718472574100132e-09,4.317255818329853e-05,8.661440837660875e-10,1.7731686747233948e-06,6.298655987847773e-10,0.00014064145070265236,7.191936419140638e-11,0.00040602535105822287,6.40163780030472e-25,0.30000000000000326,1.200000000000002,2.700000000000012,4.800000000000008,7.5,10.800000000000022,14.700000000000008,19.20000000000003,24.30000000000003,30.0
6.404937586499199e-10,6.129762139452982e-06,5.014101220438339e-11,0.0010645424073333896,1.3476593718060823e-10,0.0015352773886350205,1.7560569740372454e-10,2.1396960791908843e-06,3.709516236255533e-09,4.0367115035867945e-06,4.728070744218441e-10,4.867816098381077e-06,8.924922487993174e-10,3.646493810713553e-06,1.5781826678589314e-09,4.700228946351154e-05,1.6363271271637873e-10,2.988972890876703e-05,9.489376612444783e-10,3.502909918878035e-06,4.1435041190364e-10,9.339490904026452e-06,6.006116938894318e-10,6.451194352201691e-07,2.4758794782986095e-09,6.051827634399602e-05,2.9713223819118703e-10,2.711892013817723e-06,1.5829661885760865e-09,4.283311294526187e-06,3.732001987504252e-10,1.5885943878470363e-06,1.1828686813415037e-08,2.0587079551543138e-06,2.22546064093599e-09,6.93451682140516e-07,2.21295001290616e-08,6.866085917300522e-08,1.0721095003400465e-06,7.72889359778574e-08,4.659334597067872e-08,6.923600385499589e-06,1.0223899775963874e-09,2.2294682696697e-06,0.0005056174086063292,1.598688901229298e-09,7.10318129583446e-07,6.542550452497364e-09,4.8996451048185903e-08,6.1493506959522515e-09,2.738936870362332e-11,0.30000000000000326,1.200000000000002,2.700000000000012,4.800000000000008,7.5,10.800000000000022,14.700000000000008,19.20000000000003,24.30000000000003,30.0
