sr
0.99
0.96
0.9299999999999999
0.9
0.97
0.94
0.97
0.94
0.96
0.94
0.96
0.98
0.95
0.95
0.97
0.9299999999999999
0.89
0.95
0.95
0.97
0.97
0.98
0.95
0.92
0.97
0.95
0.95
0.91
0.95
0.94
