sr
0.92
0.96
0.9299999999999999
0.94
0.9299999999999999
1.0
0.94
0.96
1.0
0.96
1.0
0.96
0.96
0.96
0.92
0.9299999999999999
0.99
0.96
0.9
0.98
0.9299999999999999
0.94
0.9
0.96
0.97
0.96
0.96
0.96
0.98
0.94
