sr
0.36
0.35
0.36
0.37
0.37
0.36
0.36
0.37
0.36
0.36
0.35
0.36
0.35
0.35
0.35
0.37
0.35
0.35
0.36
0.35
0.35
0.36
0.35
0.35
0.35
0.36
0.36
0.35
0.36
0.37
