sr
0.97
0.97
0.98
0.98
0.98
0.95
0.97
0.98
0.97
0.98
0.97
0.89
0.91
0.98
0.96
0.97
0.98
0.97
0.96
0.97
0.97
0.97
0.97
0.97
0.97
0.98
0.97
0.97
0.98
0.92
