mof
492918.609606584
591023.4601000847
566248.1187691457
568011.807759446
455306.91551605007
813345.5346626635
525107.1442475509
559426.7116920906
580273.6868851462
705484.4411207172
571853.979988956
584712.1851966684
527924.324150767
703581.3565193529
647848.2996040042
537819.2762883597
595738.2887872596
1111279.0748365482
505014.16406526364
576473.8808336594
