sr
0.87
0.83
0.85
0.8
0.87
0.9
0.86
0.84
0.85
0.81
0.81
0.87
0.88
0.88
0.86
0.86
0.86
0.83
0.83
0.84
0.83
0.84
0.85
0.85
0.84
0.85
0.84
0.87
0.84
0.86
